"","Locality","Assemblage.name","GeoLayer","Age","Pos..standard.deviation","Dating.method"
"1242","Bisnik Cave","Bisnik Cave layer 2 fauna","Layer 2","-","-","-"
"1243","Bocksteinschmiede-Bocksteinloch","Bocksteinschmiede-Bocksteinloch GH i Fauna","GH i","-","-","-"
"1245","Bocksteinschmiede-Bocksteinloch","Bocksteinschmiede-Bocksteinloch GH h Fauna","GH h","-","-","-"
"1247","Bocksteinschmiede-Bocksteinloch","Bocksteinschmiede-Bocksteinloch GH g Fauna","GH g","-","-","-"
"1248","Bocksteinschmiede-Bocksteinloch","Bocksteinschmiede-Bocksteinloch GH f Fauna","GH f","-","-","-"
"1250","Bogdanovka","Bogdanovka Layer 4 Mammal Fauna","Layer 4","-","-","-"
"1251","Bogdanovka","Bogdanovka Layer 5 Mammal Fauna","Layer 5","-","-","-"
"1252","Bogdanovka","Bogdanovka Layer 6 Mammal Fauna","Layer 6","-","-","-"
"1253","Bogdanovka","Bogdanovka Cultural Layer Mammal Fauna","Layer 7","-","-","-"
"1254","Bogdanovka","Bogdanovka Towpath Mammal Fauna","Layer 4","-","-","-"
"1255","Bogdanovka","Bogdanovka Towpath Mammal Fauna","Layer 5","-","-","-"
"1256","Bogdanovka","Bogdanovka Towpath Mammal Fauna","Layer 6","-","-","-"
"1257","Bogdanovka","Bogdanovka Towpath Mammal Fauna","Layer 7","-","-","-"
"1258","Boh Dambang","Boh Dambang, Fauna","Cave sediment","-","-","-"
"1259","Bojnice III Cave Moat","Bojnice III Cave Moat Cultural Layer VIII mammal fauna","Travertine 8","-","-","-"
"1260","Bojnice III Cave Moat","Bojnice III Cave Moat Cultural Layer IX mammal fauna","Travertine 9","-","-","-"
"1261","Bojnice III Cave Moat","Bojnice III Cave Moat Cultural Layer X mammal fauna","Travertine 10","-","-","-"
"1262","Bollschweil","Bollschweil fauna","GE-1","-","-","-"
"1263","Bollschweil","Bollschweil fauna","GE-2","-","-","-"
"1264","Bolomor Cave","Bolomore Cave, level IV, Paleofauna","Nivel IV","390000","100000","AAR (amino acid racemization) dating"
"1265","Bolomor Cave","Bolomor Cave, level XI, Palaeofauna","Nivel XI","-","-","-"
"1266","Bolomor Cave","Bolomor Cave, level XII, Palaeofauna","Nivel XII","180000","-1","AAR (amino acid racemization) dating"
"1267","Bolomor Cave","Bolomor Cave level IV human remains 01","Nivel IV","390000","100000","AAR (amino acid racemization) dating"
"1268","Bolomor Cave","Bolomor Cave level IV human remains 02","Nivel IV","390000","100000","AAR (amino acid racemization) dating"
"1269","Bolomor Cave","Bolomor Cave level IV human remains 03","Nivel IV","390000","100000","AAR (amino acid racemization) dating"
"1270","Bolomor Cave","Bolomor Cave level XIII human remains 04","Nivel XIII","229000","53000","AAR (amino acid racemization) dating"
"1272","Bolomor Cave","Bolomor Cave level XIII human remains 04","Nivel XIII","152000","23000","TL (thermoluminescence) dating"
"1273","Bolomor Cave","Bolomor Cave, level XI, Micromammals","Nivel XI","-","-","-"
"1274","Bolomor Cave","Bolomor Cave, level XII, Micromammals","Nivel XII","180000","-1","AAR (amino acid racemization) dating"
"1275","Bolomor Cave","Bolomor Cave, level IV, Micromammals","Nivel IV","390000","100000","AAR (amino acid racemization) dating"
"1276","Bolomor Cave","Bolomor Cave, Level II, Micromammals","Nivel II","121000","18000","TL (thermoluminescence) dating"
"1277","Bolomor Cave","Bolomor Cave, Level III, Micromammals","Nivel III","-","-","-"
"1278","Bolomor Cave","Bolomor Cave, Level V, Micromammals","Nivel V","390000","100000","AAR (amino acid racemization) dating"
"1279","Bolomor Cave","Bolomor Cave, Level VII, Micromammals","Nivel VII","-","-","-"
"1280","Bolomor Cave","Bolomor Cave, Level VIII-IX, Micromammals","Nivel IX","-","-","-"
"1281","Bolomor Cave","Bolomor Cave, Level VIII-IX, Micromammals","Nivel VIII","-","-","-"
"1282","Bolomor Cave","Bolomor Cave, Level XIII, Micromammals","Nivel XIII","229000","53000","AAR (amino acid racemization) dating"
"1284","Bolomor Cave","Bolomor Cave, Level XIII, Micromammals","Nivel XIII","152000","23000","TL (thermoluminescence) dating"
"1285","Bolomor Cave","Bolomor Cave, Level II","Nivel II","121000","18000","TL (thermoluminescence) dating"
"1286","Bolomor Cave","Bolomor Cave, Level III","Nivel III","-","-","-"
"1287","Bolomor Cave","Bolomor Cave, Level IV","Nivel IV","390000","100000","AAR (amino acid racemization) dating"
"1288","Bolomor Cave","Bolomor Cave, Level V","Nivel V","390000","100000","AAR (amino acid racemization) dating"
"1289","Bolomor Cave","Bolomor Cave, Level VI","Nivel VI","-","-","-"
"1290","Bolomor Cave","Bolomor Cave, Level VIII","Nivel VIII","-","-","-"
"1291","Bolomor Cave","Bolomor Cave, Level XII","Nivel XII","180000","-1","AAR (amino acid racemization) dating"
"1292","Bolomor Cave","Bolomor Cave, Level XIII","Nivel XIII","229000","53000","AAR (amino acid racemization) dating"
"1294","Bolomor Cave","Bolomor Cave, Level XIII","Nivel XIII","152000","23000","TL (thermoluminescence) dating"
"1295","Bolshie Allaki-2","Cultural horizon 2 Macromammal Fauna","Layer 3","-","-","-"
"1296","Bolshie Allaki-2","Cultural horizon 2 Macromammal Fauna","Layer 4","-","-","-"
"1297","Bolshie Allaki-2","Cultural horizon 2 Macromammal Fauna","Layer 5","-","-","-"
"1298","Bolshoi Zangisan","Bolshoi Zangisan Layer 5c Macromammal Fauna","Layer 5c","-","-","-"
"1299","Bolshoi Zangisan","Bolshoi Zangisan Layer 5c Micromammal Fauna","Layer 5c","-","-","-"
"1300","Bondi Cave","Bondi Cave fauna UP - indet.","Layer I","-","-","-"
"1301","Bondi Cave","Bondi Cave fauna UP - indet.","Layer II","-","-","-"
"1302","Bondi Cave","Bondi Cave fauna UP - indet.","Layer III","-","-","-"
"1303","Bondi Cave","Bondi Cave fauna UP - indet.","Layer IV","-","-","-"
"1304","Bondi Cave","Bondi Cave fauna UP - indet.","Layer VI","-","-","-"
"1305","Bondi Cave","Bondi Cave fauna UP - indet.","Layer Va","-","-","-"
"1306","Bondi Cave","Bondi Cave fauna UP - indet.","Layer Vb","-","-","-"
"1307","Bondi Cave","Bondi Cave fauna UP - indet.","Layer Vc","-","-","-"
"1308","Bondi Cave","Bondi Cave fauna UP - indet.","Layer Vd","-","-","-"
"1309","Bondi Cave","Bondi Cave fauna layer I","Layer I","-","-","-"
"1310","Bondi Cave","Bondi Cave fauna layer II","Layer II","-","-","-"
"1311","Bondi Cave","Bondi Cave fauna layer III","Layer III","-","-","-"
"1312","Bondi Cave","Bondi Cave fauna layer III?","Layer III","-","-","-"
"1313","Bondi Cave","Bondi Cave fauna layer I - III","Layer I","-","-","-"
"1314","Bondi Cave","Bondi Cave fauna layer I - III","Layer II","-","-","-"
"1315","Bondi Cave","Bondi Cave fauna layer I - III","Layer III","-","-","-"
"1316","Bondi Cave","Bondi Cave fauna layer III - IV","Layer III","-","-","-"
"1317","Bondi Cave","Bondi Cave fauna layer III - IV","Layer IV","-","-","-"
"1318","Bondi Cave","Bondi Cave fauna layer IV - V","Layer IV","-","-","-"
"1319","Bondi Cave","Bondi Cave fauna layer IV - V","Layer Va","-","-","-"
"1320","Bondi Cave","Bondi Cave fauna layer IV - V","Layer Vb","-","-","-"
"1321","Bondi Cave","Bondi Cave fauna layer IV - V","Layer Vc","-","-","-"
"1322","Bondi Cave","Bondi Cave fauna layer IV - V","Layer Vd","-","-","-"
"1323","Bondi Cave","Bondi Cave fauna layer >IV","Layer IV","-","-","-"
"1324","Bondi Cave","Bondi Cave fauna layer >IV","Layer VI","-","-","-"
"1325","Bondi Cave","Bondi Cave fauna layer >IV","Layer VII","-","-","-"
"1326","Bondi Cave","Bondi Cave fauna layer >IV","Layer VIII","-","-","-"
"1327","Bondi Cave","Bondi Cave fauna layer >IV","Layer Va","-","-","-"
"1328","Bondi Cave","Bondi Cave fauna layer >IV","Layer Vb","-","-","-"
"1329","Bondi Cave","Bondi Cave fauna layer >IV","Layer Vc","-","-","-"
"1330","Bondi Cave","Bondi Cave fauna layer >IV","Layer Vd","-","-","-"
"1331","Bondi Cave","Bondi Cave fauna layer V","Layer Va","-","-","-"
"1332","Bondi Cave","Bondi Cave fauna layer V","Layer Vb","-","-","-"
"1333","Bondi Cave","Bondi Cave fauna layer V","Layer Vc","-","-","-"
"1334","Bondi Cave","Bondi Cave fauna layer V","Layer Vd","-","-","-"
"1335","Bondi Cave","Bondi Cave fauna layer V?","Layer Va","-","-","-"
"1336","Bondi Cave","Bondi Cave fauna layer V?","Layer Vb","-","-","-"
"1337","Bondi Cave","Bondi Cave fauna layer V?","Layer Vc","-","-","-"
"1338","Bondi Cave","Bondi Cave fauna layer V?","Layer Vd","-","-","-"
"1339","Bondi Cave","Bondi Cave fauna layer V - VI","Layer VI","-","-","-"
"1340","Bondi Cave","Bondi Cave fauna layer V - VI","Layer Va","-","-","-"
"1341","Bondi Cave","Bondi Cave fauna layer V - VI","Layer Vb","-","-","-"
"1342","Bondi Cave","Bondi Cave fauna layer V - VI","Layer Vc","-","-","-"
"1343","Bondi Cave","Bondi Cave fauna layer V - VI","Layer Vd","-","-","-"
"1344","Bondi Cave","Bondi Cave fauna layer VI","Layer VI","-","-","-"
"1345","Bondi Cave","Bondi Cave fauna layer VI - VII","Layer VI","-","-","-"
"1346","Bondi Cave","Bondi Cave fauna layer VI - VII","Layer VII","-","-","-"
"1347","Bondi Cave","Bondi Cave fauna layer VII","Layer VII","-","-","-"
"1348","Bondi Cave","Bondi Cave fauna layer VII - VIII","Layer VII","-","-","-"
"1349","Bondi Cave","Bondi Cave fauna layer VII - VIII","Layer VIII","-","-","-"
"1350","Bondi Cave","Bondi Cave fauna layer VIII","Layer VIII","-","-","-"
"1351","Bordu Mare Cave","OP, human remains 01","Couche III","-","-","-"
"1352","Bordu Mare Cave","OP, human remains 02","Couche III","-","-","-"
"1353","Bordu Mare Cave","OP, human remains 03","Couche III","-","-","-"
"1354","Bordu Mare Cave","Couche I, Fauna","Couche I","-","-","-"
"1355","Bordu Mare Cave","Couche II, Fauna","Couche II","-","-","-"
"1356","Bordu Mare Cave","Couche III, Fauna","Couche III","-","-","-"
"1357","Bordu Mare Cave","Couche IV, Fauna","Couche IV","-","-","-"
"1358","Bordu Mare Cave","Couche V, Fauna","Couche V","-","-","-"
"1359","Bordu Mare Cave","Couche I, micromammals","Couche I","-","-","-"
"1360","Bordu Mare Cave","Couche II, micromammals","Couche II","-","-","-"
"1361","Bordu Mare Cave","Couche III, micromammals","Couche III","-","-","-"
"1362","Bordu Mare Cave","Couche IV, micromammals","Couche IV","-","-","-"
"1363","Bordu Mare Cave","Couche V, micromammals","Couche V","-","-","-"
"1364","Borshchevo 5","Borshchevo 5 Cultural Horizon 1a/1b Macromammal Fauna","Layer 1","-","-","-"
"1365","Borshchevo 5","Borshchevo 5 Cultural Horizon 1a/1b Macromammal Fauna","Layer 2","-","-","-"
"1366","Borshchevo 5","Borshchevo 5 Cultural Horizon 1a Macromammal Fauna","Layer 1","-","-","-"
"1367","Borshchevo 5","Borshchevo 5 Cultural Horizon 1b Macromammal Fauna","Layer 2","-","-","-"
"1368","Borsuka Cave","Layer IV Micro-Mammal Fauna","Layer IV","-","-","-"
"1369","Borsuka Cave","Layer VI Micro-Mammal Fauna","Layer VI","-","-","-"
"1370","Borsuka Cave","Layer VII Micro-Mammal Fauna","Layer VII","-","-","-"
"1371","Borsuka Cave","Layer IV Macro-Mammal Fauna","Layer IV","-","-","-"
"1372","Borsuka Cave","Layer VI Macro-Mammal Fauna","Layer VI","-","-","-"
"1373","Borsuka Cave","Layer VII Macro-Mammal Fauna","Layer VII","-","-","-"
"1374","Braholo Cave","Braholo Cave, G6 Assemblage 2, Fauna","Layer 4 (G6)","-","-","-"
"1375","Braholo Cave","Braholo Cave, G6 Assemblage 3, Fauna","Layer 7 (G6)","-","-","-"
"1376","Braholo Cave","Braholo Cave, G6 Assemblage 4, Fauna","Layer 9 (G6)","-","-","-"
"1377","Braholo Cave","Braholo Cave, G6 Assemblage 2, micromammals","Layer 4 (G6)","-","-","-"
"1378","Braholo Cave","Braholo Cave, G6 Assemblage 3, micromammals","Layer 7 (G6)","-","-","-"
"1379","Braholo Cave","Braholo Cave, G6 Assemblage 4, micromammals","Layer 9 (G6)","-","-","-"
"1380","Breitenbach-Schneidemuehle","Collection Nationalmuseum Nürnberg Macromammal Fauna","Layer 1","-","-","-"
"1381","Breitenbach-Schneidemuehle","Collection Nationalmuseum Nürnberg Macromammal Fauna","Layer 2","-","-","-"
"1382","Breitenbach-Schneidemuehle","Collection Nationalmuseum Nürnberg Macromammal Fauna","Layer 3","-","-","-"
"1383","Breitenbach-Schneidemuehle","Collection Nationalmuseum Nürnberg Macromammal Fauna","Layer 4","-","-","-"
"1384","Breuil","Breuil Layer Br Fauna","Layer d","-","-","-"
"1385","Breuil","Breuil Layer B 3/4 Fauna","Layer d","-","-","-"
"1386","Brillenhöhle","Brillenhöhle Layer IV Fauna","GH 4","-","-","-"
"1387","Brillenhöhle","Brillenhöhle Layer V Fauna","GH 5","-","-","-"
"1388","Brillenhöhle","Brillenhöhle Layer VI Fauna","GH 6","-","-","-"
"1389","Brillenhöhle","Brillenhöhle Layer VII Fauna","GH 7","25000","1000000","14C (radiocarbon) dating"
"1391","Brillenhöhle","Brillenhöhle Layer VII Fauna","GH 7","27030","180","14C (radiocarbon) dating"
"1393","Brillenhöhle","Brillenhöhle Layer VII Fauna","GH 7","25870","230","14C (radiocarbon) dating"
"1394","Brillenhöhle","Brillenhöhle Layer VIII Fauna","GH 8","29000","1000000","14C (radiocarbon) dating"
"1395","Brillenhöhle","Brillenhöhle Layer IX Fauna","GH 9","-","-","-"
"1396","Brillenhöhle","Brillenhöhle Layer X Fauna","GH 10","-","-","-"
"1397","Brillenhöhle","Brillenhöhle Layer XI Fauna","GH 11","-","-","-"
"1398","Brillenhöhle","Brillenhöhle Layer XII Fauna","GH 12","-","-","-"
"1399","Brillenhöhle","Brillenhöhle Layer XIII Fauna","GH 13","-","-","-"
"1400","Brillenhöhle","Brillenhöhle Layer XIV Fauna","GH 14","-","-","-"
"1401","Brillenhöhle","Brillenhöhle Layer XV Fauna","GH 15","-","-","-"
"1402","Brillenhöhle","Brillenhöhle Layer XVI Fauna","GH 16","-","-","-"
"1403","Brillenhöhle","Brillenhöhle Layer XVII Fauna","GH 17","-","-","-"
"1404","Brillenhöhle","Brillenhöhle Layer XVIII Fauna","GH 18","-","-","-"
"1405","Brno II","Brno II layer 4 fauna","Layer 4","23680","200","14C (radiocarbon) dating"
"1406","Broion","Broion Layer 1e Fauna","Unit 1e","-","-","-"
"1407","Broion","Broion Layer 1f Fauna","Unit 1f","-","-","-"
"1408","Broion","Broion Layer 1g Fauna","Unit 1g","-","-","-"
"1409","Bronze Cave","Bronze Cave human remains","Layer 18","-","-","-"
"1410","Bronze Cave","Bronze Cave Layer 22 fauna","Layer 22","-","-","-"
"1411","Bronze Cave","Bronze Cave Layer 21 fauna","Layer 21","-","-","-"
"1412","Bronze Cave","Bronze Cave Layer 19-20 fauna","Layer 19","-","-","-"
"1413","Bronze Cave","Bronze Cave Layer 19-20 fauna","Layer 20","-","-","-"
"1414","Bronze Cave","Bronze Cave Layer 18 fauna","Layer 18","-","-","-"
"1415","Bubog I","Bubog I, Layer 7-12, Fauna","Layer 9","-","-","-"
"1416","Buran Kaya III","Buran Kaya III Layer 5.2 Fauna","layer 5.2","-","-","-"
"1417","Buran Kaya III","Buran Kaya III Layer 6.1 Fauna","layer 6.1","-","-","-"
"1418","Buran Kaya III","Buran Kaya III Layer 6.2 Fauna","layer 6.2","-","-","-"
"1419","Buran Kaya III","Buran Kaya III Layer 6.3 Fauna","layer 6.3","-","-","-"
"1420","Buran Kaya III","Buran Kaya III Layer 6.4 Fauna","layer 6.4","-","-","-"
"1421","Buran Kaya III","Buran Kaya III Layer 6.5 Fauna","layer 6.5","-","-","-"
"1422","Buran Kaya III","Buran Kaya III Layer B Fauna","layer B","-","-","-"
"1423","Buran Kaya III","Buran Kaya III Layer C Fauna","layer C","-","-","-"
"1424","Burgtonna","Burgtonna Gravel and loess deposits 2 fauna","L1","-","-","-"
"1425","Burgtonna","Burgtonna L2, Micromammals","L2","-","-","-"
"1426","Burgtonna","Burgtonna L2, Fauna","L2","-","-","-"
"1427","Burgtonna","Burgtonna L4, Micromammals","L4","-","-","-"
"1428","Burgtonna","Burgtonna L4, Fauna","L3","-","-","-"
"1429","Burgtonna","Burgtonna L4, Fauna","L4","-","-","-"
"1430","Burgtonna","Burgtonna L3, Micromammals","L3","-","-","-"
"1431","Burgtonna","Burgtonna L5, Micromammals","L5","-","-","-"
"1432","Burgtonna","Burgtonna L7, Micromammals","L7","-","-","-"
"1433","Burgtonna","Burgtonna L3, Fauna","L3","-","-","-"
"1434","Byzovaya","Animal and artefact horizon Macromammal Fauna","Layer 5","-","-","-"
"1435","Callao Cave","Callao Cave, Late Pleistocene Fauna","Layer 14","-","-","-"
"1436","Callao Cave","Callao Cave, Late Pleistocene micromammals","Layer 14","-","-","-"
"1437","Caours","Caours N1 macrofauna","5","-","-","-"
"1438","Caours","Caours N1 microfauna","5","-","-","-"
"1439","Carihuela","Carihuela Unit VI human remains 01","Unit VI","45200","1270","14C (radiocarbon) dating"
"1441","Carihuela","Carihuela Unit VI human remains 01","Unit VI","26158","188","14C (radiocarbon) dating"
"1443","Carihuela","Carihuela Unit VI human remains 01","Unit VI","25590","230","14C (radiocarbon) dating"
"1445","Carihuela","Carihuela Unit VI human remains 01","Unit VI","22830","180","14C (radiocarbon) dating"
"1447","Carihuela","Carihuela Unit VI human remains 01","Unit VI","26060","260","14C (radiocarbon) dating"
"1449","Carihuela","Carihuela Unit VI human remains 01","Unit VI","39400","2000","TL (thermoluminescence) dating"
"1451","Carihuela","Carihuela Unit VI human remains 01","Unit VI","57700","2500","TL (thermoluminescence) dating"
"1453","Carihuela","Carihuela Unit VI human remains 01","Unit VI","58800","2500","TL (thermoluminescence) dating"
"1455","Carihuela","Carihuela Unit VI human remains 01","Unit VI","27960","1210","U series (uranium-thorium) dating"
"1457","Carihuela","Carihuela Unit VI human remains 01","Unit VI","66940","2730","U series (uranium-thorium) dating"
"1459","Carihuela","Carihuela Unit VI human remains 01","Unit VI","66940","2730","U series (uranium-thorium) dating"
"1461","Carihuela","Carihuela Unit VI human remains 01","Unit VI","69180","5480","U series (uranium-thorium) dating"
"1463","Carihuela","Carihuela Unit VI human remains 01","Unit VI","29470","1640","U series (uranium-thorium) dating"
"1465","Carihuela","Carihuela Unit VI human remains 01","Unit VI","38780","4640","U series (uranium-thorium) dating"
"1467","Carihuela","Carihuela Unit VI human remains 01","Unit VI","129900","19300","U series (uranium-thorium) dating"
"1469","Carihuela","Carihuela Unit VI human remains 01","Unit VI","102910","5250","U series (uranium-thorium) dating"
"1470","Carihuela","Carihuela Unit VII human remains 01","Unit VII","65000","5100","ESR (electron spin resonance) dating"
"1472","Carihuela","Carihuela Unit VII human remains 01","Unit VII","69700","5200","ESR (electron spin resonance) dating"
"1474","Carihuela","Carihuela Unit VII human remains 01","Unit VII","79700","5000","ESR (electron spin resonance) dating"
"1476","Carihuela","Carihuela Unit VII human remains 01","Unit VII","87400","5000","ESR (electron spin resonance) dating"
"1478","Carihuela","Carihuela Unit VII human remains 01","Unit VII","54700","1000","ESR (electron spin resonance) dating"
"1480","Carihuela","Carihuela Unit VII human remains 01","Unit VII","55300","1000","ESR (electron spin resonance) dating"
"1482","Carihuela","Carihuela Unit VII human remains 01","Unit VII","79600","1200","ESR (electron spin resonance) dating"
"1484","Carihuela","Carihuela Unit VII human remains 01","Unit VII","81000","1800","ESR (electron spin resonance) dating"
"1486","Carihuela","Carihuela Unit VII human remains 01","Unit VII","54500","1100","ESR (electron spin resonance) dating"
"1488","Carihuela","Carihuela Unit VII human remains 01","Unit VII","56300","1100","ESR (electron spin resonance) dating"
"1490","Carihuela","Carihuela Unit VII human remains 01","Unit VII","68400","1100","ESR (electron spin resonance) dating"
"1492","Carihuela","Carihuela Unit VII human remains 01","Unit VII","71500","1100","ESR (electron spin resonance) dating"
"1494","Carihuela","Carihuela Unit VII human remains 01","Unit VII","70800","1400","ESR (electron spin resonance) dating"
"1496","Carihuela","Carihuela Unit VII human remains 01","Unit VII","71700","1500","ESR (electron spin resonance) dating"
"1498","Carihuela","Carihuela Unit VII human remains 01","Unit VII","87800","1000","ESR (electron spin resonance) dating"
"1500","Carihuela","Carihuela Unit VII human remains 01","Unit VII","89300","1000","ESR (electron spin resonance) dating"
"1502","Carihuela","Carihuela Unit VII human remains 01","Unit VII","68900","1400","ESR (electron spin resonance) dating"
"1504","Carihuela","Carihuela Unit VII human remains 01","Unit VII","70300","1400","ESR (electron spin resonance) dating"
"1506","Carihuela","Carihuela Unit VII human remains 01","Unit VII","87500","1000","ESR (electron spin resonance) dating"
"1508","Carihuela","Carihuela Unit VII human remains 01","Unit VII","90100","1000","ESR (electron spin resonance) dating"
"1510","Carihuela","Carihuela Unit VII human remains 01","Unit VII","66200","1900","ESR (electron spin resonance) dating"
"1512","Carihuela","Carihuela Unit VII human remains 01","Unit VII","76200","1900","ESR (electron spin resonance) dating"
"1514","Carihuela","Carihuela Unit VII human remains 01","Unit VII","118300","1500","ESR (electron spin resonance) dating"
"1516","Carihuela","Carihuela Unit VII human remains 01","Unit VII","126400","1300","ESR (electron spin resonance) dating"
"1518","Carihuela","Carihuela Unit VII human remains 01","Unit VII","73270","4680","U series (uranium-thorium) dating"
"1520","Carihuela","Carihuela Unit VII human remains 01","Unit VII","66480","4140","U series (uranium-thorium) dating"
"1522","Carihuela","Carihuela Unit VII human remains 01","Unit VII","66480","4140","U series (uranium-thorium) dating"
"1523","Carihuela","Carihuela Unit VII human remains 02","Unit VII","65000","5100","ESR (electron spin resonance) dating"
"1525","Carihuela","Carihuela Unit VII human remains 02","Unit VII","69700","5200","ESR (electron spin resonance) dating"
"1527","Carihuela","Carihuela Unit VII human remains 02","Unit VII","79700","5000","ESR (electron spin resonance) dating"
"1529","Carihuela","Carihuela Unit VII human remains 02","Unit VII","87400","5000","ESR (electron spin resonance) dating"
"1531","Carihuela","Carihuela Unit VII human remains 02","Unit VII","54700","1000","ESR (electron spin resonance) dating"
"1533","Carihuela","Carihuela Unit VII human remains 02","Unit VII","55300","1000","ESR (electron spin resonance) dating"
"1535","Carihuela","Carihuela Unit VII human remains 02","Unit VII","79600","1200","ESR (electron spin resonance) dating"
"1537","Carihuela","Carihuela Unit VII human remains 02","Unit VII","81000","1800","ESR (electron spin resonance) dating"
"1539","Carihuela","Carihuela Unit VII human remains 02","Unit VII","54500","1100","ESR (electron spin resonance) dating"
"1541","Carihuela","Carihuela Unit VII human remains 02","Unit VII","56300","1100","ESR (electron spin resonance) dating"
"1543","Carihuela","Carihuela Unit VII human remains 02","Unit VII","68400","1100","ESR (electron spin resonance) dating"
"1545","Carihuela","Carihuela Unit VII human remains 02","Unit VII","71500","1100","ESR (electron spin resonance) dating"
"1547","Carihuela","Carihuela Unit VII human remains 02","Unit VII","70800","1400","ESR (electron spin resonance) dating"
"1549","Carihuela","Carihuela Unit VII human remains 02","Unit VII","71700","1500","ESR (electron spin resonance) dating"
"1551","Carihuela","Carihuela Unit VII human remains 02","Unit VII","87800","1000","ESR (electron spin resonance) dating"
"1553","Carihuela","Carihuela Unit VII human remains 02","Unit VII","89300","1000","ESR (electron spin resonance) dating"
"1555","Carihuela","Carihuela Unit VII human remains 02","Unit VII","68900","1400","ESR (electron spin resonance) dating"
"1557","Carihuela","Carihuela Unit VII human remains 02","Unit VII","70300","1400","ESR (electron spin resonance) dating"
"1559","Carihuela","Carihuela Unit VII human remains 02","Unit VII","87500","1000","ESR (electron spin resonance) dating"
"1561","Carihuela","Carihuela Unit VII human remains 02","Unit VII","90100","1000","ESR (electron spin resonance) dating"
"1563","Carihuela","Carihuela Unit VII human remains 02","Unit VII","66200","1900","ESR (electron spin resonance) dating"
"1565","Carihuela","Carihuela Unit VII human remains 02","Unit VII","76200","1900","ESR (electron spin resonance) dating"
"1567","Carihuela","Carihuela Unit VII human remains 02","Unit VII","118300","1500","ESR (electron spin resonance) dating"
"1569","Carihuela","Carihuela Unit VII human remains 02","Unit VII","126400","1300","ESR (electron spin resonance) dating"
"1571","Carihuela","Carihuela Unit VII human remains 02","Unit VII","73270","4680","U series (uranium-thorium) dating"
"1573","Carihuela","Carihuela Unit VII human remains 02","Unit VII","66480","4140","U series (uranium-thorium) dating"
"1575","Carihuela","Carihuela Unit VII human remains 02","Unit VII","66480","4140","U series (uranium-thorium) dating"
"1576","Carihuela","Carihuela Unit VIII - XI human remains 02","Unit VIII","64200","3030","U series (uranium-thorium) dating"
"1578","Carihuela","Carihuela Unit VIII - XI human remains 02","Unit VIII","57970","3550","U series (uranium-thorium) dating"
"1579","Carihuela","Carihuela Unit VIII - XI human remains 02","Unit X","84250","3520","U series (uranium-thorium) dating"
"1581","Carihuela","Carihuela Unit VIII - XI human remains 02","Unit X","84250","3520","U series (uranium-thorium) dating"
"1582","Carihuela","Carihuela Unit VIII - XI human remains 02","Unit XI","129880","6100","U series (uranium-thorium) dating"
"1584","Carihuela","Carihuela Unit VIII - XI human remains 02","Unit XI","129880","6100","U series (uranium-thorium) dating"
"1586","Carihuela","Carihuela Unit VIII - XI human remains 02","Unit XI","110878","6780","U series (uranium-thorium) dating"
"1587","Caune de l Arago","Arago, Ensemble IV, Fauna","USC Unit IV","-","-","-"
"1588","Chagyrskaya","Chagyrskaya human remains 01","Stratum 6 c 1","-","-","-"
"1589","Chagyrskaya","Chagyrskaya human remains 01","Stratum 6 c 2","-","-","-"
"1590","Chagyrskaya","Chagyrskaya human remains 02","Stratum 6 b","-","-","-"
"1591","Chagyrskaya","Chagyrskaya human remains 03","Stratum 6 c 1","-","-","-"
"1592","Chagyrskaya","Chagyrskaya human remains 04","Stratum 6 c 1","-","-","-"
"1593","Chagyrskaya","Chagyrskaya human remains 06","Stratum 6 c 1","-","-","-"
"1594","Chagyrskaya","Chagyrskaya human remains 07","Stratum 6 b","-","-","-"
"1595","Chagyrskaya","Chagyrskaya human remains 08","Stratum 6 b","-","-","-"
"1596","Chagyrskaya","Chagyrskaya human remains 09","Stratum 6 b","-","-","-"
"1597","Chagyrskaya","Chagyrskaya human remains 10","Stratum 6 b","-","-","-"
"1598","Chagyrskaya","Chagyrskaya human remains 11","Stratum 6 b","-","-","-"
"1599","Chagyrskaya","Chagyrskaya human remains 12","Stratum 6 b","-","-","-"
"1600","Chagyrskaya","Chagyrskaya human remains 14","Stratum 6 b","-","-","-"
"1601","Chagyrskaya","Chagyrskaya human remains 15","Stratum 6 b","-","-","-"
"1602","Chagyrskaya","Chagyrskaya human remains 16","Stratum 6 b","-","-","-"
"1603","Chagyrskaya","Chagyrskaya human remains 17","Stratum 6 b","-","-","-"
"1604","Chagyrskaya","Chagyrskaya human remains 18","Stratum 6 b","-","-","-"
"1605","Chagyrskaya","Chagyrskaya human remains 19","Stratum 6 b","-","-","-"
"1606","Chagyrskaya","Chagyrskaya human remains 20","Stratum 6 b","-","-","-"
"1607","Chagyrskaya","Chagyrskaya human remains 21","Stratum 6 b","-","-","-"
"1608","Chagyrskaya","Chagyrskaya human remains 22","Stratum 5","-","-","-"
"1609","Chagyrskaya","Chagyrskaya human remains 23","Stratum 6 b","-","-","-"
"1610","Chagyrskaya","Chagyrskaya human remains 24","Stratum 6 b","-","-","-"
"1611","Chagyrskaya","Chagyrskaya human remains 25","Stratum 6 b","-","-","-"
"1612","Chagyrskaya","Chagyrskaya human remains 26","Stratum 6 b","-","-","-"
"1613","Chagyrskaya","Chagyrskaya human remains 27","Stratum 6 b","-","-","-"
