"","Locality","Assemblage.name","GeoLayer","Age","Pos..standard.deviation","Dating.method"
"4802","Krapina","Krapina Layer 1-9 human remains 165","Complex II Unit c7","-","-","-"
"4803","Krapina","Krapina Layer 1-9 human remains 165","Complex II Unit c8","-","-","-"
"4804","Krapina","Krapina Layer 1-9 human remains 165","Complex II Unit c9","-","-","-"
"4805","Krapina","Krapina Layer 3 human remains 166","Complex II Unit c3","-","-","-"
"4806","Krapina","Krapina Layer 3 human remains 167","Complex II Unit c3","-","-","-"
"4807","Krapina","Krapina Layer 1-9 human remains 168","Complex II Unit c1","-","-","-"
"4808","Krapina","Krapina Layer 1-9 human remains 168","Complex II Unit c2","-","-","-"
"4809","Krapina","Krapina Layer 1-9 human remains 168","Complex II Unit c3","-","-","-"
"4810","Krapina","Krapina Layer 1-9 human remains 168","Complex II Unit c4","-","-","-"
"4811","Krapina","Krapina Layer 1-9 human remains 168","Complex II Unit c5","-","-","-"
"4812","Krapina","Krapina Layer 1-9 human remains 168","Complex II Unit c6","-","-","-"
"4813","Krapina","Krapina Layer 1-9 human remains 168","Complex II Unit c7","-","-","-"
"4814","Krapina","Krapina Layer 1-9 human remains 168","Complex II Unit c8","-","-","-"
"4815","Krapina","Krapina Layer 1-9 human remains 168","Complex II Unit c9","-","-","-"
"4816","Krapina","Krapina Layer 1-9 human remains 169","Complex II Unit c1","-","-","-"
"4817","Krapina","Krapina Layer 1-9 human remains 169","Complex II Unit c2","-","-","-"
"4818","Krapina","Krapina Layer 1-9 human remains 169","Complex II Unit c3","-","-","-"
"4819","Krapina","Krapina Layer 1-9 human remains 169","Complex II Unit c4","-","-","-"
"4820","Krapina","Krapina Layer 1-9 human remains 169","Complex II Unit c5","-","-","-"
"4821","Krapina","Krapina Layer 1-9 human remains 169","Complex II Unit c6","-","-","-"
"4822","Krapina","Krapina Layer 1-9 human remains 169","Complex II Unit c7","-","-","-"
"4823","Krapina","Krapina Layer 1-9 human remains 169","Complex II Unit c8","-","-","-"
"4824","Krapina","Krapina Layer 1-9 human remains 169","Complex II Unit c9","-","-","-"
"4825","Krapina","Krapina Layer 1-9 human remains 170","Complex II Unit c1","-","-","-"
"4826","Krapina","Krapina Layer 1-9 human remains 170","Complex II Unit c2","-","-","-"
"4827","Krapina","Krapina Layer 1-9 human remains 170","Complex II Unit c3","-","-","-"
"4828","Krapina","Krapina Layer 1-9 human remains 170","Complex II Unit c4","-","-","-"
"4829","Krapina","Krapina Layer 1-9 human remains 170","Complex II Unit c5","-","-","-"
"4830","Krapina","Krapina Layer 1-9 human remains 170","Complex II Unit c6","-","-","-"
"4831","Krapina","Krapina Layer 1-9 human remains 170","Complex II Unit c7","-","-","-"
"4832","Krapina","Krapina Layer 1-9 human remains 170","Complex II Unit c8","-","-","-"
"4833","Krapina","Krapina Layer 1-9 human remains 170","Complex II Unit c9","-","-","-"
"4834","Krapina","Krapina Layer 1-9 human remains 171","Complex II Unit c1","-","-","-"
"4835","Krapina","Krapina Layer 1-9 human remains 171","Complex II Unit c2","-","-","-"
"4836","Krapina","Krapina Layer 1-9 human remains 171","Complex II Unit c3","-","-","-"
"4837","Krapina","Krapina Layer 1-9 human remains 171","Complex II Unit c4","-","-","-"
"4838","Krapina","Krapina Layer 1-9 human remains 171","Complex II Unit c5","-","-","-"
"4839","Krapina","Krapina Layer 1-9 human remains 171","Complex II Unit c6","-","-","-"
"4840","Krapina","Krapina Layer 1-9 human remains 171","Complex II Unit c7","-","-","-"
"4841","Krapina","Krapina Layer 1-9 human remains 171","Complex II Unit c8","-","-","-"
"4842","Krapina","Krapina Layer 1-9 human remains 171","Complex II Unit c9","-","-","-"
"4843","Krapina","Krapina Layer 1-9 human remains 172","Complex II Unit c1","-","-","-"
"4844","Krapina","Krapina Layer 1-9 human remains 172","Complex II Unit c2","-","-","-"
"4845","Krapina","Krapina Layer 1-9 human remains 172","Complex II Unit c3","-","-","-"
"4846","Krapina","Krapina Layer 1-9 human remains 172","Complex II Unit c4","-","-","-"
"4847","Krapina","Krapina Layer 1-9 human remains 172","Complex II Unit c5","-","-","-"
"4848","Krapina","Krapina Layer 1-9 human remains 172","Complex II Unit c6","-","-","-"
"4849","Krapina","Krapina Layer 1-9 human remains 172","Complex II Unit c7","-","-","-"
"4850","Krapina","Krapina Layer 1-9 human remains 172","Complex II Unit c8","-","-","-"
"4851","Krapina","Krapina Layer 1-9 human remains 172","Complex II Unit c9","-","-","-"
"4852","Krapina","Krapina Layer 3 human remains 173","Complex II Unit c3","-","-","-"
"4853","Krapina","Krapina Layer 1-9 human remains 174","Complex II Unit c1","-","-","-"
"4854","Krapina","Krapina Layer 1-9 human remains 174","Complex II Unit c2","-","-","-"
"4855","Krapina","Krapina Layer 1-9 human remains 174","Complex II Unit c3","-","-","-"
"4856","Krapina","Krapina Layer 1-9 human remains 174","Complex II Unit c4","-","-","-"
"4857","Krapina","Krapina Layer 1-9 human remains 174","Complex II Unit c5","-","-","-"
"4858","Krapina","Krapina Layer 1-9 human remains 174","Complex II Unit c6","-","-","-"
"4859","Krapina","Krapina Layer 1-9 human remains 174","Complex II Unit c7","-","-","-"
"4860","Krapina","Krapina Layer 1-9 human remains 174","Complex II Unit c8","-","-","-"
"4861","Krapina","Krapina Layer 1-9 human remains 174","Complex II Unit c9","-","-","-"
"4862","Krapina","Krapina Layer 1-9 human remains 175","Complex II Unit c1","-","-","-"
"4863","Krapina","Krapina Layer 1-9 human remains 175","Complex II Unit c2","-","-","-"
"4864","Krapina","Krapina Layer 1-9 human remains 175","Complex II Unit c3","-","-","-"
"4865","Krapina","Krapina Layer 1-9 human remains 175","Complex II Unit c4","-","-","-"
"4866","Krapina","Krapina Layer 1-9 human remains 175","Complex II Unit c5","-","-","-"
"4867","Krapina","Krapina Layer 1-9 human remains 175","Complex II Unit c6","-","-","-"
"4868","Krapina","Krapina Layer 1-9 human remains 175","Complex II Unit c7","-","-","-"
"4869","Krapina","Krapina Layer 1-9 human remains 175","Complex II Unit c8","-","-","-"
"4870","Krapina","Krapina Layer 1-9 human remains 175","Complex II Unit c9","-","-","-"
"4871","Krapina","Krapina Layer 3 human remains 176","Complex II Unit c3","-","-","-"
"4872","Krapina","Krapina Layer 3 human remains 177","Complex II Unit c3","-","-","-"
"4873","Krapina","Krapina Layer 1-9 human remains 178","Complex II Unit c1","-","-","-"
"4874","Krapina","Krapina Layer 1-9 human remains 178","Complex II Unit c2","-","-","-"
"4875","Krapina","Krapina Layer 1-9 human remains 178","Complex II Unit c3","-","-","-"
"4876","Krapina","Krapina Layer 1-9 human remains 178","Complex II Unit c4","-","-","-"
"4877","Krapina","Krapina Layer 1-9 human remains 178","Complex II Unit c5","-","-","-"
"4878","Krapina","Krapina Layer 1-9 human remains 178","Complex II Unit c6","-","-","-"
"4879","Krapina","Krapina Layer 1-9 human remains 178","Complex II Unit c7","-","-","-"
"4880","Krapina","Krapina Layer 1-9 human remains 178","Complex II Unit c8","-","-","-"
"4881","Krapina","Krapina Layer 1-9 human remains 178","Complex II Unit c9","-","-","-"
"4882","Krapina","Krapina Layer 4 human remains 179","Complex II Unit c4","-","-","-"
"4883","Krapina","Krapina Layer 1-9 human remains 180","Complex II Unit c1","-","-","-"
"4884","Krapina","Krapina Layer 1-9 human remains 180","Complex II Unit c2","-","-","-"
"4885","Krapina","Krapina Layer 1-9 human remains 180","Complex II Unit c3","-","-","-"
"4886","Krapina","Krapina Layer 1-9 human remains 180","Complex II Unit c4","-","-","-"
"4887","Krapina","Krapina Layer 1-9 human remains 180","Complex II Unit c5","-","-","-"
"4888","Krapina","Krapina Layer 1-9 human remains 180","Complex II Unit c6","-","-","-"
"4889","Krapina","Krapina Layer 1-9 human remains 180","Complex II Unit c7","-","-","-"
"4890","Krapina","Krapina Layer 1-9 human remains 180","Complex II Unit c8","-","-","-"
"4891","Krapina","Krapina Layer 1-9 human remains 180","Complex II Unit c9","-","-","-"
"4892","Krapina","Krapina Layer 1-9 human remains 181","Complex II Unit c1","-","-","-"
"4893","Krapina","Krapina Layer 1-9 human remains 181","Complex II Unit c2","-","-","-"
"4894","Krapina","Krapina Layer 1-9 human remains 181","Complex II Unit c3","-","-","-"
"4895","Krapina","Krapina Layer 1-9 human remains 181","Complex II Unit c4","-","-","-"
"4896","Krapina","Krapina Layer 1-9 human remains 181","Complex II Unit c5","-","-","-"
"4897","Krapina","Krapina Layer 1-9 human remains 181","Complex II Unit c6","-","-","-"
"4898","Krapina","Krapina Layer 1-9 human remains 181","Complex II Unit c7","-","-","-"
"4899","Krapina","Krapina Layer 1-9 human remains 181","Complex II Unit c8","-","-","-"
"4900","Krapina","Krapina Layer 1-9 human remains 181","Complex II Unit c9","-","-","-"
"4901","Krapina","Krapina Layer 1-9 human remains 182","Complex II Unit c1","-","-","-"
"4902","Krapina","Krapina Layer 1-9 human remains 182","Complex II Unit c2","-","-","-"
"4903","Krapina","Krapina Layer 1-9 human remains 182","Complex II Unit c3","-","-","-"
"4904","Krapina","Krapina Layer 1-9 human remains 182","Complex II Unit c4","-","-","-"
"4905","Krapina","Krapina Layer 1-9 human remains 182","Complex II Unit c5","-","-","-"
"4906","Krapina","Krapina Layer 1-9 human remains 182","Complex II Unit c6","-","-","-"
"4907","Krapina","Krapina Layer 1-9 human remains 182","Complex II Unit c7","-","-","-"
"4908","Krapina","Krapina Layer 1-9 human remains 182","Complex II Unit c8","-","-","-"
"4909","Krapina","Krapina Layer 1-9 human remains 182","Complex II Unit c9","-","-","-"
"4910","Krapina","Krapina Layer 1-9 human remains 183","Complex II Unit c1","-","-","-"
"4911","Krapina","Krapina Layer 1-9 human remains 183","Complex II Unit c2","-","-","-"
"4912","Krapina","Krapina Layer 1-9 human remains 183","Complex II Unit c3","-","-","-"
"4913","Krapina","Krapina Layer 1-9 human remains 183","Complex II Unit c4","-","-","-"
"4914","Krapina","Krapina Layer 1-9 human remains 183","Complex II Unit c5","-","-","-"
"4915","Krapina","Krapina Layer 1-9 human remains 183","Complex II Unit c6","-","-","-"
"4916","Krapina","Krapina Layer 1-9 human remains 183","Complex II Unit c7","-","-","-"
"4917","Krapina","Krapina Layer 1-9 human remains 183","Complex II Unit c8","-","-","-"
"4918","Krapina","Krapina Layer 1-9 human remains 183","Complex II Unit c9","-","-","-"
"4919","Krapina","Krapina Layer 1-9 human remains 184","Complex II Unit c1","-","-","-"
"4920","Krapina","Krapina Layer 1-9 human remains 184","Complex II Unit c2","-","-","-"
"4921","Krapina","Krapina Layer 1-9 human remains 184","Complex II Unit c3","-","-","-"
"4922","Krapina","Krapina Layer 1-9 human remains 184","Complex II Unit c4","-","-","-"
"4923","Krapina","Krapina Layer 1-9 human remains 184","Complex II Unit c5","-","-","-"
"4924","Krapina","Krapina Layer 1-9 human remains 184","Complex II Unit c6","-","-","-"
"4925","Krapina","Krapina Layer 1-9 human remains 184","Complex II Unit c7","-","-","-"
"4926","Krapina","Krapina Layer 1-9 human remains 184","Complex II Unit c8","-","-","-"
"4927","Krapina","Krapina Layer 1-9 human remains 184","Complex II Unit c9","-","-","-"
"4928","Krapina","Krapina Layer 4 human remains 185","Complex II Unit c4","-","-","-"
"4929","Krapina","Krapina Layer 1-9 human remains 186","Complex II Unit c1","-","-","-"
"4930","Krapina","Krapina Layer 1-9 human remains 186","Complex II Unit c2","-","-","-"
"4931","Krapina","Krapina Layer 1-9 human remains 186","Complex II Unit c3","-","-","-"
"4932","Krapina","Krapina Layer 1-9 human remains 186","Complex II Unit c4","-","-","-"
"4933","Krapina","Krapina Layer 1-9 human remains 186","Complex II Unit c5","-","-","-"
"4934","Krapina","Krapina Layer 1-9 human remains 186","Complex II Unit c6","-","-","-"
"4935","Krapina","Krapina Layer 1-9 human remains 186","Complex II Unit c7","-","-","-"
"4936","Krapina","Krapina Layer 1-9 human remains 186","Complex II Unit c8","-","-","-"
"4937","Krapina","Krapina Layer 1-9 human remains 186","Complex II Unit c9","-","-","-"
"4938","Krapina","Krapina Layer 1-9 human remains 187","Complex II Unit c1","-","-","-"
"4939","Krapina","Krapina Layer 1-9 human remains 187","Complex II Unit c2","-","-","-"
"4940","Krapina","Krapina Layer 1-9 human remains 187","Complex II Unit c3","-","-","-"
"4941","Krapina","Krapina Layer 1-9 human remains 187","Complex II Unit c4","-","-","-"
"4942","Krapina","Krapina Layer 1-9 human remains 187","Complex II Unit c5","-","-","-"
"4943","Krapina","Krapina Layer 1-9 human remains 187","Complex II Unit c6","-","-","-"
"4944","Krapina","Krapina Layer 1-9 human remains 187","Complex II Unit c7","-","-","-"
"4945","Krapina","Krapina Layer 1-9 human remains 187","Complex II Unit c8","-","-","-"
"4946","Krapina","Krapina Layer 1-9 human remains 187","Complex II Unit c9","-","-","-"
"4947","Krapina","Krapina Layer 3 human remains 188","Complex II Unit c3","-","-","-"
"4948","Krapina","Krapina Layer 3 human remains 189","Complex II Unit c3","-","-","-"
"4949","Krapina","Krapina Layer 1-9 human remains 190","Complex II Unit c1","-","-","-"
"4950","Krapina","Krapina Layer 1-9 human remains 190","Complex II Unit c2","-","-","-"
"4951","Krapina","Krapina Layer 1-9 human remains 190","Complex II Unit c3","-","-","-"
"4952","Krapina","Krapina Layer 1-9 human remains 190","Complex II Unit c4","-","-","-"
"4953","Krapina","Krapina Layer 1-9 human remains 190","Complex II Unit c5","-","-","-"
"4954","Krapina","Krapina Layer 1-9 human remains 190","Complex II Unit c6","-","-","-"
"4955","Krapina","Krapina Layer 1-9 human remains 190","Complex II Unit c7","-","-","-"
"4956","Krapina","Krapina Layer 1-9 human remains 190","Complex II Unit c8","-","-","-"
"4957","Krapina","Krapina Layer 1-9 human remains 190","Complex II Unit c9","-","-","-"
"4958","Krapina","Krapina Layer 1-9 human remains 191","Complex II Unit c1","-","-","-"
"4959","Krapina","Krapina Layer 1-9 human remains 191","Complex II Unit c2","-","-","-"
"4960","Krapina","Krapina Layer 1-9 human remains 191","Complex II Unit c3","-","-","-"
"4961","Krapina","Krapina Layer 1-9 human remains 191","Complex II Unit c4","-","-","-"
"4962","Krapina","Krapina Layer 1-9 human remains 191","Complex II Unit c5","-","-","-"
"4963","Krapina","Krapina Layer 1-9 human remains 191","Complex II Unit c6","-","-","-"
"4964","Krapina","Krapina Layer 1-9 human remains 191","Complex II Unit c7","-","-","-"
"4965","Krapina","Krapina Layer 1-9 human remains 191","Complex II Unit c8","-","-","-"
"4966","Krapina","Krapina Layer 1-9 human remains 191","Complex II Unit c9","-","-","-"
"4967","Krapina","Krapina Layer 1-9 human remains 192","Complex II Unit c1","-","-","-"
"4968","Krapina","Krapina Layer 1-9 human remains 192","Complex II Unit c2","-","-","-"
"4969","Krapina","Krapina Layer 1-9 human remains 192","Complex II Unit c3","-","-","-"
"4970","Krapina","Krapina Layer 1-9 human remains 192","Complex II Unit c4","-","-","-"
"4971","Krapina","Krapina Layer 1-9 human remains 192","Complex II Unit c5","-","-","-"
"4972","Krapina","Krapina Layer 1-9 human remains 192","Complex II Unit c6","-","-","-"
"4973","Krapina","Krapina Layer 1-9 human remains 192","Complex II Unit c7","-","-","-"
"4974","Krapina","Krapina Layer 1-9 human remains 192","Complex II Unit c8","-","-","-"
"4975","Krapina","Krapina Layer 1-9 human remains 192","Complex II Unit c9","-","-","-"
"4976","Krapina","Krapina Layer 7 human remains 193","Complex II Unit c7","-","-","-"
"4977","Krapina","Krapina Layer 7 human remains 194","Complex II Unit c7","-","-","-"
"4978","Krapina","Krapina Layer 5 human remains 195","Complex II Unit c5","-","-","-"
"4979","Krapina","Krapina Layer 4 human remains 196","Complex II Unit c4","-","-","-"
"4980","Krapina","Krapina Layer 4 human remains 197","Complex II Unit c4","-","-","-"
"4981","Krapina","Krapina Layer 4 human remains 198","Complex II Unit c4","-","-","-"
"4982","Krapina","Krapina Layer 1-9 human remains 199","Complex II Unit c1","-","-","-"
"4983","Krapina","Krapina Layer 1-9 human remains 199","Complex II Unit c2","-","-","-"
"4984","Krapina","Krapina Layer 1-9 human remains 199","Complex II Unit c3","-","-","-"
"4985","Krapina","Krapina Layer 1-9 human remains 199","Complex II Unit c4","-","-","-"
"4986","Krapina","Krapina Layer 1-9 human remains 199","Complex II Unit c5","-","-","-"
"4987","Krapina","Krapina Layer 1-9 human remains 199","Complex II Unit c6","-","-","-"
"4988","Krapina","Krapina Layer 1-9 human remains 199","Complex II Unit c7","-","-","-"
"4989","Krapina","Krapina Layer 1-9 human remains 199","Complex II Unit c8","-","-","-"
"4990","Krapina","Krapina Layer 1-9 human remains 199","Complex II Unit c9","-","-","-"
"4991","Krapina","Krapina Layer 1-9 human remains 200","Complex II Unit c1","-","-","-"
"4992","Krapina","Krapina Layer 1-9 human remains 200","Complex II Unit c2","-","-","-"
"4993","Krapina","Krapina Layer 1-9 human remains 200","Complex II Unit c3","-","-","-"
"4994","Krapina","Krapina Layer 1-9 human remains 200","Complex II Unit c4","-","-","-"
"4995","Krapina","Krapina Layer 1-9 human remains 200","Complex II Unit c5","-","-","-"
"4996","Krapina","Krapina Layer 1-9 human remains 200","Complex II Unit c6","-","-","-"
"4997","Krapina","Krapina Layer 1-9 human remains 200","Complex II Unit c7","-","-","-"
"4998","Krapina","Krapina Layer 1-9 human remains 200","Complex II Unit c8","-","-","-"
"4999","Krapina","Krapina Layer 1-9 human remains 200","Complex II Unit c9","-","-","-"
"5000","Krapina","Krapina Layer 1-9 human remains 201","Complex II Unit c1","-","-","-"
"5001","Krapina","Krapina Layer 1-9 human remains 201","Complex II Unit c2","-","-","-"
"5002","Krapina","Krapina Layer 1-9 human remains 201","Complex II Unit c3","-","-","-"
"5003","Krapina","Krapina Layer 1-9 human remains 201","Complex II Unit c4","-","-","-"
"5004","Krapina","Krapina Layer 1-9 human remains 201","Complex II Unit c5","-","-","-"
"5005","Krapina","Krapina Layer 1-9 human remains 201","Complex II Unit c6","-","-","-"
"5006","Krapina","Krapina Layer 1-9 human remains 201","Complex II Unit c7","-","-","-"
"5007","Krapina","Krapina Layer 1-9 human remains 201","Complex II Unit c8","-","-","-"
"5008","Krapina","Krapina Layer 1-9 human remains 201","Complex II Unit c9","-","-","-"
"5009","Krapina","Krapina Layer 1-9 human remains 202","Complex II Unit c1","-","-","-"
"5010","Krapina","Krapina Layer 1-9 human remains 202","Complex II Unit c2","-","-","-"
"5011","Krapina","Krapina Layer 1-9 human remains 202","Complex II Unit c3","-","-","-"
"5012","Krapina","Krapina Layer 1-9 human remains 202","Complex II Unit c4","-","-","-"
"5013","Krapina","Krapina Layer 1-9 human remains 202","Complex II Unit c5","-","-","-"
"5014","Krapina","Krapina Layer 1-9 human remains 202","Complex II Unit c6","-","-","-"
"5015","Krapina","Krapina Layer 1-9 human remains 202","Complex II Unit c7","-","-","-"
"5016","Krapina","Krapina Layer 1-9 human remains 202","Complex II Unit c8","-","-","-"
"5017","Krapina","Krapina Layer 1-9 human remains 202","Complex II Unit c9","-","-","-"
"5018","Krapina","Krapina Layer 1-9 human remains 203","Complex II Unit c1","-","-","-"
"5019","Krapina","Krapina Layer 1-9 human remains 203","Complex II Unit c2","-","-","-"
"5020","Krapina","Krapina Layer 1-9 human remains 203","Complex II Unit c3","-","-","-"
"5021","Krapina","Krapina Layer 1-9 human remains 203","Complex II Unit c4","-","-","-"
"5022","Krapina","Krapina Layer 1-9 human remains 203","Complex II Unit c5","-","-","-"
"5023","Krapina","Krapina Layer 1-9 human remains 203","Complex II Unit c6","-","-","-"
"5024","Krapina","Krapina Layer 1-9 human remains 203","Complex II Unit c7","-","-","-"
"5025","Krapina","Krapina Layer 1-9 human remains 203","Complex II Unit c8","-","-","-"
"5026","Krapina","Krapina Layer 1-9 human remains 203","Complex II Unit c9","-","-","-"
"5027","Krapina","Krapina Layer 7 human remains 204","Complex II Unit c7","-","-","-"
"5028","Krapina","Krapina Layer 4 human remains 205","Complex II Unit c4","-","-","-"
"5029","Krapina","Krapina Layer 5 human remains 206","Complex II Unit c5","-","-","-"
"5030","Krapina","Krapina Layer 1-9 human remains 207","Complex II Unit c1","-","-","-"
"5031","Krapina","Krapina Layer 1-9 human remains 207","Complex II Unit c2","-","-","-"
"5032","Krapina","Krapina Layer 1-9 human remains 207","Complex II Unit c3","-","-","-"
"5033","Krapina","Krapina Layer 1-9 human remains 207","Complex II Unit c4","-","-","-"
"5034","Krapina","Krapina Layer 1-9 human remains 207","Complex II Unit c5","-","-","-"
"5035","Krapina","Krapina Layer 1-9 human remains 207","Complex II Unit c6","-","-","-"
"5036","Krapina","Krapina Layer 1-9 human remains 207","Complex II Unit c7","-","-","-"
"5037","Krapina","Krapina Layer 1-9 human remains 207","Complex II Unit c8","-","-","-"
"5038","Krapina","Krapina Layer 1-9 human remains 207","Complex II Unit c9","-","-","-"
"5039","Krapina","Krapina Layer 6 human remains 208","Complex II Unit c6","-","-","-"
"5040","Krapina","Krapina Layer 3 human remains 209","Complex II Unit c3","-","-","-"
"5041","Krapina","Krapina Layer 4 human remains 210","Complex II Unit c4","-","-","-"
"5042","Krapina","Krapina Layer 5 human remains 211","Complex II Unit c5","-","-","-"
"5043","Krapina","Krapina Layer 3 human remains 212","Complex II Unit c3","-","-","-"
"5044","Krapina","Krapina Layer 4 human remains 213","Complex II Unit c4","-","-","-"
"5045","Krapina","Krapina Layer 1-9 human remains 214","Complex II Unit c1","-","-","-"
"5046","Krapina","Krapina Layer 1-9 human remains 214","Complex II Unit c2","-","-","-"
"5047","Krapina","Krapina Layer 1-9 human remains 214","Complex II Unit c3","-","-","-"
"5048","Krapina","Krapina Layer 1-9 human remains 214","Complex II Unit c4","-","-","-"
"5049","Krapina","Krapina Layer 1-9 human remains 214","Complex II Unit c5","-","-","-"
"5050","Krapina","Krapina Layer 1-9 human remains 214","Complex II Unit c6","-","-","-"
"5051","Krapina","Krapina Layer 1-9 human remains 214","Complex II Unit c7","-","-","-"
"5052","Krapina","Krapina Layer 1-9 human remains 214","Complex II Unit c8","-","-","-"
"5053","Krapina","Krapina Layer 1-9 human remains 214","Complex II Unit c9","-","-","-"
"5054","Krapina","Krapina Layer 3 human remains 215","Complex II Unit c3","-","-","-"
"5055","Krapina","Krapina Layer 1-9 human remains 216","Complex II Unit c1","-","-","-"
"5056","Krapina","Krapina Layer 1-9 human remains 216","Complex II Unit c2","-","-","-"
"5057","Krapina","Krapina Layer 1-9 human remains 216","Complex II Unit c3","-","-","-"
"5058","Krapina","Krapina Layer 1-9 human remains 216","Complex II Unit c4","-","-","-"
"5059","Krapina","Krapina Layer 1-9 human remains 216","Complex II Unit c5","-","-","-"
"5060","Krapina","Krapina Layer 1-9 human remains 216","Complex II Unit c6","-","-","-"
"5061","Krapina","Krapina Layer 1-9 human remains 216","Complex II Unit c7","-","-","-"
"5062","Krapina","Krapina Layer 1-9 human remains 216","Complex II Unit c8","-","-","-"
"5063","Krapina","Krapina Layer 1-9 human remains 216","Complex II Unit c9","-","-","-"
"5064","Krapina","Krapina Layer 1-9 human remains 217","Complex II Unit c1","-","-","-"
"5065","Krapina","Krapina Layer 1-9 human remains 217","Complex II Unit c2","-","-","-"
"5066","Krapina","Krapina Layer 1-9 human remains 217","Complex II Unit c3","-","-","-"
"5067","Krapina","Krapina Layer 1-9 human remains 217","Complex II Unit c4","-","-","-"
"5068","Krapina","Krapina Layer 1-9 human remains 217","Complex II Unit c5","-","-","-"
"5069","Krapina","Krapina Layer 1-9 human remains 217","Complex II Unit c6","-","-","-"
"5070","Krapina","Krapina Layer 1-9 human remains 217","Complex II Unit c7","-","-","-"
"5071","Krapina","Krapina Layer 1-9 human remains 217","Complex II Unit c8","-","-","-"
"5072","Krapina","Krapina Layer 1-9 human remains 217","Complex II Unit c9","-","-","-"
"5073","Krapina","Krapina Layer 1-9 human remains 218","Complex II Unit c1","-","-","-"
"5074","Krapina","Krapina Layer 1-9 human remains 218","Complex II Unit c2","-","-","-"
"5075","Krapina","Krapina Layer 1-9 human remains 218","Complex II Unit c3","-","-","-"
"5076","Krapina","Krapina Layer 1-9 human remains 218","Complex II Unit c4","-","-","-"
"5077","Krapina","Krapina Layer 1-9 human remains 218","Complex II Unit c5","-","-","-"
"5078","Krapina","Krapina Layer 1-9 human remains 218","Complex II Unit c6","-","-","-"
"5079","Krapina","Krapina Layer 1-9 human remains 218","Complex II Unit c7","-","-","-"
"5080","Krapina","Krapina Layer 1-9 human remains 218","Complex II Unit c8","-","-","-"
"5081","Krapina","Krapina Layer 1-9 human remains 218","Complex II Unit c9","-","-","-"
"5082","Krapina","Krapina Layer I human remains 219","Complex I Unit a","-","-","-"
"5083","Krapina","Krapina Layer I human remains 219","Complex I Unit b","-","-","-"
"5084","Krapina","Krapina Layer 3 human remains 220","Complex II Unit c3","-","-","-"
"5085","Krapina","Krapina Layer 1-9 human remains 221","Complex II Unit c1","-","-","-"
"5086","Krapina","Krapina Layer 1-9 human remains 221","Complex II Unit c2","-","-","-"
"5087","Krapina","Krapina Layer 1-9 human remains 221","Complex II Unit c3","-","-","-"
"5088","Krapina","Krapina Layer 1-9 human remains 221","Complex II Unit c4","-","-","-"
"5089","Krapina","Krapina Layer 1-9 human remains 221","Complex II Unit c5","-","-","-"
"5090","Krapina","Krapina Layer 1-9 human remains 221","Complex II Unit c6","-","-","-"
"5091","Krapina","Krapina Layer 1-9 human remains 221","Complex II Unit c7","-","-","-"
"5092","Krapina","Krapina Layer 1-9 human remains 221","Complex II Unit c8","-","-","-"
"5093","Krapina","Krapina Layer 1-9 human remains 221","Complex II Unit c9","-","-","-"
"5094","Krapina","Krapina Layer 1-9 human remains 222","Complex II Unit c1","-","-","-"
"5095","Krapina","Krapina Layer 1-9 human remains 222","Complex II Unit c2","-","-","-"
"5096","Krapina","Krapina Layer 1-9 human remains 222","Complex II Unit c3","-","-","-"
"5097","Krapina","Krapina Layer 1-9 human remains 222","Complex II Unit c4","-","-","-"
"5098","Krapina","Krapina Layer 1-9 human remains 222","Complex II Unit c5","-","-","-"
"5099","Krapina","Krapina Layer 1-9 human remains 222","Complex II Unit c6","-","-","-"
"5100","Krapina","Krapina Layer 1-9 human remains 222","Complex II Unit c7","-","-","-"
"5101","Krapina","Krapina Layer 1-9 human remains 222","Complex II Unit c8","-","-","-"
"5102","Krapina","Krapina Layer 1-9 human remains 222","Complex II Unit c9","-","-","-"
"5103","Krapina","Krapina Layer 3 human remains 223","Complex II Unit c3","-","-","-"
"5104","Krapina","Krapina Layer 3 human remains 224","Complex II Unit c3","-","-","-"
"5105","Krapina","Krapina Layer 3 human remains 225","Complex II Unit c3","-","-","-"
"5106","Krapina","Krapina Layer 1-9 human remains 226","Complex II Unit c1","-","-","-"
"5107","Krapina","Krapina Layer 1-9 human remains 226","Complex II Unit c2","-","-","-"
"5108","Krapina","Krapina Layer 1-9 human remains 226","Complex II Unit c3","-","-","-"
"5109","Krapina","Krapina Layer 1-9 human remains 226","Complex II Unit c4","-","-","-"
"5110","Krapina","Krapina Layer 1-9 human remains 226","Complex II Unit c5","-","-","-"
"5111","Krapina","Krapina Layer 1-9 human remains 226","Complex II Unit c6","-","-","-"
"5112","Krapina","Krapina Layer 1-9 human remains 226","Complex II Unit c7","-","-","-"
"5113","Krapina","Krapina Layer 1-9 human remains 226","Complex II Unit c8","-","-","-"
"5114","Krapina","Krapina Layer 1-9 human remains 226","Complex II Unit c9","-","-","-"
"5115","Krapina","Krapina Layer 4 human remains 227","Complex II Unit c4","-","-","-"
"5116","Krapina","Krapina Layer 1-9 human remains 228","Complex II Unit c1","-","-","-"
"5117","Krapina","Krapina Layer 1-9 human remains 228","Complex II Unit c2","-","-","-"
"5118","Krapina","Krapina Layer 1-9 human remains 228","Complex II Unit c3","-","-","-"
"5119","Krapina","Krapina Layer 1-9 human remains 228","Complex II Unit c4","-","-","-"
