"","Locality","Assemblage.name","GeoLayer","Age","Pos..standard.deviation","Dating.method"
"139","Abri Pataud","Abri Pataud Level 12 fauna","Level 12","31000","500","14C (radiocarbon) dating"
"141","Abri Pataud","Abri Pataud Level 12 fauna","Level 12","33000","500","14C (radiocarbon) dating"
"143","Abri Pataud","Abri Pataud Level 12 fauna","Level 12","33260","425","14C (radiocarbon) dating"
"145","Abri Pataud","Abri Pataud Level 12 fauna","Level 12","33450","500","14C (radiocarbon) dating"
"147","Abri Pataud","Abri Pataud Level 12 fauna","Level 12","34300","600","14C (radiocarbon) dating"
"149","Abri Pataud","Abri Pataud Level 12 fauna","Level 12","34050","550","14C (radiocarbon) dating"
"150","Abri Pataud","Abri Pataud Level 13 fauna","Level 13","34750","600","14C (radiocarbon) dating"
"152","Abri Pataud","Abri Pataud Level 13 fauna","Level 13","34850","600","14C (radiocarbon) dating"
"154","Abri Pataud","Abri Pataud Level 13 fauna","Level 13","34200","550","14C (radiocarbon) dating"
"155","Abri Pataud","Abri Pataud Level 14 fauna","Level 14","34250","675","14C (radiocarbon) dating"
"157","Abri Pataud","Abri Pataud Level 14 fauna","Level 14","33300","760","14C (radiocarbon) dating"
"159","Abri Pataud","Abri Pataud Level 14 fauna","Level 14","33330","410","14C (radiocarbon) dating"
"161","Abri Pataud","Abri Pataud Level 14 fauna","Level 14","35750","700","14C (radiocarbon) dating"
"163","Abri Pataud","Abri Pataud Level 14 fauna","Level 14","35000","600","14C (radiocarbon) dating"
"165","Abri Pataud","Abri Pataud Level 14 fauna","Level 14","34500","600","14C (radiocarbon) dating"
"167","Abri Pataud","Abri Pataud Level 14 fauna","Level 14","35000","650","14C (radiocarbon) dating"
"168","Abri Pataud","Abri Pataud Eboulis 5/6 fauna","Eboulis 5/6","-","-","-"
"169","Abri Pataud","Abri Pataud Eboulis 6/7 fauna","Eboulis 6/7","-","-","-"
"170","Abri Pataud","Abri Pataud Eboulis 7/8 fauna","Eboulis 7/8","-","-","-"
"171","Abri Pataud","Abri Pataud Eboulis 8/9 fauna","Eboulis 8/9","-","-","-"
"172","Abri Pataud","Abri Pataud Eboulis 10/11 fauna","Eboulis 10/11","-","-","-"
"173","Abri Pataud","Abri Pataud Eboulis 11/12 fauna","Eboulis 11/12","-","-","-"
"174","Abri Pataud","Abri Pataud Eboulis 12/13 fauna","Eboulis 12/13","-","-","-"
"175","Abri Pataud","Abri Pataud Eboulis 13/14 fauna","Eboulis 13/14","-","-","-"
"176","Abri du Facteur","Unit 10 Fauna","Unit 10","-","-","-"
"177","Abri du Facteur","Unit 15 Fauna","Unit 15","-","-","-"
"178","Abri du Facteur","Unit 16 & 17 Fauna","Unit 16","-","-","-"
"179","Abri du Facteur","Unit 16 & 17 Fauna","Unit 17","-","-","-"
"180","Abri du Facteur","Unit 19 Fauna","Unit 17","-","-","-"
"181","Abri du Facteur","Unit 21 Fauna","Unit 17","-","-","-"
"182","Abric Romaní","Level A Macromammal Fauna","Sequence I","-","-","-"
"183","Abric Romaní","Level B Macromammal Fauna","Sequence I","-","-","-"
"184","Abric Romaní","Level C Macromammal Fauna","Sequence I","-","-","-"
"185","Abric Romaní","Level D Macromammal Fauna","Sequence I","-","-","-"
"186","Abric Romaní","Level E Macromammal Fauna","Sequence II","-","-","-"
"187","Abric Romaní","Level F Macromammal Fauna","Sequence II","-","-","-"
"188","Abric Romaní","Level G Macromammal Fauna","Sequence II","-","-","-"
"189","Abric Romaní","Level H Macromammal Fauna","Sequence II","-","-","-"
"190","Abric Romaní","Level I Macromammal Fauna","Sequence II","-","-","-"
"191","Abric Romaní","Level J Macromammal Fauna","Sequence III","-","-","-"
"192","Abric Romaní","Level D, micromammals","Sequence I","-","-","-"
"193","Abric Romaní","Level E, micromammals","Sequence II","-","-","-"
"194","Abric Romaní","Level J, micromammals","Sequence III","-","-","-"
"195","Abric Romaní","Level N, micromammals","Sequence V","-","-","-"
"196","Abric Romaní","Level O, micromammals","Sequence V","-","-","-"
"197","Abrigo de la Malia","LU-V Macromammal Fauna","LU-V","35100","2100","OSL (optically stimulated thermoluminescence) dating"
"199","Abrigo de la Malia","LU-V Macromammal Fauna","LU-V","31100","400","14C (radiocarbon) dating"
"201","Abrigo de la Malia","LU-V Macromammal Fauna","LU-V","31060","410","14C (radiocarbon) dating"
"203","Abrigo de la Malia","LU-V Macromammal Fauna","LU-V","28950","300","14C (radiocarbon) dating"
"205","Abrigo de la Malia","LU-V Macromammal Fauna","LU-V","28680","290","14C (radiocarbon) dating"
"207","Abrigo de la Malia","LU-V Macromammal Fauna","LU-V","28750","310","14C (radiocarbon) dating"
"209","Abrigo de la Malia","LU-V Macromammal Fauna","LU-V","28790","310","14C (radiocarbon) dating"
"211","Abrigo de la Malia","LU-V Macromammal Fauna","LU-V","27670","310","14C (radiocarbon) dating"
"213","Abrigo de la Malia","LU-V Macromammal Fauna","LU-V","29800","1000","14C (radiocarbon) dating"
"214","Abrigo de la Malia","LU-IVa Macromammal Fauna","LU-IVa","22650","170","14C (radiocarbon) dating"
"215","Abrigo de la Malia","LU-IVb Macromammal Fauna","LU-IVb","27700","1700","OSL (optically stimulated thermoluminescence) dating"
"217","Abrigo de la Malia","LU-IVb Macromammal Fauna","LU-IVb","26700","180","14C (radiocarbon) dating"
"218","Abrigo de la Malia","LU-IVb Micromammal Fauna","LU-IVb","27700","1700","OSL (optically stimulated thermoluminescence) dating"
"220","Abrigo de la Malia","LU-IVb Micromammal Fauna","LU-IVb","26700","180","14C (radiocarbon) dating"
"221","Abrigo de la Malia","LU-IVa Micromammal Fauna","LU-IVa","22650","170","14C (radiocarbon) dating"
"222","Abrigo de la Malia","LU-V Micromammal Fauna","LU-V","35100","2100","OSL (optically stimulated thermoluminescence) dating"
"224","Abrigo de la Malia","LU-V Micromammal Fauna","LU-V","31100","400","14C (radiocarbon) dating"
"226","Abrigo de la Malia","LU-V Micromammal Fauna","LU-V","31060","410","14C (radiocarbon) dating"
"228","Abrigo de la Malia","LU-V Micromammal Fauna","LU-V","28950","300","14C (radiocarbon) dating"
"230","Abrigo de la Malia","LU-V Micromammal Fauna","LU-V","28680","290","14C (radiocarbon) dating"
"232","Abrigo de la Malia","LU-V Micromammal Fauna","LU-V","28750","310","14C (radiocarbon) dating"
"234","Abrigo de la Malia","LU-V Micromammal Fauna","LU-V","28790","310","14C (radiocarbon) dating"
"236","Abrigo de la Malia","LU-V Micromammal Fauna","LU-V","27670","310","14C (radiocarbon) dating"
"238","Abrigo de la Malia","LU-V Micromammal Fauna","LU-V","29800","1000","14C (radiocarbon) dating"
"239","Achenheim","Loess recent, Fauna","Lower recent loess","34100","4300","TL (thermoluminescence) dating"
"241","Achenheim","Loess recent, Fauna","Lower recent loess","37500","2900","TL (thermoluminescence) dating"
"243","Achenheim","Loess recent, Fauna","Lower recent loess","41500","5100","TL (thermoluminescence) dating"
"245","Achenheim","Loess recent, Fauna","Lower recent loess","42700","7700","TL (thermoluminescence) dating"
"247","Achenheim","Loess recent, Fauna","Lower recent loess","64900","5100","TL (thermoluminescence) dating"
"249","Achenheim","Loess recent, Fauna","Lower recent loess","65300","8500","TL (thermoluminescence) dating"
"250","Achenheim","Loess recent, Fauna","Upper recent loess","17000","2500","TL (thermoluminescence) dating"
"252","Achenheim","Loess recent, Fauna","Upper recent loess","19500","1600","TL (thermoluminescence) dating"
"254","Achenheim","Loess recent, Fauna","Upper recent loess","24000","2700","TL (thermoluminescence) dating"
"255","Achenheim","Loess recent, Micromammals","Lower recent loess","34100","4300","TL (thermoluminescence) dating"
"257","Achenheim","Loess recent, Micromammals","Lower recent loess","37500","2900","TL (thermoluminescence) dating"
"259","Achenheim","Loess recent, Micromammals","Lower recent loess","41500","5100","TL (thermoluminescence) dating"
"261","Achenheim","Loess recent, Micromammals","Lower recent loess","42700","7700","TL (thermoluminescence) dating"
"263","Achenheim","Loess recent, Micromammals","Lower recent loess","64900","5100","TL (thermoluminescence) dating"
"265","Achenheim","Loess recent, Micromammals","Lower recent loess","65300","8500","TL (thermoluminescence) dating"
"266","Achenheim","Loess recent, Micromammals","Upper recent loess","17000","2500","TL (thermoluminescence) dating"
"268","Achenheim","Loess recent, Micromammals","Upper recent loess","19500","1600","TL (thermoluminescence) dating"
"270","Achenheim","Loess recent, Micromammals","Upper recent loess","24000","2700","TL (thermoluminescence) dating"
"271","Achenheim","Loess ancien sup., Fauna","Upper ancient loess","-","-","-"
"272","Achenheim","Loess ancien sup., Micromammals","Upper ancient loess","-","-","-"
"273","Aghitu-3 Cave","Fauna Layer AH III","GH 3","-","-","-"
"274","Aghitu-3 Cave","Fauna Layer AH IV","GH 4","-","-","-"
"275","Aghitu-3 Cave","Fauna Layer AH IV","GH 5","-","-","-"
"276","Aghitu-3 Cave","Fauna Layer AH IV","GH 6","-","-","-"
"277","Aghitu-3 Cave","Fauna Layer AH IV","GH 7","-","-","-"
"278","Aghitu-3 Cave","Fauna Layer AH V","GH 8","-","-","-"
"279","Aghitu-3 Cave","Fauna Layer AH VI","GH 10","-","-","-"
"280","Aghitu-3 Cave","Fauna Layer AH VII","GH 11","-","-","-"
"281","Al Wusta","Archaeological horizon assemblage","Unit 3a","98600","7000","OSL (optically stimulated thermoluminescence) dating"
"283","Al Wusta","Archaeological horizon assemblage","Unit 3a","103000","10000","ESR (electron spin resonance) dating"
"284","Al Wusta","Archaeological horizon assemblage","Unit 3b","87600","2500","U series (uranium-thorium) dating"
"285","Al Wusta","AW, Unit 3-2, Fauna","Unit 2","-","-","-"
"286","Al Wusta","AW, Unit 3-2, Fauna","Unit 3a","98600","7000","OSL (optically stimulated thermoluminescence) dating"
"288","Al Wusta","AW, Unit 3-2, Fauna","Unit 3a","103000","10000","ESR (electron spin resonance) dating"
"289","Al Wusta","AW, Unit 3-2, Fauna","Unit 3b","87600","2500","U series (uranium-thorium) dating"
"290","Al Wusta","AW, Unit 3-2, micromammals","Unit 2","-","-","-"
"291","Al Wusta","AW, Unit 3-2, micromammals","Unit 3a","98600","7000","OSL (optically stimulated thermoluminescence) dating"
"293","Al Wusta","AW, Unit 3-2, micromammals","Unit 3a","103000","10000","ESR (electron spin resonance) dating"
"294","Al Wusta","AW, Unit 3-2, micromammals","Unit 3b","87600","2500","U series (uranium-thorium) dating"
"295","Alberndorf I","Fauna","Layer 4","27140","650","14C (radiocarbon) dating"
"297","Alberndorf I","Fauna","Layer 4","28360","760","14C (radiocarbon) dating"
"299","Alberndorf I","Fauna","Layer 4","28490","780","14C (radiocarbon) dating"
"301","Alberndorf I","Fauna","Layer 4","27080","650","14C (radiocarbon) dating"
"302","Altamura","Surface Level Macromammal Fauna","Surface Level","-","-","-"
"303","Altamura","Surface Level Micromammal Fauna","Surface Level","-","-","-"
"304","Amud Cave","B1, Fauna","Layer B1","49000","4600","TL (thermoluminescence) dating"
"306","Amud Cave","B1, Fauna","Layer B1","70600","6900","TL (thermoluminescence) dating"
"308","Amud Cave","B1, Fauna","Layer B1","61300","5200","TL (thermoluminescence) dating"
"310","Amud Cave","B1, Fauna","Layer B1","59400","5100","TL (thermoluminescence) dating"
"312","Amud Cave","B1, Fauna","Layer B1","51600","3700","TL (thermoluminescence) dating"
"314","Amud Cave","B1, Fauna","Layer B1","58100","4100","TL (thermoluminescence) dating"
"316","Amud Cave","B1, Fauna","Layer B1","53000","7000","ESR (electron spin resonance) dating"
"317","Amud Cave","B2, Fauna","Layer B2","53100","5500","TL (thermoluminescence) dating"
"319","Amud Cave","B2, Fauna","Layer B2","44500","3900","TL (thermoluminescence) dating"
"321","Amud Cave","B2, Fauna","Layer B2","55400","4000","TL (thermoluminescence) dating"
"323","Amud Cave","B2, Fauna","Layer B2","59500","4500","TL (thermoluminescence) dating"
"325","Amud Cave","B2, Fauna","Layer B2","52700","5500","TL (thermoluminescence) dating"
"327","Amud Cave","B2, Fauna","Layer B2","52400","6800","TL (thermoluminescence) dating"
"329","Amud Cave","B2, Fauna","Layer B2","45600","3000","TL (thermoluminescence) dating"
"331","Amud Cave","B2, Fauna","Layer B2","44100","3100","TL (thermoluminescence) dating"
"333","Amud Cave","B2, Fauna","Layer B2","61000","9000","ESR (electron spin resonance) dating"
"334","Amud Cave","B1, micromammals","Layer B1","49000","4600","TL (thermoluminescence) dating"
"336","Amud Cave","B1, micromammals","Layer B1","70600","6900","TL (thermoluminescence) dating"
"338","Amud Cave","B1, micromammals","Layer B1","61300","5200","TL (thermoluminescence) dating"
"340","Amud Cave","B1, micromammals","Layer B1","59400","5100","TL (thermoluminescence) dating"
"342","Amud Cave","B1, micromammals","Layer B1","51600","3700","TL (thermoluminescence) dating"
"344","Amud Cave","B1, micromammals","Layer B1","58100","4100","TL (thermoluminescence) dating"
"346","Amud Cave","B1, micromammals","Layer B1","53000","7000","ESR (electron spin resonance) dating"
"347","Amud Cave","B2, micromammals","Layer B2","53100","5500","TL (thermoluminescence) dating"
"349","Amud Cave","B2, micromammals","Layer B2","44500","3900","TL (thermoluminescence) dating"
"351","Amud Cave","B2, micromammals","Layer B2","55400","4000","TL (thermoluminescence) dating"
"353","Amud Cave","B2, micromammals","Layer B2","59500","4500","TL (thermoluminescence) dating"
"355","Amud Cave","B2, micromammals","Layer B2","52700","5500","TL (thermoluminescence) dating"
"357","Amud Cave","B2, micromammals","Layer B2","52400","6800","TL (thermoluminescence) dating"
"359","Amud Cave","B2, micromammals","Layer B2","45600","3000","TL (thermoluminescence) dating"
"361","Amud Cave","B2, micromammals","Layer B2","44100","3100","TL (thermoluminescence) dating"
"363","Amud Cave","B2, micromammals","Layer B2","61000","9000","ESR (electron spin resonance) dating"
"364","Amud Cave","B4, micromammals","Layer B4","64700","4000","TL (thermoluminescence) dating"
"366","Amud Cave","B4, micromammals","Layer B4","55600","4400","TL (thermoluminescence) dating"
"368","Amud Cave","B4, micromammals","Layer B4","70800","3800","TL (thermoluminescence) dating"
"370","Amud Cave","B4, micromammals","Layer B4","75900","5300","TL (thermoluminescence) dating"
"372","Amud Cave","B4, micromammals","Layer B4","66900","4900","TL (thermoluminescence) dating"
"374","Amud Cave","B4, micromammals","Layer B4","70000","11000","ESR (electron spin resonance) dating"
"375","Amud Cave","human remains 01","Layer B1","49000","4600","TL (thermoluminescence) dating"
"377","Amud Cave","human remains 01","Layer B1","70600","6900","TL (thermoluminescence) dating"
"379","Amud Cave","human remains 01","Layer B1","61300","5200","TL (thermoluminescence) dating"
"381","Amud Cave","human remains 01","Layer B1","59400","5100","TL (thermoluminescence) dating"
"383","Amud Cave","human remains 01","Layer B1","51600","3700","TL (thermoluminescence) dating"
"385","Amud Cave","human remains 01","Layer B1","58100","4100","TL (thermoluminescence) dating"
"387","Amud Cave","human remains 01","Layer B1","53000","7000","ESR (electron spin resonance) dating"
"388","Amud Cave","human remains 02","Layer B2","53100","5500","TL (thermoluminescence) dating"
"390","Amud Cave","human remains 02","Layer B2","44500","3900","TL (thermoluminescence) dating"
"392","Amud Cave","human remains 02","Layer B2","55400","4000","TL (thermoluminescence) dating"
"394","Amud Cave","human remains 02","Layer B2","59500","4500","TL (thermoluminescence) dating"
"396","Amud Cave","human remains 02","Layer B2","52700","5500","TL (thermoluminescence) dating"
"398","Amud Cave","human remains 02","Layer B2","52400","6800","TL (thermoluminescence) dating"
"400","Amud Cave","human remains 02","Layer B2","45600","3000","TL (thermoluminescence) dating"
"402","Amud Cave","human remains 02","Layer B2","44100","3100","TL (thermoluminescence) dating"
"404","Amud Cave","human remains 02","Layer B2","61000","9000","ESR (electron spin resonance) dating"
"405","Amud Cave","human remains 03","Layer B2","53100","5500","TL (thermoluminescence) dating"
"407","Amud Cave","human remains 03","Layer B2","44500","3900","TL (thermoluminescence) dating"
"409","Amud Cave","human remains 03","Layer B2","55400","4000","TL (thermoluminescence) dating"
"411","Amud Cave","human remains 03","Layer B2","59500","4500","TL (thermoluminescence) dating"
"413","Amud Cave","human remains 03","Layer B2","52700","5500","TL (thermoluminescence) dating"
"415","Amud Cave","human remains 03","Layer B2","52400","6800","TL (thermoluminescence) dating"
"417","Amud Cave","human remains 03","Layer B2","45600","3000","TL (thermoluminescence) dating"
"419","Amud Cave","human remains 03","Layer B2","44100","3100","TL (thermoluminescence) dating"
"421","Amud Cave","human remains 03","Layer B2","61000","9000","ESR (electron spin resonance) dating"
"422","Amud Cave","human remains 04","Layer B4","64700","4000","TL (thermoluminescence) dating"
"424","Amud Cave","human remains 04","Layer B4","55600","4400","TL (thermoluminescence) dating"
"426","Amud Cave","human remains 04","Layer B4","70800","3800","TL (thermoluminescence) dating"
"428","Amud Cave","human remains 04","Layer B4","75900","5300","TL (thermoluminescence) dating"
"430","Amud Cave","human remains 04","Layer B4","66900","4900","TL (thermoluminescence) dating"
"432","Amud Cave","human remains 04","Layer B4","70000","11000","ESR (electron spin resonance) dating"
"433","Amud Cave","human remains 05","Layer B1","49000","4600","TL (thermoluminescence) dating"
"435","Amud Cave","human remains 05","Layer B1","70600","6900","TL (thermoluminescence) dating"
"437","Amud Cave","human remains 05","Layer B1","61300","5200","TL (thermoluminescence) dating"
"439","Amud Cave","human remains 05","Layer B1","59400","5100","TL (thermoluminescence) dating"
"441","Amud Cave","human remains 05","Layer B1","51600","3700","TL (thermoluminescence) dating"
"443","Amud Cave","human remains 05","Layer B1","58100","4100","TL (thermoluminescence) dating"
"445","Amud Cave","human remains 05","Layer B1","53000","7000","ESR (electron spin resonance) dating"
"446","Amud Cave","human remains 05","Layer B2","53100","5500","TL (thermoluminescence) dating"
"448","Amud Cave","human remains 05","Layer B2","44500","3900","TL (thermoluminescence) dating"
"450","Amud Cave","human remains 05","Layer B2","55400","4000","TL (thermoluminescence) dating"
"452","Amud Cave","human remains 05","Layer B2","59500","4500","TL (thermoluminescence) dating"
"454","Amud Cave","human remains 05","Layer B2","52700","5500","TL (thermoluminescence) dating"
"456","Amud Cave","human remains 05","Layer B2","52400","6800","TL (thermoluminescence) dating"
"458","Amud Cave","human remains 05","Layer B2","45600","3000","TL (thermoluminescence) dating"
"460","Amud Cave","human remains 05","Layer B2","44100","3100","TL (thermoluminescence) dating"
"462","Amud Cave","human remains 05","Layer B2","61000","9000","ESR (electron spin resonance) dating"
"463","Amud Cave","human remains 07","Layer B2","53100","5500","TL (thermoluminescence) dating"
"465","Amud Cave","human remains 07","Layer B2","44500","3900","TL (thermoluminescence) dating"
"467","Amud Cave","human remains 07","Layer B2","55400","4000","TL (thermoluminescence) dating"
"469","Amud Cave","human remains 07","Layer B2","59500","4500","TL (thermoluminescence) dating"
"471","Amud Cave","human remains 07","Layer B2","52700","5500","TL (thermoluminescence) dating"
"473","Amud Cave","human remains 07","Layer B2","52400","6800","TL (thermoluminescence) dating"
"475","Amud Cave","human remains 07","Layer B2","45600","3000","TL (thermoluminescence) dating"
"477","Amud Cave","human remains 07","Layer B2","44100","3100","TL (thermoluminescence) dating"
"479","Amud Cave","human remains 07","Layer B2","61000","9000","ESR (electron spin resonance) dating"
"480","Amud Cave","human remains 08","Layer B1","49000","4600","TL (thermoluminescence) dating"
"482","Amud Cave","human remains 08","Layer B1","70600","6900","TL (thermoluminescence) dating"
"484","Amud Cave","human remains 08","Layer B1","61300","5200","TL (thermoluminescence) dating"
"486","Amud Cave","human remains 08","Layer B1","59400","5100","TL (thermoluminescence) dating"
"488","Amud Cave","human remains 08","Layer B1","51600","3700","TL (thermoluminescence) dating"
"490","Amud Cave","human remains 08","Layer B1","58100","4100","TL (thermoluminescence) dating"
"492","Amud Cave","human remains 08","Layer B1","53000","7000","ESR (electron spin resonance) dating"
"493","Amud Cave","human remains 09","Layer B2","53100","5500","TL (thermoluminescence) dating"
"495","Amud Cave","human remains 09","Layer B2","44500","3900","TL (thermoluminescence) dating"
"497","Amud Cave","human remains 09","Layer B2","55400","4000","TL (thermoluminescence) dating"
"499","Amud Cave","human remains 09","Layer B2","59500","4500","TL (thermoluminescence) dating"
