"","Locality","Assemblage.name","GeoLayer","Age","Pos..standard.deviation","Dating.method"
"5361","Hortus","Hortus XXXII","W II Phase IVb","-","-","-"
"5362","Hortus","Hortus XXXII","W II Phase Va","-","-","-"
"5363","Hortus","Hortus XXXII","W II Phase Vb","-","-","-"
"5364","Hortus","Hortus XXXII","W II Phase Vc","-","-","-"
"5365","Hortus","Hortus XXXIII","W II Phase IVa","-","-","-"
"5366","Hortus","Hortus XXXIII","W II Phase IVb","-","-","-"
"5367","Hortus","Hortus XXXIII","W II Phase Va","-","-","-"
"5368","Hortus","Hortus XXXIII","W II Phase Vb","-","-","-"
"5369","Hortus","Hortus XXXIII","W II Phase Vc","-","-","-"
"5370","Hortus","Hortus XXXVI","W II Phase IVa","-","-","-"
"5371","Hortus","Hortus XXXVI","W II Phase IVb","-","-","-"
"5372","Hortus","Hortus XXXVI","W II Phase Va","-","-","-"
"5373","Hortus","Hortus XXXVI","W II Phase Vb","-","-","-"
"5374","Hortus","Hortus XXXVI","W II Phase Vc","-","-","-"
"5375","Hortus","Hortus XXXVII","W II Phase IVa","-","-","-"
"5376","Hortus","Hortus XXXVII","W II Phase IVb","-","-","-"
"5377","Hortus","Hortus XXXVII","W II Phase Va","-","-","-"
"5378","Hortus","Hortus XXXVII","W II Phase Vb","-","-","-"
"5379","Hortus","Hortus XXXVII","W II Phase Vc","-","-","-"
"5380","Hortus","Hortus XL","W II Phase IVa","-","-","-"
"5381","Hortus","Hortus XL","W II Phase IVb","-","-","-"
"5382","Hortus","Hortus XL","W II Phase Va","-","-","-"
"5383","Hortus","Hortus XL","W II Phase Vb","-","-","-"
"5384","Hortus","Hortus XL","W II Phase Vc","-","-","-"
"5385","Hovk-1 Cave","Unit 8 Macro-Mammal Fauna","Unit 8","104000","9800","OSL (optically stimulated thermoluminescence) dating"
"5386","Hovk-1 Cave","Unit 7 Macro-Mammal Fauna","Unit 7","-","-","-"
"5387","Hovk-1 Cave","Unit 6 Macro-Mammal Fauna","Unit 6","54600","5700","OSL (optically stimulated thermoluminescence) dating"
"5388","Hovk-1 Cave","Unit 5 Macro-Mammal Fauna","Unit 5","33800","500","14C (radiocarbon) dating"
"5389","Hovk-1 Cave","Unit 4 Macro-Mammal Fauna","Unit 4","-","-","-"
"5390","Hovk-1 Cave","Unit 1 Micro-Mammal Fauna","Unit 1","-","-","-"
"5391","Hovk-1 Cave","Unit 2 Micro-Mammal Fauna","Unit 2","-","-","-"
"5392","Hovk-1 Cave","Unit 4 Micro-Mammal Fauna","Unit 4","-","-","-"
"5393","Hovk-1 Cave","Unit 5 Micro-Mammal Fauna","Unit 5","33800","500","14C (radiocarbon) dating"
"5394","Hovk-1 Cave","Unit 6a Micro-Mammal Fauna","Unit 6a","94200","4900","U series (uranium-thorium) dating"
"5396","Hovk-1 Cave","Unit 6a Micro-Mammal Fauna","Unit 6a","235300","6800","U series (uranium-thorium) dating"
"5398","Hovk-1 Cave","Unit 6a Micro-Mammal Fauna","Unit 6a","192300","3000","U series (uranium-thorium) dating"
"5400","Hovk-1 Cave","Unit 6a Micro-Mammal Fauna","Unit 6a","124600","1100","U series (uranium-thorium) dating"
"5402","Hovk-1 Cave","Unit 6a Micro-Mammal Fauna","Unit 6a","123100","1000","U series (uranium-thorium) dating"
"5404","Hovk-1 Cave","Unit 6a Micro-Mammal Fauna","Unit 6a","120100","1000","U series (uranium-thorium) dating"
"5405","Hovk-1 Cave","Unit 8 Micro-Mammal Fauna","Unit 8","104000","9800","OSL (optically stimulated thermoluminescence) dating"
"5406","Huanglong","Huanglong fauna","Layer 1","-","-","-"
"5407","Huanglong Cave","Huanglong Cave fauna layer 3","Layer 3","34780","3280","ESR (electron spin resonance) dating"
"5409","Huanglong Cave","Huanglong Cave fauna layer 3","Layer 3","44180","4540","ESR (electron spin resonance) dating"
"5411","Huanglong Cave","Huanglong Cave fauna layer 3","Layer 3","79400","6300","U series (uranium-thorium) dating"
"5413","Huanglong Cave","Huanglong Cave fauna layer 3","Layer 3","947000","12500","U series (uranium-thorium) dating"
"5415","Huanglong Cave","Huanglong Cave fauna layer 3","Layer 3","103119","1348","U series (uranium-thorium) dating"
"5417","Huanglong Cave","Huanglong Cave fauna layer 3","Layer 3","103739","1616","U series (uranium-thorium) dating"
"5419","Huanglong Cave","Huanglong Cave fauna layer 3","Layer 3","81000","4000","U series (uranium-thorium) dating"
"5421","Huanglong Cave","Huanglong Cave fauna layer 3","Layer 3","100000","7000","U series (uranium-thorium) dating"
"5422","Huludong","Huludong fauna","Huludong cave deposit","-","-","-"
"5423","Hunas","Hunas Layer D Macromammal Fauna","Hunas Layer D","-","-","-"
"5424","Hunas","Hunas Layer E Macromammal Fauna","Hunas Layer E","-","-","-"
"5425","Hunas","Hunas Layer F Macromammal Fauna","Hunas Layer F","-","-","-"
"5426","Hunas","Hunas Layer G1 Macromammal Fauna","Hunas Layer G1","-","-","-"
"5427","Hunas","Hunas Layer G2 Macromammal Fauna","Hunas Layer G2","-","-","-"
"5428","Hunas","Hunas Layer G3 Macromammal Fauna","Hunas Layer G3","-","-","-"
"5429","Hunas","Hunas Layer H Macromammal Fauna","Hunas Layer H","-","-","-"
"5430","Hunas","Hunas Layer I Macromammal Fauna","Hunas Layer I","-","-","-"
"5431","Hunas","Hunas Layer Kob Macromammal Fauna","Hunas Layer K","-","-","-"
"5432","Hunas","Hunas Layer Km Macromammal Fauna","Hunas Layer K","-","-","-"
"5433","Hunas","Hunas Layer Ku Macromammal Fauna","Hunas Layer K","-","-","-"
"5434","Hunas","Hunas Layer L Macromammal Fauna","Hunas Layer L","-","-","-"
"5435","Hunas","Hunas Layer M Macromammal Fauna","Hunas Layer M","-","-","-"
"5436","Hunas","Hunas Layer N Macromammal Fauna","Hunas Layer N","-","-","-"
"5437","Hunas","Hunas Layer E Micromammal Fauna","Hunas Layer E","-","-","-"
"5438","Hunas","Hunas Layer F Micromammal Fauna","Hunas Layer F","-","-","-"
"5439","Hunas","Hunas Layer G1 Micromammal Fauna","Hunas Layer G1","-","-","-"
"5440","Hunas","Hunas Layer G2 Micromammal Fauna","Hunas Layer G2","-","-","-"
"5441","Hunas","Hunas Layer G3 Micromammal Fauna","Hunas Layer G3","-","-","-"
"5442","Hunas","Hunas Layer H Micromammal Fauna","Hunas Layer H","-","-","-"
"5443","Hunas","Hunas Layer I Micromammal Fauna","Hunas Layer I","-","-","-"
"5444","Hunas","Hunas Layer Kob Micromammal Fauna","Hunas Layer K","-","-","-"
"5445","Hunas","Hunas Layer Km Micromammal Fauna","Hunas Layer K","-","-","-"
"5446","Hunas","Hunas Layer Ku Micromammal Fauna","Hunas Layer K","-","-","-"
"5447","Hunas","Hunas Layer L Micromammal Fauna","Hunas Layer L","-","-","-"
"5448","Hunas","Hunas unknown Layer Macromammal Fauna","Hunas Layer A","-","-","-"
"5449","Hunas","Hunas unknown Layer Macromammal Fauna","Hunas Layer B","-","-","-"
"5450","Hunas","Hunas unknown Layer Macromammal Fauna","Hunas Layer C","-","-","-"
"5451","Hunas","Hunas unknown Layer Macromammal Fauna","Hunas Layer D","-","-","-"
"5452","Hunas","Hunas unknown Layer Macromammal Fauna","Hunas Layer E","-","-","-"
"5453","Hunas","Hunas unknown Layer Macromammal Fauna","Hunas Layer F","-","-","-"
"5454","Hunas","Hunas unknown Layer Macromammal Fauna","Hunas Layer G1","-","-","-"
"5455","Hunas","Hunas unknown Layer Macromammal Fauna","Hunas Layer G2","-","-","-"
"5456","Hunas","Hunas unknown Layer Macromammal Fauna","Hunas Layer G3","-","-","-"
"5457","Hunas","Hunas unknown Layer Macromammal Fauna","Hunas Layer H","-","-","-"
"5458","Hunas","Hunas unknown Layer Macromammal Fauna","Hunas Layer I","-","-","-"
"5459","Hunas","Hunas unknown Layer Macromammal Fauna","Hunas Layer K","-","-","-"
"5460","Hunas","Hunas unknown Layer Macromammal Fauna","Hunas Layer L","-","-","-"
"5461","Hunas","Hunas unknown Layer Macromammal Fauna","Hunas Layer M","-","-","-"
"5462","Hunas","Hunas unknown Layer Macromammal Fauna","Hunas Layer N","-","-","-"
"5463","Hunas","Hunas unknown Layer Macromammal Fauna","Hunas Layer O","-","-","-"
"5464","Hunas","Hunas unknown Layer Macromammal Fauna","Hunas Layer P","76872","9686","U series (uranium-thorium) dating"
"5466","Hunas","Hunas unknown Layer Macromammal Fauna","Hunas Layer P","79373","8237","U series (uranium-thorium) dating"
"5467","Hunas","Hunas, human remains 1","Hunas Layer F","-","-","-"
"5468","Hundisburg","Hundisburg Macromammal Fauna","Hundisburg layer 1 sand","-","-","-"
"5469","Hundisburg","Hundisburg Macromammal Fauna","Hundisburg layer 2 gravel","-","-","-"
"5470","Hundisburg","Hundisburg Macromammal Fauna","Hundisburg layer 3 sand","-","-","-"
"5471","Ikhine I","Ikhine I Palaeolithic layer I Macromammal Fauna","Layer 2","-","-","-"
"5472","Ikhine I","Ikhine I Palaeolithic layer II Macromammal Fauna","Layer 3","16660","270","14C (radiocarbon) dating"
"5473","Ikhine I","Ikhine I Palaeolithic layer III Macromammal Fauna","Layer 4","-","-","-"
"5474","Ikhine II","Ikhine II Palaeolithic Layer I Macromammal Fauna","Layer 3","-","-","-"
"5475","Ikhine II","Ikhine II Palaeolithic Layer IIa Macromammal Fauna","Layer 4","30200","300","14C (radiocarbon) dating"
"5477","Ikhine II","Ikhine II Palaeolithic Layer IIa Macromammal Fauna","Layer 4","31200","500","14C (radiocarbon) dating"
"5479","Ikhine II","Ikhine II Palaeolithic Layer IIa Macromammal Fauna","Layer 4","24600","380","14C (radiocarbon) dating"
"5481","Ikhine II","Ikhine II Palaeolithic Layer IIa Macromammal Fauna","Layer 4","26600","900","14C (radiocarbon) dating"
"5483","Ikhine II","Ikhine II Palaeolithic Layer IIa Macromammal Fauna","Layer 4","26500","540","14C (radiocarbon) dating"
"5485","Ikhine II","Ikhine II Palaeolithic Layer IIa Macromammal Fauna","Layer 4","24500","480","14C (radiocarbon) dating"
"5487","Ikhine II","Ikhine II Palaeolithic Layer IIa Macromammal Fauna","Layer 4","27800","500","14C (radiocarbon) dating"
"5489","Ikhine II","Ikhine II Palaeolithic Layer IIa Macromammal Fauna","Layer 4","26030","200","14C (radiocarbon) dating"
"5491","Ikhine II","Ikhine II Palaeolithic Layer IIa Macromammal Fauna","Layer 4","24330","200","14C (radiocarbon) dating"
"5492","Ikhine II","Ikhine II Palaeolithic Layer IIb Macromammal Fauna","Layer 4","30200","300","14C (radiocarbon) dating"
"5494","Ikhine II","Ikhine II Palaeolithic Layer IIb Macromammal Fauna","Layer 4","31200","500","14C (radiocarbon) dating"
"5496","Ikhine II","Ikhine II Palaeolithic Layer IIb Macromammal Fauna","Layer 4","24600","380","14C (radiocarbon) dating"
"5498","Ikhine II","Ikhine II Palaeolithic Layer IIb Macromammal Fauna","Layer 4","26600","900","14C (radiocarbon) dating"
"5500","Ikhine II","Ikhine II Palaeolithic Layer IIb Macromammal Fauna","Layer 4","26500","540","14C (radiocarbon) dating"
"5502","Ikhine II","Ikhine II Palaeolithic Layer IIb Macromammal Fauna","Layer 4","24500","480","14C (radiocarbon) dating"
"5504","Ikhine II","Ikhine II Palaeolithic Layer IIb Macromammal Fauna","Layer 4","27800","500","14C (radiocarbon) dating"
"5506","Ikhine II","Ikhine II Palaeolithic Layer IIb Macromammal Fauna","Layer 4","26030","200","14C (radiocarbon) dating"
"5508","Ikhine II","Ikhine II Palaeolithic Layer IIb Macromammal Fauna","Layer 4","24330","200","14C (radiocarbon) dating"
"5509","Ikhine II","Ikhine II Palaeolithic Layer IIc Macromammal Fauna","Layer 4","30200","300","14C (radiocarbon) dating"
"5511","Ikhine II","Ikhine II Palaeolithic Layer IIc Macromammal Fauna","Layer 4","31200","500","14C (radiocarbon) dating"
"5513","Ikhine II","Ikhine II Palaeolithic Layer IIc Macromammal Fauna","Layer 4","24600","380","14C (radiocarbon) dating"
"5515","Ikhine II","Ikhine II Palaeolithic Layer IIc Macromammal Fauna","Layer 4","26600","900","14C (radiocarbon) dating"
"5517","Ikhine II","Ikhine II Palaeolithic Layer IIc Macromammal Fauna","Layer 4","26500","540","14C (radiocarbon) dating"
"5519","Ikhine II","Ikhine II Palaeolithic Layer IIc Macromammal Fauna","Layer 4","24500","480","14C (radiocarbon) dating"
"5521","Ikhine II","Ikhine II Palaeolithic Layer IIc Macromammal Fauna","Layer 4","27800","500","14C (radiocarbon) dating"
"5523","Ikhine II","Ikhine II Palaeolithic Layer IIc Macromammal Fauna","Layer 4","26030","200","14C (radiocarbon) dating"
"5525","Ikhine II","Ikhine II Palaeolithic Layer IIc Macromammal Fauna","Layer 4","24330","200","14C (radiocarbon) dating"
"5526","Ikhine II","Ikhine II Palaeolithic Layer IId Macromammal Fauna","Layer 4","30200","300","14C (radiocarbon) dating"
"5528","Ikhine II","Ikhine II Palaeolithic Layer IId Macromammal Fauna","Layer 4","31200","500","14C (radiocarbon) dating"
"5530","Ikhine II","Ikhine II Palaeolithic Layer IId Macromammal Fauna","Layer 4","24600","380","14C (radiocarbon) dating"
"5532","Ikhine II","Ikhine II Palaeolithic Layer IId Macromammal Fauna","Layer 4","26600","900","14C (radiocarbon) dating"
"5534","Ikhine II","Ikhine II Palaeolithic Layer IId Macromammal Fauna","Layer 4","26500","540","14C (radiocarbon) dating"
"5536","Ikhine II","Ikhine II Palaeolithic Layer IId Macromammal Fauna","Layer 4","24500","480","14C (radiocarbon) dating"
"5538","Ikhine II","Ikhine II Palaeolithic Layer IId Macromammal Fauna","Layer 4","27800","500","14C (radiocarbon) dating"
"5540","Ikhine II","Ikhine II Palaeolithic Layer IId Macromammal Fauna","Layer 4","26030","200","14C (radiocarbon) dating"
"5542","Ikhine II","Ikhine II Palaeolithic Layer IId Macromammal Fauna","Layer 4","24330","200","14C (radiocarbon) dating"
"5543","Ikhine II","Ikhine II Palaeolithic Layer IIe Macromammal Fauna","Layer 4","30200","300","14C (radiocarbon) dating"
"5545","Ikhine II","Ikhine II Palaeolithic Layer IIe Macromammal Fauna","Layer 4","31200","500","14C (radiocarbon) dating"
"5547","Ikhine II","Ikhine II Palaeolithic Layer IIe Macromammal Fauna","Layer 4","24600","380","14C (radiocarbon) dating"
"5549","Ikhine II","Ikhine II Palaeolithic Layer IIe Macromammal Fauna","Layer 4","26600","900","14C (radiocarbon) dating"
"5551","Ikhine II","Ikhine II Palaeolithic Layer IIe Macromammal Fauna","Layer 4","26500","540","14C (radiocarbon) dating"
"5553","Ikhine II","Ikhine II Palaeolithic Layer IIe Macromammal Fauna","Layer 4","24500","480","14C (radiocarbon) dating"
"5555","Ikhine II","Ikhine II Palaeolithic Layer IIe Macromammal Fauna","Layer 4","27800","500","14C (radiocarbon) dating"
"5557","Ikhine II","Ikhine II Palaeolithic Layer IIe Macromammal Fauna","Layer 4","26030","200","14C (radiocarbon) dating"
"5559","Ikhine II","Ikhine II Palaeolithic Layer IIe Macromammal Fauna","Layer 4","24330","200","14C (radiocarbon) dating"
"5560","In den Wannen","In den Wannen Layer 2/3 fauna","Unit II lower","-","-","-"
"5561","In den Wannen","In den Wannen Layer 2/3 fauna","Unit III","-","-","-"
"5562","In den Wannen","In den Wannen Layer 1 fauna","Unit I lower","-","-","-"
"5563","In den Wannen","In den Wannen Layer 1 fauna","Unit I upper","-","-","-"
"5564","In den Wannen","In den Wannen Layer 4 fauna","Unit IV","-","-","-"
"5565","In den Wannen","In den Wannen Layer 5 fauna","Unit V","-","-","-"
"5566","In den Wannen","In den Wannen Layer 6 fauna","Unit VI","-","-","-"
"5567","In den Wannen","In den Wannen Layer 2 upper fauna","Unit II upper","-","-","-"
"5568","Isturitz","Isturitz Fauna C 4b1 Unit III","Salle de St.-Martin Unit III","34630","560","14C (radiocarbon) dating"
"5570","Isturitz","Isturitz Fauna C 4b1 Unit III","Salle de St.-Martin Unit III","36550","610","14C (radiocarbon) dating"
"5572","Isturitz","Isturitz Fauna C 4b1 Unit III","Salle de St.-Martin Unit III","37180","720","14C (radiocarbon) dating"
"5573","Isturitz","Isturitz Fauna C 4b2 Unit III","Salle de St.-Martin Unit III","34630","560","14C (radiocarbon) dating"
"5575","Isturitz","Isturitz Fauna C 4b2 Unit III","Salle de St.-Martin Unit III","36550","610","14C (radiocarbon) dating"
"5577","Isturitz","Isturitz Fauna C 4b2 Unit III","Salle de St.-Martin Unit III","37180","720","14C (radiocarbon) dating"
"5578","Isturitz","Isturitz Fauna C 4Ia Unit III","Salle de St.-Martin Unit III","34630","560","14C (radiocarbon) dating"
"5580","Isturitz","Isturitz Fauna C 4Ia Unit III","Salle de St.-Martin Unit III","36550","610","14C (radiocarbon) dating"
"5582","Isturitz","Isturitz Fauna C 4Ia Unit III","Salle de St.-Martin Unit III","37180","720","14C (radiocarbon) dating"
"5583","Isturitz","Isturitz Fauna C 4II Unit III","Salle de St.-Martin Unit III","34630","560","14C (radiocarbon) dating"
"5585","Isturitz","Isturitz Fauna C 4II Unit III","Salle de St.-Martin Unit III","36550","610","14C (radiocarbon) dating"
"5587","Isturitz","Isturitz Fauna C 4II Unit III","Salle de St.-Martin Unit III","37180","720","14C (radiocarbon) dating"
"5588","Jaksice II","Layer I Macromammal Fauna","Layer I","23460","150","14C (radiocarbon) dating"
"5590","Jaksice II","Layer I Macromammal Fauna","Layer I","21190","140","14C (radiocarbon) dating"
"5592","Jaksice II","Layer I Macromammal Fauna","Layer I","23640","180","14C (radiocarbon) dating"
"5594","Jaksice II","Layer I Macromammal Fauna","Layer I","24140","180","14C (radiocarbon) dating"
"5596","Jaksice II","Layer I Macromammal Fauna","Layer I","40600","5700","TL (thermoluminescence) dating"
"5597","Jaksice II","Layer I Micromammal Fauna","Layer I","23460","150","14C (radiocarbon) dating"
"5599","Jaksice II","Layer I Micromammal Fauna","Layer I","21190","140","14C (radiocarbon) dating"
"5601","Jaksice II","Layer I Micromammal Fauna","Layer I","23640","180","14C (radiocarbon) dating"
"5603","Jaksice II","Layer I Micromammal Fauna","Layer I","24140","180","14C (radiocarbon) dating"
"5605","Jaksice II","Layer I Micromammal Fauna","Layer I","40600","5700","TL (thermoluminescence) dating"
"5606","Jaljulia","Jaljulia Area D Macromammal Fauna","Unit 6","-","-","-"
"5607","Jaljulia","Jaljulia Area D Macromammal Fauna","Unit 7","-","-","-"
"5608","Jankovich Cave","Jankovich Cultural Layer Macromammal Fauna","Layer 3","-","-","-"
"5609","Jankovich Cave","Jankovich Cultural Layer Macromammal Fauna","Level 1","-","-","-"
"5610","Jankovich Cave","Jankovich Cultural Layer Macromammal Fauna","Level 2","-","-","-"
"5611","Jankovich Cave","Jankovich Cultural Layer Micromammal Fauna","Layer 3","-","-","-"
"5612","Jankovich Cave","Jankovich Cultural Layer Micromammal Fauna","Level 1","-","-","-"
"5613","Jankovich Cave","Jankovich Cultural Layer Micromammal Fauna","Level 2","-","-","-"
"5614","Jiande","Jiande Layer 1 fauna","Layer 1","-","-","-"
"5615","Jiande","Jiande Layer 2 fauna","Layer 2","108000","9000","U series (uranium-thorium) dating"
"5616","Jianping","Jianpin fauna","storage find","-","-","-"
"5617","Jinchuan","Jinchuan fauna layer 4","Layer 4","15000","-1","OSL (optically stimulated thermoluminescence) dating"
"5619","Jinchuan","Jinchuan fauna layer 4","Layer 4","48000","-1","OSL (optically stimulated thermoluminescence) dating"
"5620","Jänschwalde","JW Unit 10 Fauna","Unit 10","110000","11000","IRSL (infrared stimulated luminescence) dating"
"5621","Jänschwalde","JW Unit 8 Fauna","Unit 8","-","-","-"
"5622","Jänschwalde","JW Unit 8 Micromammals","Unit 8","-","-","-"
"5623","Jänschwalde","JW Unit 9 Micromammals","Unit 9","87000","10000","OSL (optically stimulated thermoluminescence) dating"
"5625","Jänschwalde","JW Unit 9 Micromammals","Unit 9","105000","13000","OSL (optically stimulated thermoluminescence) dating"
"5626","Jänschwalde","JW Unit 10 Micromammals","Unit 10","110000","11000","IRSL (infrared stimulated luminescence) dating"
"5627","Jänschwalde","JW Unit 9 Fauna","Unit 9","87000","10000","OSL (optically stimulated thermoluminescence) dating"
"5629","Jänschwalde","JW Unit 9 Fauna","Unit 9","105000","13000","OSL (optically stimulated thermoluminescence) dating"
"5630","Kabazi II","Unit VI Micro-Mammal Fauna","Stratum 14B","-","-","-"
"5631","Kabazi II","Unit V Micro-Mammal Fauna","Stratum 13A","-","-","-"
"5632","Kabazi II","Unit V Micro-Mammal Fauna","Stratum 14A","-","-","-"
"5633","Kabazi II","Unit IV Micro-Mammal Fauna","Stratum 13","-","-","-"
"5634","Kabazi II","Unit III Micro-Mammal Fauna","Stratum 11 (lower)","82000","10000","ESR (electron spin resonance) dating"
"5635","Kabazi II","Unit V Macro-Mammal Fauna","Stratum 13A","-","-","-"
"5636","Kabazi II","Unit V Macro-Mammal Fauna","Stratum 14A","-","-","-"
"5637","Kabazi II","Unit VI Macro-Mammal Fauna","Stratum 14B","-","-","-"
"5638","Kalamakia","Kalamakia, Unit IV, Fauna","Unit IV base","36000","1000","U series (uranium-thorium) dating"
"5639","Kalamakia","Kalamakia, Unit IV, Fauna","Unit IV top","-","-","-"
"5640","Kalamakia","Kalamakia, Unit IV, micromammals","Unit IV base","36000","1000","U series (uranium-thorium) dating"
"5641","Kalamakia","Kalamakia, Unit IV, micromammals","Unit IV top","-","-","-"
"5642","Kalamakia","Kalamakia, human remains 01","Unit IV top","-","-","-"
"5643","Kalamakia","Kalamakia, human remains 02","Unit IV top","-","-","-"
"5644","Kalamakia","Kalamakia, human remains 03","Unit III","-","-","-"
"5645","Kalamakia","Kalamakia, human remains 04","Unit IV top","-","-","-"
"5646","Kalamakia","Kalamakia, human remains 05","Unit IV base","36000","1000","U series (uranium-thorium) dating"
"5647","Kalamakia","Kalamakia, human remains 06","Unit IV base","36000","1000","U series (uranium-thorium) dating"
"5648","Kalamakia","Kalamakia, human remains 07","Unit IV base","36000","1000","U series (uranium-thorium) dating"
"5649","Kalamakia","Kalamakia, human remains 08","Unit IV base","36000","1000","U series (uranium-thorium) dating"
"5650","Kalamakia","Kalamakia, human remains 09","Unit IV base","36000","1000","U series (uranium-thorium) dating"
"5651","Kalamakia","Kalamakia, human remains 10","Unit IV base","36000","1000","U series (uranium-thorium) dating"
"5652","Kalamakia","Kalamakia, human remains 11","Unit IV base","36000","1000","U series (uranium-thorium) dating"
"5653","Kalamakia","Kalamakia, human remains 12","Unit IV base","36000","1000","U series (uranium-thorium) dating"
"5654","Kalamakia","Kalamakia, human remains 13","Unit IV base","36000","1000","U series (uranium-thorium) dating"
"5655","Kalamakia","Kalamakia, human remains 14","Unit IV top","-","-","-"
"5656","Kalavan-1 open air","Kalavan-1 open air Layer 7 Macro-Mammal Fauna","7","14070","60","14C (radiocarbon) dating"
"5658","Kalavan-1 open air","Kalavan-1 open air Layer 7 Macro-Mammal Fauna","7","13750","60","14C (radiocarbon) dating"
"5660","Kalavan-1 open air","Kalavan-1 open air Layer 7 Macro-Mammal Fauna","7","14500","80","14C (radiocarbon) dating"
"5662","Kalavan-1 open air","Kalavan-1 open air Layer 7 Macro-Mammal Fauna","7","13910","80","14C (radiocarbon) dating"
"5664","Kalavan-1 open air","Kalavan-1 open air Layer 7 Macro-Mammal Fauna","7","13800","60","14C (radiocarbon) dating"
"5666","Kalavan-1 open air","Kalavan-1 open air Layer 7 Macro-Mammal Fauna","7","14060","70","14C (radiocarbon) dating"
"5668","Kalavan-1 open air","Kalavan-1 open air Layer 7 Macro-Mammal Fauna","7","11520","50","14C (radiocarbon) dating"
"5670","Kalavan-1 open air","Kalavan-1 open air Layer 7 Macro-Mammal Fauna","7","13450","40","14C (radiocarbon) dating"
"5671","Kamenka","Kamenka Complex A 1993 Macromammal Fauna","Layer 6v","40500","3800","14C (radiocarbon) dating"
"5673","Kamenka","Kamenka Complex A 1993 Macromammal Fauna","Layer 6v","37350","310","14C (radiocarbon) dating"
"5675","Kamenka","Kamenka Complex A 1993 Macromammal Fauna","Layer 6v","39290","350","14C (radiocarbon) dating"
"5677","Kamenka","Kamenka Complex A 1993 Macromammal Fauna","Layer 6v","41350","450","14C (radiocarbon) dating"
"5679","Kamenka","Kamenka Complex A 1993 Macromammal Fauna","Layer 6v","35845","695","14C (radiocarbon) dating"
"5681","Kamenka","Kamenka Complex A 1993 Macromammal Fauna","Layer 6v","31060","530","14C (radiocarbon) dating"
"5683","Kamenka","Kamenka Complex A 1993 Macromammal Fauna","Layer 6v","30460","430","14C (radiocarbon) dating"
"5685","Kamenka","Kamenka Complex A 1993 Macromammal Fauna","Layer 6v","26760","265","14C (radiocarbon) dating"
"5687","Kamenka","Kamenka Complex A 1993 Macromammal Fauna","Layer 6v","30220","270","14C (radiocarbon) dating"
"5688","Kamenka","Kamenka Complex A 1992 Macromammal Fauna","Layer 6v","40500","3800","14C (radiocarbon) dating"
"5690","Kamenka","Kamenka Complex A 1992 Macromammal Fauna","Layer 6v","37350","310","14C (radiocarbon) dating"
"5692","Kamenka","Kamenka Complex A 1992 Macromammal Fauna","Layer 6v","39290","350","14C (radiocarbon) dating"
"5694","Kamenka","Kamenka Complex A 1992 Macromammal Fauna","Layer 6v","41350","450","14C (radiocarbon) dating"
"5696","Kamenka","Kamenka Complex A 1992 Macromammal Fauna","Layer 6v","35845","695","14C (radiocarbon) dating"
"5698","Kamenka","Kamenka Complex A 1992 Macromammal Fauna","Layer 6v","31060","530","14C (radiocarbon) dating"
"5700","Kamenka","Kamenka Complex A 1992 Macromammal Fauna","Layer 6v","30460","430","14C (radiocarbon) dating"
"5702","Kamenka","Kamenka Complex A 1992 Macromammal Fauna","Layer 6v","26760","265","14C (radiocarbon) dating"
"5704","Kamenka","Kamenka Complex A 1992 Macromammal Fauna","Layer 6v","30220","270","14C (radiocarbon) dating"
"5705","Kamenka","Kamenka Complex C 1992 Macromammal Fauna","Layer 6v","40500","3800","14C (radiocarbon) dating"
"5707","Kamenka","Kamenka Complex C 1992 Macromammal Fauna","Layer 6v","37350","310","14C (radiocarbon) dating"
"5709","Kamenka","Kamenka Complex C 1992 Macromammal Fauna","Layer 6v","39290","350","14C (radiocarbon) dating"
"5711","Kamenka","Kamenka Complex C 1992 Macromammal Fauna","Layer 6v","41350","450","14C (radiocarbon) dating"
"5713","Kamenka","Kamenka Complex C 1992 Macromammal Fauna","Layer 6v","35845","695","14C (radiocarbon) dating"
"5715","Kamenka","Kamenka Complex C 1992 Macromammal Fauna","Layer 6v","31060","530","14C (radiocarbon) dating"
"5717","Kamenka","Kamenka Complex C 1992 Macromammal Fauna","Layer 6v","30460","430","14C (radiocarbon) dating"
"5719","Kamenka","Kamenka Complex C 1992 Macromammal Fauna","Layer 6v","26760","265","14C (radiocarbon) dating"
"5721","Kamenka","Kamenka Complex C 1992 Macromammal Fauna","Layer 6v","30220","270","14C (radiocarbon) dating"
"5722","Kamenka","Kamenka Complex B 1993 Macromammal Fauna","Layer 6a","28000","475","14C (radiocarbon) dating"
"5724","Kamenka","Kamenka Complex B 1993 Macromammal Fauna","Layer 6a","24625","190","14C (radiocarbon) dating"
"5726","Kamenka","Kamenka Complex B 1993 Macromammal Fauna","Layer 6a","28815","150","14C (radiocarbon) dating"
"5728","Kamenka","Kamenka Complex B 1993 Macromammal Fauna","Layer 6a","25540","300","14C (radiocarbon) dating"
"5729","Karain Cave","Karain Cave E, unit F, micromammals","stratum III.1","-","-","-"
"5730","Karain Cave","Karain Cave E, unit G, micromammals","stratum II.1","-","-","-"
"5731","Karain Cave","Karain Cave E, unit G, micromammals","stratum II.2","128750","5750","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"5733","Karain Cave","Karain Cave E, unit G, micromammals","stratum II.2","131250","6900","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
