"","Locality","Assemblage.name","GeoLayer","Age","Pos..standard.deviation","Dating.method"
"1178","Dieu Rockshelter","Dieu RS, Layer 1-8, micromammals","Layer 6b","-","-","-"
"1179","Dieu Rockshelter","Dieu RS, Layer 1-8, micromammals","Layer 7","-","-","-"
"1180","Dingcun 54100","Dingcun 54100 layer 006 fauna","Layer 006","75000","600","ESR (electron spin resonance) dating"
"1182","Dingcun 54100","Dingcun 54100 layer 006 fauna","Layer 006","84000","600","ESR (electron spin resonance) dating"
"1184","Dingcun 54100","Dingcun 54100 layer 006 fauna","Layer 006","97000","800","ESR (electron spin resonance) dating"
"1186","Dingcun 54100","Dingcun 54100 layer 006 fauna","Layer 006","114000","1000","ESR (electron spin resonance) dating"
"1188","Dingcun 54100","Dingcun 54100 layer 006 fauna","Layer 006","116500","33500","U series (uranium-thorium) dating"
"1189","Dolni Vestonice I","DV I, Fauna","Dolni Vestonice I layer 3 cultural layer","-","-","-"
"1190","Dolni Vestonice II","DV II, Fauna","Dolni Vestonice II layer 3 cultural layer","-","-","-"
"1191","Dolni Vestonice II","DV IIa, layer 3a, fauna","Dolni Vestonice II layer 3 cultural layer","-","-","-"
"1192","Dolni Vestonice II","DV IIa, layer 3b, fauna","Dolni Vestonice II layer 3 cultural layer","-","-","-"
"1193","Dolni Vestonice II","DV IIa, layer 3c, fauna","Dolni Vestonice II layer 3 cultural layer","-","-","-"
"1194","Dolni Vestonice II","DV IIa, layer 3d, fauna","Dolni Vestonice II layer 3 cultural layer","-","-","-"
"1195","Dolni Vestonice II","DV IIa, layer 3e, fauna","Dolni Vestonice II layer 3 cultural layer","-","-","-"
"1196","Dolni Vestonice II","DV IIa, layer 4, fauna","Dolni Vestonice II layer 3 cultural layer","-","-","-"
"1197","Dolni Vestonice II","DV II, micromammals","Dolni Vestonice II layer 3 cultural layer","-","-","-"
"1198","Dolni Vestonice II","DV IIa, layer 3a, micromammals","Dolni Vestonice II layer 3 cultural layer","-","-","-"
"1199","Dolni Vestonice II","DV IIa, layer 3b, micromammals","Dolni Vestonice II layer 3 cultural layer","-","-","-"
"1200","Dolni Vestonice II","DV IIa, layer 3c, micromammals","Dolni Vestonice II layer 3 cultural layer","-","-","-"
"1201","Dolni Vestonice II","DV IIa, layer 3d, micromammals","Dolni Vestonice II layer 3 cultural layer","-","-","-"
"1202","Dolni Vestonice II","DV IIa, layer 3e, micromammals","Dolni Vestonice II layer 3 cultural layer","-","-","-"
"1203","Dolni Vestonice II","DV IIa, layer 4, micromammals","Dolni Vestonice II layer 3 cultural layer","-","-","-"
"1204","Dongzhongyan","Dongzhongyan Layer 3 & 5 fauna","Layer 3","-","-","-"
"1205","Dongzhongyan","Dongzhongyan Layer 3 & 5 fauna","Layer 5","-","-","-"
"1206","Doroshivtsi III","Doroshivtsi III Cultural Layer 1 Macromammal Fauna","Unit 9.1a","-","-","-"
"1207","Doroshivtsi III","Doroshivtsi III Cultural Layer 2 Macromammal Fauna","Unit 9.1b","-","-","-"
"1208","Doroshivtsi III","Doroshivtsi III Cultural Layer 3 Macromammal Fauna","Unit 9.3","-","-","-"
"1209","Doroshivtsi III","Doroshivtsi III Cultural Layer 4 Macromammal Fauna","Unit 10.1","-","-","-"
"1210","Doroshivtsi III","Doroshivtsi III Cultural Layer 5 Macromammal Fauna","Unit 11.2","-","-","-"
"1211","Doroshivtsi III","Doroshivtsi III Cultural Layer 6 Macromammal Fauna","Unit 12.2","-","-","-"
"1212","Doroshivtsi III","Doroshivtsi III Cultural Layer 7 Macromammal Fauna","Unit 14.1","-","-","-"
"1213","Doroshivtsi III","Doroshivtsi III 2019 Exc. Arch. Layer A Macromammal Fauna","Unit V-4","-","-","-"
"1214","Doroshivtsi III","Doroshivtsi III 2019 Exc. Arch. Layer 1 Macromammal Fauna","Unit V-4","-","-","-"
"1215","Doroshivtsi III","Doroshivtsi III 2019 Exc. Arch. Layer 1 Macromammal Fauna","Unit V-5","-","-","-"
"1216","Doroshivtsi III","Doroshivtsi III 2019 Exc. Arch. Layer 2 Macromammal Fauna","Unit V-5","-","-","-"
"1217","Doroshivtsi III","Doroshivtsi III 2019 Exc. Arch. Layer 2 Macromammal Fauna","Unit V-6","-","-","-"
"1218","Doroshivtsi III","Doroshivtsi III 2019 Exc. Arch. Layer 2 Macromammal Fauna","Unit VI","-","-","-"
"1219","Doroshivtsi III","Doroshivtsi III 2019 Exc. Arch. Layer 3 Macromammal Fauna","Unit VI","-","-","-"
"1220","Doroshivtsi III","Doroshivtsi III 2019 Exc. Arch. Layer 4 Macromammal Fauna","Unit VI","-","-","-"
"1221","Doroshivtsi III","Doroshivtsi III 2019 Exc. Arch. Layer 5 Macromammal Fauna","Unit VII-1","-","-","-"
"1222","Doroshivtsi III","Doroshivtsi III 2019 Exc. Arch. Layer 5 Macromammal Fauna","Unit VII-2","-","-","-"
"1223","Doroshivtsi III","Doroshivtsi III 2019 Exc. Arch. Layer 5 Macromammal Fauna","Unit VII-2","-","-","-"
"1224","Doroshivtsi III","Doroshivtsi III 2019 Exc. Arch. Layer 5a Macromammal Fauna","Unit VII-2","-","-","-"
"1225","Doroshivtsi III","Doroshivtsi III 2019 Exc. Arch. Layer 5a Macromammal Fauna","Unit VII-2","-","-","-"
"1226","Doroshivtsi III","Doroshivtsi III 2019 Exc. Arch. Layer 6 Macromammal Fauna","Unit VII-3","-","-","-"
"1227","Duan","Duan fauna","Layer 1","-","-","-"
"1228","Duan","Duan fauna","Layer 2","-","-","-"
"1229","Duan","Duan fauna","Layer 3","-","-","-"
"1230","Duan","Duan fauna","Layer 4","-","-","-"
"1231","Duan","Duan fauna","Layer 5","-","-","-"
"1232","Dziadowa Skala Cave","Layer 3c Macromammal Fauna","Layer 3c","-","-","-"
"1233","Dziadowa Skala Cave","Layer 4 Macromammal Fauna","Layer 4","-","-","-"
"1234","Dziadowa Skala Cave","Layer 5-6 Macromammal Fauna","Layer 5","-","-","-"
"1235","Dziadowa Skala Cave","Layer 5-6 Macromammal Fauna","Layer 6","-","-","-"
"1236","Dziadowa Skala Cave","Layer 7-8 Macromammal Fauna","Layer 7","-","-","-"
"1237","Dziadowa Skala Cave","Layer 7-8 Macromammal Fauna","Layer 8","-","-","-"
"1238","Dziadowa Skala Cave","Layer 9 Macromammal Fauna","Layer 9","-","-","-"
"1239","Dzudzuana Cave","Dzudzuana Cave Unit B Fauna","Unit B","12000","1000","14C (radiocarbon) dating"
"1240","Dzudzuana Cave","Dzudzuana Cave Unit C Fauna","Unit C","21500","1500","14C (radiocarbon) dating"
"1241","Dzudzuana Cave","Dzudzuana Cave Unit D Fauna","Unit D","29500","2500","14C (radiocarbon) dating"
"1242","Dzudzuana Cave","Dzudzuana Cave Unit B1 upper area Fauna","Unit B","-","-","-"
"1243","Dzudzuana Cave","Dzudzuana Cave Unit B2 upper area Fauna","Unit B","-","-","-"
"1244","Dzudzuana Cave","Dzudzuana Cave Unit C upper area Fauna","Unit C","21500","1500","14C (radiocarbon) dating"
"1245","Ein Qashish","Hominid 2","Unit 5","-","-","-"
"1246","Ein Qashish","Hominid 3","Unit 3","-","-","-"
"1247","Ein Qashish","Unit 3, Fauna","Unit 3","-","-","-"
"1248","Ein Qashish","Unit 5, Fauna","Unit 5","-","-","-"
"1249","Einhornhöhle","Weißer Saal - Dolomitasche and Jacob-Friesen Gallery Layer 0, A, B Macro-Mammal Fauna","Einhornhöhle layer 0","-","-","-"
"1250","Einhornhöhle","Weißer Saal - Dolomitasche and Jacob-Friesen Gallery Layer 0, A, B Macro-Mammal Fauna","Einhornhöhle layer A","-","-","-"
"1251","Einhornhöhle","Weißer Saal - Dolomitasche and Jacob-Friesen Gallery Layer 0, A, B Macro-Mammal Fauna","Einhornhöhle layer B","-","-","-"
"1252","Einhornhöhle","Weißer Saal - Dolomitasche and Jacob-Friesen Gallery Layer 0, A, B Micro-Mammal Fauna","Einhornhöhle layer 0","-","-","-"
"1253","Einhornhöhle","Weißer Saal - Dolomitasche and Jacob-Friesen Gallery Layer 0, A, B Micro-Mammal Fauna","Einhornhöhle layer A","-","-","-"
"1254","Einhornhöhle","Weißer Saal - Dolomitasche and Jacob-Friesen Gallery Layer 0, A, B Micro-Mammal Fauna","Einhornhöhle layer B","-","-","-"
"1255","Einhornhöhle","Jacob-Friesen Gallery - Layers D-H Micro-Mammal Fauna","Einhornhöhle layer D","-","-","-"
"1256","Einhornhöhle","Jacob-Friesen Gallery - Layers D-H Micro-Mammal Fauna","Einhornhöhle layer E","-","-","-"
"1257","Einhornhöhle","Jacob-Friesen Gallery - Layers D-H Micro-Mammal Fauna","Einhornhöhle layer F","-","-","-"
"1258","Einhornhöhle","Jacob-Friesen Gallery - Layers D-H Micro-Mammal Fauna","Einhornhöhle layer G","-","-","-"
"1259","Einhornhöhle","Jacob-Friesen Gallery - Layers D-H Micro-Mammal Fauna","Einhornhöhle layer H","-","-","-"
"1260","Einhornhöhle","Jacob-Friesen Gallery - Layers D-H Macro-Mammal Fauna","Einhornhöhle layer D","-","-","-"
"1261","Einhornhöhle","Jacob-Friesen Gallery - Layers D-H Macro-Mammal Fauna","Einhornhöhle layer E","-","-","-"
"1262","Einhornhöhle","Jacob-Friesen Gallery - Layers D-H Macro-Mammal Fauna","Einhornhöhle layer F","-","-","-"
"1263","Einhornhöhle","Jacob-Friesen Gallery - Layers D-H Macro-Mammal Fauna","Einhornhöhle layer G","-","-","-"
"1264","Einhornhöhle","Jacob-Friesen Gallery - Layers D-H Macro-Mammal Fauna","Einhornhöhle layer H","-","-","-"
"1265","El Castillo","El Castillo Unit 18 human remains 1","Unit 18","-","-","-"
"1266","El Castillo","El Castillo Unit 18 human remains 2","Unit 18","-","-","-"
"1267","El Castillo","El Castillo Unit 18 human remains 3","Unit 18","-","-","-"
"1268","El Castillo","El Castillo Unit 20 human remains","Unit 20","-","-","-"
"1269","El Castillo","El Castillo Unit 21 human remains","Unit 21","-","-","-"
"1270","El Castillo","El Castillo Unit 22 human remains","Unit 22","-","-","-"
"1271","El Castillo","El Castillo Unit 18b human remains 1","Unit 18","-","-","-"
"1272","El Castillo","El Castillo Unit 18b human remains 2","Unit 18","-","-","-"
"1273","El Castillo","El Castillo Unit 18b human remains 3","Unit 18","-","-","-"
"1274","El Castillo","El Castillo Exc. 1910-14 Unit 1-5 fauna","Unit 1","-","-","-"
"1275","El Castillo","El Castillo Exc. 1910-14 Unit 1-5 fauna","Unit 2","-","-","-"
"1276","El Castillo","El Castillo Exc. 1910-14 Unit 1-5 fauna","Unit 3","-","-","-"
"1277","El Castillo","El Castillo Exc. 1910-14 Unit 1-5 fauna","Unit 4","-","-","-"
"1278","El Castillo","El Castillo Exc. 1910-14 Unit 1-5 fauna","Unit 5","-","-","-"
"1279","El Castillo","El Castillo Exc. 1910-14 Unit 6 fauna","Unit 6","-","-","-"
"1280","El Castillo","El Castillo Exc. 1910-14 Unit 7 fauna","Unit 7","-","-","-"
"1281","El Castillo","El Castillo Exc. 1910-14 Unit 8 fauna","Unit 8","-","-","-"
"1282","El Castillo","El Castillo Exc. 1910-14 Unit 9 fauna","Unit 9","-","-","-"
"1283","El Castillo","El Castillo Exc. 1910-14 Unit 10 fauna","Unit 10","-","-","-"
"1284","El Castillo","El Castillo Exc. 1910-14 Unit 11 fauna","Unit 11","-","-","-"
"1285","El Castillo","El Castillo Exc. 1910-14 Unit 12 fauna","Unit 12","24070","150","14C (radiocarbon) dating"
"1287","El Castillo","El Castillo Exc. 1910-14 Unit 12 fauna","Unit 12","25920","140","14C (radiocarbon) dating"
"1289","El Castillo","El Castillo Exc. 1910-14 Unit 12 fauna","Unit 12","25520","140","14C (radiocarbon) dating"
"1290","El Castillo","El Castillo Exc. 1910-14 Unit 13 fauna","Unit 13","-","-","-"
"1291","El Castillo","El Castillo Exc. 1910-14 Unit 14 fauna","Unit 14","29740","190","14C (radiocarbon) dating"
"1293","El Castillo","El Castillo Exc. 1910-14 Unit 14 fauna","Unit 14","29600","180","14C (radiocarbon) dating"
"1294","El Castillo","El Castillo Exc. 1910-14 Unit 16 fauna","Unit 16","38600","1000","14C (radiocarbon) dating"
"1296","El Castillo","El Castillo Exc. 1910-14 Unit 16 fauna","Unit 16","39100","1000","14C (radiocarbon) dating"
"1297","El Castillo","El Castillo Exc. 1910-14 Unit 18 fauna","Unit 18","37000","4700","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1299","El Castillo","El Castillo Exc. 1910-14 Unit 18 fauna","Unit 18","37100","4800","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1301","El Castillo","El Castillo Exc. 1910-14 Unit 18 fauna","Unit 18","41200","5200","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1303","El Castillo","El Castillo Exc. 1910-14 Unit 18 fauna","Unit 18","41200","5200","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1305","El Castillo","El Castillo Exc. 1910-14 Unit 18 fauna","Unit 18","42000","5400","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1307","El Castillo","El Castillo Exc. 1910-14 Unit 18 fauna","Unit 18","42100","5400","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1309","El Castillo","El Castillo Exc. 1910-14 Unit 18 fauna","Unit 18","33300","4000","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1311","El Castillo","El Castillo Exc. 1910-14 Unit 18 fauna","Unit 18","33300","4000","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1313","El Castillo","El Castillo Exc. 1910-14 Unit 18 fauna","Unit 18","33600","4200","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1315","El Castillo","El Castillo Exc. 1910-14 Unit 18 fauna","Unit 18","33700","4200","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1317","El Castillo","El Castillo Exc. 1910-14 Unit 18 fauna","Unit 18","34600","4400","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1319","El Castillo","El Castillo Exc. 1910-14 Unit 18 fauna","Unit 18","34600","4400","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1321","El Castillo","El Castillo Exc. 1910-14 Unit 18 fauna","Unit 18","31400","3900","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1323","El Castillo","El Castillo Exc. 1910-14 Unit 18 fauna","Unit 18","31400","3900","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1325","El Castillo","El Castillo Exc. 1910-14 Unit 18 fauna","Unit 18","35000","600","14C (radiocarbon) dating"
"1327","El Castillo","El Castillo Exc. 1910-14 Unit 18 fauna","Unit 18","45800","2300","14C (radiocarbon) dating"
"1329","El Castillo","El Castillo Exc. 1910-14 Unit 18 fauna","Unit 18","46000","2400","14C (radiocarbon) dating"
"1331","El Castillo","El Castillo Exc. 1910-14 Unit 18 fauna","Unit 18","36000","1800","14C (radiocarbon) dating"
"1333","El Castillo","El Castillo Exc. 1910-14 Unit 18 fauna","Unit 18","42100","1500","14C (radiocarbon) dating"
"1335","El Castillo","El Castillo Exc. 1910-14 Unit 18 fauna","Unit 18","43100","1700","14C (radiocarbon) dating"
"1337","El Castillo","El Castillo Exc. 1910-14 Unit 18 fauna","Unit 18","42000","1500","14C (radiocarbon) dating"
"1339","El Castillo","El Castillo Exc. 1910-14 Unit 18 fauna","Unit 18","42700","1600","14C (radiocarbon) dating"
"1341","El Castillo","El Castillo Exc. 1910-14 Unit 18 fauna","Unit 18","39900","1100","14C (radiocarbon) dating"
"1342","El Castillo","El Castillo Exc. 1910-14 Unit 19 fauna","Unit 19","44900","2100","14C (radiocarbon) dating"
"1343","El Castillo","El Castillo Exc. 1910-14 Unit 20 fauna","Unit 20","43900","7500","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1345","El Castillo","El Castillo Exc. 1910-14 Unit 20 fauna","Unit 20","44200","7600","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1347","El Castillo","El Castillo Exc. 1910-14 Unit 20 fauna","Unit 20","43600","8500","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1349","El Castillo","El Castillo Exc. 1910-14 Unit 20 fauna","Unit 20","44700","9000","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1351","El Castillo","El Castillo Exc. 1910-14 Unit 20 fauna","Unit 20","41800","8600","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1353","El Castillo","El Castillo Exc. 1910-14 Unit 20 fauna","Unit 20","43300","9200","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1355","El Castillo","El Castillo Exc. 1910-14 Unit 20 fauna","Unit 20","45600","7900","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1357","El Castillo","El Castillo Exc. 1910-14 Unit 20 fauna","Unit 20","45600","7900","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1359","El Castillo","El Castillo Exc. 1910-14 Unit 20 fauna","Unit 20","38400","6400","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1361","El Castillo","El Castillo Exc. 1910-14 Unit 20 fauna","Unit 20","39600","6800","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1363","El Castillo","El Castillo Exc. 1910-14 Unit 20 fauna","Unit 20","35800","6300","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1365","El Castillo","El Castillo Exc. 1910-14 Unit 20 fauna","Unit 20","35800","6300","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1367","El Castillo","El Castillo Exc. 1910-14 Unit 20 fauna","Unit 20","46500","7800","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1369","El Castillo","El Castillo Exc. 1910-14 Unit 20 fauna","Unit 20","46500","7900","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1371","El Castillo","El Castillo Exc. 1910-14 Unit 20 fauna","Unit 20","41700","7700","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1373","El Castillo","El Castillo Exc. 1910-14 Unit 20 fauna","Unit 20","41700","7700","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1375","El Castillo","El Castillo Exc. 1910-14 Unit 20 fauna","Unit 20","32300","5900","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1377","El Castillo","El Castillo Exc. 1910-14 Unit 20 fauna","Unit 20","32300","5900","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1379","El Castillo","El Castillo Exc. 1910-14 Unit 20 fauna","Unit 20","39600","7900","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1381","El Castillo","El Castillo Exc. 1910-14 Unit 20 fauna","Unit 20","39600","7900","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1383","El Castillo","El Castillo Exc. 1910-14 Unit 20 fauna","Unit 20","44800","8500","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1385","El Castillo","El Castillo Exc. 1910-14 Unit 20 fauna","Unit 20","47000","9400","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1387","El Castillo","El Castillo Exc. 1910-14 Unit 20 fauna","Unit 20","37100","5300","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1389","El Castillo","El Castillo Exc. 1910-14 Unit 20 fauna","Unit 20","38600","5700","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1391","El Castillo","El Castillo Exc. 1910-14 Unit 20 fauna","Unit 20","48700","3400","14C (radiocarbon) dating"
"1393","El Castillo","El Castillo Exc. 1910-14 Unit 20 fauna","Unit 20","49400","3700","14C (radiocarbon) dating"
"1394","El Castillo","El Castillo Exc. 1910-14 Unit 21 fauna","Unit 21","75100","4400","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1396","El Castillo","El Castillo Exc. 1910-14 Unit 21 fauna","Unit 21","75500","4400","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1398","El Castillo","El Castillo Exc. 1910-14 Unit 21 fauna","Unit 21","62500","4300","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1400","El Castillo","El Castillo Exc. 1910-14 Unit 21 fauna","Unit 21","62800","4300","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1401","El Castillo","El Castillo Exc. 1910-14 Unit 22 fauna","Unit 22","79500","4300","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1403","El Castillo","El Castillo Exc. 1910-14 Unit 22 fauna","Unit 22","80000","4400","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1405","El Castillo","El Castillo Exc. 1910-14 Unit 22 fauna","Unit 22","76200","4700","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1407","El Castillo","El Castillo Exc. 1910-14 Unit 22 fauna","Unit 22","76700","4700","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1409","El Castillo","El Castillo Exc. 1910-14 Unit 22 fauna","Unit 22","65600","4700","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1411","El Castillo","El Castillo Exc. 1910-14 Unit 22 fauna","Unit 22","65700","4700","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1413","El Castillo","El Castillo Exc. 1910-14 Unit 22 fauna","Unit 22","59100","5000","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1415","El Castillo","El Castillo Exc. 1910-14 Unit 22 fauna","Unit 22","59300","5000","ESR (electron spin resonance) dating, U series (uranium-thorium) dating"
"1416","El Castillo","El Castillo Exc. 1910-14 Unit 24 fauna","Unit 24","-","-","-"
"1417","El Castillo","El Castillo Exc. 1910-14 Unit 25 fauna","Unit 25","-","-","-"
"1418","El Castillo","El Castillo Exc. 1910-14 Unit 26 fauna","Unit 26","-","-","-"
"1419","El Mirón","Level 11, micromammals","Layer 11","-","-","-"
"1420","El Mirón","Level 11.1, micromammals","Layer 11.1","-","-","-"
"1421","El Mirón","Level 306, micromammals","Layer 306","-","-","-"
"1422","El Mirón","Level 307, micromammals","Layer 307","-","-","-"
"1423","El Mirón","Level 12, micromammals","Layer 12","-","-","-"
"1424","El Mirón","Level 13, micromammals","Layer 13","-","-","-"
"1425","El Mirón","Level 104, micromammals","Layer 104","-","-","-"
"1426","El Mirón","Level 104.2, micromammals","Layer 104","-","-","-"
"1427","El Mirón","Level 105, micromammals","Layer 105","-","-","-"
"1428","El Mirón","Level 106, micromammals","Layer 106","-","-","-"
"1429","El Mirón","Level 107, micromammals","Layer 107","-","-","-"
"1430","El Mirón","Level 108, micromammals","Layer 108","-","-","-"
"1431","El Mirón","Level 14, micromammals","Layer 14","-","-","-"
"1432","El Mirón","Level 15, micromammals","Layer 15","-","-","-"
"1433","El Mirón","Level 16, micromammals","Layer 16","-","-","-"
"1434","El Mirón","Level 311-309, micromammals","Layer 309","-","-","-"
"1435","El Mirón","Level 311-309, micromammals","Layer 310","-","-","-"
"1436","El Mirón","Level 311-309, micromammals","Layer 311","-","-","-"
"1437","El Mirón","Level 109, micromammals","Layer 109","-","-","-"
"1438","El Mirón","Level 17, micromammals","Layer 17","-","-","-"
"1439","El Mirón","Level 110, micromammals","Layer 110","-","-","-"
"1440","El Mirón","Level 111, micromammals","Layer 111","-","-","-"
"1441","El Mirón","Level 112, micromammals","Layer 112","-","-","-"
"1442","El Mirón","Level 113, micromammals","Layer 113","-","-","-"
"1443","El Mirón","Level 114, micromammals","Layer 114","-","-","-"
"1444","El Mirón","Level 115, micromammals","Layer 115","-","-","-"
"1445","El Mirón","Level 116, micromammals","Layer 116","-","-","-"
"1446","El Mirón","Level 117, micromammals","Layer 117","-","-","-"
"1447","El Mirón","Level 119, micromammals","Layer 119","-","-","-"
"1448","El Mirón","Level 121, micromammals","Layer 121","-","-","-"
"1449","El Mirón","Level 122, micromammals","Layer 122","-","-","-"
"1450","El Mirón","Level 123, micromammals","Layer 123","-","-","-"
"1451","El Mirón","Level 124, micromammals","Layer 124","-","-","-"
"1452","El Mirón","Level 125, micromammals","Layer 125","-","-","-"
"1453","El Mirón","Level 126, micromammals","Layer 126","-","-","-"
"1454","El Mirón","Level 127, micromammals","Layer 127","-","-","-"
"1455","El Mirón","Level 128, micromammals","Layer 128","-","-","-"
"1456","El Mirón","Level 129, micromammals","Layer 129","-","-","-"
"1457","El Mirón","Level 130, micromammals","Layer 130","-","-","-"
"1458","El Salt","El Salt Fauna Unidad D Layer Xb","Unidad D","52300","4600","unknown"
"1459","El Salt","El Salt Fauna Unidad B Layer V-Sup","Unidad B","-","-","-"
"1460","El Salt","El Salt Fauna Unidad C Layer VI","Unidad C","-","-","-"
"1461","El Salt","El Salt Fauna Unidad C Layer VII","Unidad C","-","-","-"
"1462","El Salt","El Salt Fauna Unidad C Layer VII-VIII","Unidad C","-","-","-"
"1463","El Salt","El Salt Fauna Unidad C Layer VIII","Unidad C","-","-","-"
"1464","El Salt","El Salt Fauna Unidad D Layer Xa","Unidad D","-","-","-"
"1465","El Sidrón","El Sidrón Unit I Micromammal Fauna","Unit I","-","-","-"
"1466","El Sidrón","El Sidrón Unit II Micromammal Fauna","Unit II","-","-","-"
"1467","El Sidrón","El Sidrón Unit III Micromammal Fauna","Unit III","-","-","-"
"1468","El Sidrón","El Sidrón Unit IV Micromammal Fauna","Unit IV","-","-","-"
"1469","El Sidrón","El Sidrón Stratum III","Unit III","-","-","-"
"1470","Erd","Erd Macromammal Fauna","Layer A","-","-","-"
"1471","Erd","Erd Macromammal Fauna","Layer B","-","-","-"
"1472","Erd","Erd Macromammal Fauna","Layer C","-","-","-"
"1473","Erd","Erd Macromammal Fauna","Layer D","-","-","-"
"1474","Erd","Erd Micromammal Fauna","Layer C","-","-","-"
"1475","Erd","Erd Micromammal Fauna","Layer D","-","-","-"
"1476","Eshkaft-e Gelimgoush","GH II Macro-Mammal Fauna","GHII","-","-","-"
"1477","Eshkaft-e Gelimgoush","GH III Macro-Mammal Fauna","GHIII","-","-","-"
"1478","Eshkaft-e Gelimgoush","GH IV Macro-Mammal Fauna","GHIV","-","-","-"
"1479","Ezhantsy","Ezhantsy Cultural Horizon Macromammal Fauna","Layer 3","-","-","-"
"1480","Farah II","Farah II 2017 excavation Macromammal Fauna","Archaeologic","-","-","-"
"1481","Farah II","Farah II 2017 excavation Macromammal Fauna","PS 0","-","-","-"
"1482","Farah II","Farah II 2017 excavation Macromammal Fauna","PS 1","-","-","-"
"1483","Farah II","Farah II 2017 excavation Macromammal Fauna","PS 2","-","-","-"
"1484","Farah II","Farah II 2017 excavation Macromammal Fauna","PS 3","-","-","-"
"1485","Farah II","Farah II 2017 excavation Macromammal Fauna","PS 4","-","-","-"
"1486","Farah II","Farah II 2017 excavation Macromammal Fauna","PS 5","-","-","-"
"1487","Farah II","Farah II 2017 excavation Macromammal Fauna","PS 6","-","-","-"
"1488","Feldhofer Grotte","Neandertal 1 (Discovery 1856)","Feldhofer Grotte Layer 1","39900","620","14C (radiocarbon) dating"
"1489","Feldhofer Grotte","Neandertal 1 (Discovery 1997-2000)","Feldhofer Grotte Layer 1","-","-","-"
"1490","Feldhofer Grotte","Neandertal 2","Feldhofer Grotte Layer 1","39240","670","14C (radiocarbon) dating"
"1491","Feldhofer Grotte","Neandertal 3","Feldhofer Grotte Layer 1","-","-","-"
"1492","Feldhofer Grotte","Neandertal, NN 4","Feldhofer Grotte Layer 1","40360","760","14C (radiocarbon) dating"
"1493","Feldhofer Grotte","Neandertal, NN 5","Feldhofer Grotte Layer 1","-","-","-"
"1494","Feldhofer Grotte","Neandertal, NN 6","Feldhofer Grotte Layer 1","-","-","-"
"1495","Feldhofer Grotte","Neandertal, NN 7","Feldhofer Grotte Layer 1","-","-","-"
"1496","Feldhofer Grotte","Neandertal, NN 8","Feldhofer Grotte Layer 1","-","-","-"
"1497","Feldhofer Grotte","Neandertal, NN 9","Feldhofer Grotte Layer 1","-","-","-"
