"","Locality","Assemblage.name","GeoLayer","Age","Pos..standard.deviation","Dating.method"
"4424","Krapina","Krapina Layer 1-9 human remains 301","Complex II Unit c4","-","-","-"
"4425","Krapina","Krapina Layer 1-9 human remains 301","Complex II Unit c5","-","-","-"
"4426","Krapina","Krapina Layer 1-9 human remains 301","Complex II Unit c6","-","-","-"
"4427","Krapina","Krapina Layer 1-9 human remains 301","Complex II Unit c7","-","-","-"
"4428","Krapina","Krapina Layer 1-9 human remains 301","Complex II Unit c8","-","-","-"
"4429","Krapina","Krapina Layer 1-9 human remains 301","Complex II Unit c9","-","-","-"
"4430","Krapina","Krapina Layer 1-9 human remains 302","Complex II Unit c1","-","-","-"
"4431","Krapina","Krapina Layer 1-9 human remains 302","Complex II Unit c2","-","-","-"
"4432","Krapina","Krapina Layer 1-9 human remains 302","Complex II Unit c3","-","-","-"
"4433","Krapina","Krapina Layer 1-9 human remains 302","Complex II Unit c4","-","-","-"
"4434","Krapina","Krapina Layer 1-9 human remains 302","Complex II Unit c5","-","-","-"
"4435","Krapina","Krapina Layer 1-9 human remains 302","Complex II Unit c6","-","-","-"
"4436","Krapina","Krapina Layer 1-9 human remains 302","Complex II Unit c7","-","-","-"
"4437","Krapina","Krapina Layer 1-9 human remains 302","Complex II Unit c8","-","-","-"
"4438","Krapina","Krapina Layer 1-9 human remains 302","Complex II Unit c9","-","-","-"
"4439","Krapina","Krapina Layer 1-9 human remains 303","Complex II Unit c1","-","-","-"
"4440","Krapina","Krapina Layer 1-9 human remains 303","Complex II Unit c2","-","-","-"
"4441","Krapina","Krapina Layer 1-9 human remains 303","Complex II Unit c3","-","-","-"
"4442","Krapina","Krapina Layer 1-9 human remains 303","Complex II Unit c4","-","-","-"
"4443","Krapina","Krapina Layer 1-9 human remains 303","Complex II Unit c5","-","-","-"
"4444","Krapina","Krapina Layer 1-9 human remains 303","Complex II Unit c6","-","-","-"
"4445","Krapina","Krapina Layer 1-9 human remains 303","Complex II Unit c7","-","-","-"
"4446","Krapina","Krapina Layer 1-9 human remains 303","Complex II Unit c8","-","-","-"
"4447","Krapina","Krapina Layer 1-9 human remains 303","Complex II Unit c9","-","-","-"
"4448","Krapina","Krapina Layer 1-9 human remains 304","Complex II Unit c1","-","-","-"
"4449","Krapina","Krapina Layer 1-9 human remains 304","Complex II Unit c2","-","-","-"
"4450","Krapina","Krapina Layer 1-9 human remains 304","Complex II Unit c3","-","-","-"
"4451","Krapina","Krapina Layer 1-9 human remains 304","Complex II Unit c4","-","-","-"
"4452","Krapina","Krapina Layer 1-9 human remains 304","Complex II Unit c5","-","-","-"
"4453","Krapina","Krapina Layer 1-9 human remains 304","Complex II Unit c6","-","-","-"
"4454","Krapina","Krapina Layer 1-9 human remains 304","Complex II Unit c7","-","-","-"
"4455","Krapina","Krapina Layer 1-9 human remains 304","Complex II Unit c8","-","-","-"
"4456","Krapina","Krapina Layer 1-9 human remains 304","Complex II Unit c9","-","-","-"
"4457","Krapina","Krapina Layer 1-9 human remains 305","Complex II Unit c1","-","-","-"
"4458","Krapina","Krapina Layer 1-9 human remains 305","Complex II Unit c2","-","-","-"
"4459","Krapina","Krapina Layer 1-9 human remains 305","Complex II Unit c3","-","-","-"
"4460","Krapina","Krapina Layer 1-9 human remains 305","Complex II Unit c4","-","-","-"
"4461","Krapina","Krapina Layer 1-9 human remains 305","Complex II Unit c5","-","-","-"
"4462","Krapina","Krapina Layer 1-9 human remains 305","Complex II Unit c6","-","-","-"
"4463","Krapina","Krapina Layer 1-9 human remains 305","Complex II Unit c7","-","-","-"
"4464","Krapina","Krapina Layer 1-9 human remains 305","Complex II Unit c8","-","-","-"
"4465","Krapina","Krapina Layer 1-9 human remains 305","Complex II Unit c9","-","-","-"
"4466","Krapina","Krapina Layer 1-9 human remains 306","Complex II Unit c1","-","-","-"
"4467","Krapina","Krapina Layer 1-9 human remains 306","Complex II Unit c2","-","-","-"
"4468","Krapina","Krapina Layer 1-9 human remains 306","Complex II Unit c3","-","-","-"
"4469","Krapina","Krapina Layer 1-9 human remains 306","Complex II Unit c4","-","-","-"
"4470","Krapina","Krapina Layer 1-9 human remains 306","Complex II Unit c5","-","-","-"
"4471","Krapina","Krapina Layer 1-9 human remains 306","Complex II Unit c6","-","-","-"
"4472","Krapina","Krapina Layer 1-9 human remains 306","Complex II Unit c7","-","-","-"
"4473","Krapina","Krapina Layer 1-9 human remains 306","Complex II Unit c8","-","-","-"
"4474","Krapina","Krapina Layer 1-9 human remains 306","Complex II Unit c9","-","-","-"
"4475","Krapina","Krapina Layer 1-9 human remains 307","Complex II Unit c1","-","-","-"
"4476","Krapina","Krapina Layer 1-9 human remains 307","Complex II Unit c2","-","-","-"
"4477","Krapina","Krapina Layer 1-9 human remains 307","Complex II Unit c3","-","-","-"
"4478","Krapina","Krapina Layer 1-9 human remains 307","Complex II Unit c4","-","-","-"
"4479","Krapina","Krapina Layer 1-9 human remains 307","Complex II Unit c5","-","-","-"
"4480","Krapina","Krapina Layer 1-9 human remains 307","Complex II Unit c6","-","-","-"
"4481","Krapina","Krapina Layer 1-9 human remains 307","Complex II Unit c7","-","-","-"
"4482","Krapina","Krapina Layer 1-9 human remains 307","Complex II Unit c8","-","-","-"
"4483","Krapina","Krapina Layer 1-9 human remains 307","Complex II Unit c9","-","-","-"
"4484","Krapina","Krapina Layer 1-9 human remains 308","Complex II Unit c1","-","-","-"
"4485","Krapina","Krapina Layer 1-9 human remains 308","Complex II Unit c2","-","-","-"
"4486","Krapina","Krapina Layer 1-9 human remains 308","Complex II Unit c3","-","-","-"
"4487","Krapina","Krapina Layer 1-9 human remains 308","Complex II Unit c4","-","-","-"
"4488","Krapina","Krapina Layer 1-9 human remains 308","Complex II Unit c5","-","-","-"
"4489","Krapina","Krapina Layer 1-9 human remains 308","Complex II Unit c6","-","-","-"
"4490","Krapina","Krapina Layer 1-9 human remains 308","Complex II Unit c7","-","-","-"
"4491","Krapina","Krapina Layer 1-9 human remains 308","Complex II Unit c8","-","-","-"
"4492","Krapina","Krapina Layer 1-9 human remains 308","Complex II Unit c9","-","-","-"
"4493","Krapina","Krapina Layer 1-9 human remains 309","Complex II Unit c1","-","-","-"
"4494","Krapina","Krapina Layer 1-9 human remains 309","Complex II Unit c2","-","-","-"
"4495","Krapina","Krapina Layer 1-9 human remains 309","Complex II Unit c3","-","-","-"
"4496","Krapina","Krapina Layer 1-9 human remains 309","Complex II Unit c4","-","-","-"
"4497","Krapina","Krapina Layer 1-9 human remains 309","Complex II Unit c5","-","-","-"
"4498","Krapina","Krapina Layer 1-9 human remains 309","Complex II Unit c6","-","-","-"
"4499","Krapina","Krapina Layer 1-9 human remains 309","Complex II Unit c7","-","-","-"
"4500","Krapina","Krapina Layer 1-9 human remains 309","Complex II Unit c8","-","-","-"
"4501","Krapina","Krapina Layer 1-9 human remains 309","Complex II Unit c9","-","-","-"
"4502","Krapina","Krapina Layer 1-9 human remains 310","Complex II Unit c1","-","-","-"
"4503","Krapina","Krapina Layer 1-9 human remains 310","Complex II Unit c2","-","-","-"
"4504","Krapina","Krapina Layer 1-9 human remains 310","Complex II Unit c3","-","-","-"
"4505","Krapina","Krapina Layer 1-9 human remains 310","Complex II Unit c4","-","-","-"
"4506","Krapina","Krapina Layer 1-9 human remains 310","Complex II Unit c5","-","-","-"
"4507","Krapina","Krapina Layer 1-9 human remains 310","Complex II Unit c6","-","-","-"
"4508","Krapina","Krapina Layer 1-9 human remains 310","Complex II Unit c7","-","-","-"
"4509","Krapina","Krapina Layer 1-9 human remains 310","Complex II Unit c8","-","-","-"
"4510","Krapina","Krapina Layer 1-9 human remains 310","Complex II Unit c9","-","-","-"
"4511","Krapina","Krapina Layer 1-9 human remains 311","Complex II Unit c1","-","-","-"
"4512","Krapina","Krapina Layer 1-9 human remains 311","Complex II Unit c2","-","-","-"
"4513","Krapina","Krapina Layer 1-9 human remains 311","Complex II Unit c3","-","-","-"
"4514","Krapina","Krapina Layer 1-9 human remains 311","Complex II Unit c4","-","-","-"
"4515","Krapina","Krapina Layer 1-9 human remains 311","Complex II Unit c5","-","-","-"
"4516","Krapina","Krapina Layer 1-9 human remains 311","Complex II Unit c6","-","-","-"
"4517","Krapina","Krapina Layer 1-9 human remains 311","Complex II Unit c7","-","-","-"
"4518","Krapina","Krapina Layer 1-9 human remains 311","Complex II Unit c8","-","-","-"
"4519","Krapina","Krapina Layer 1-9 human remains 311","Complex II Unit c9","-","-","-"
"4520","Krapina","Krapina Layer 1-9 human remains 312","Complex II Unit c1","-","-","-"
"4521","Krapina","Krapina Layer 1-9 human remains 312","Complex II Unit c2","-","-","-"
"4522","Krapina","Krapina Layer 1-9 human remains 312","Complex II Unit c3","-","-","-"
"4523","Krapina","Krapina Layer 1-9 human remains 312","Complex II Unit c4","-","-","-"
"4524","Krapina","Krapina Layer 1-9 human remains 312","Complex II Unit c5","-","-","-"
"4525","Krapina","Krapina Layer 1-9 human remains 312","Complex II Unit c6","-","-","-"
"4526","Krapina","Krapina Layer 1-9 human remains 312","Complex II Unit c7","-","-","-"
"4527","Krapina","Krapina Layer 1-9 human remains 312","Complex II Unit c8","-","-","-"
"4528","Krapina","Krapina Layer 1-9 human remains 312","Complex II Unit c9","-","-","-"
"4529","Krapina","Krapina Layer 1-9 human remains 313","Complex II Unit c1","-","-","-"
"4530","Krapina","Krapina Layer 1-9 human remains 313","Complex II Unit c2","-","-","-"
"4531","Krapina","Krapina Layer 1-9 human remains 313","Complex II Unit c3","-","-","-"
"4532","Krapina","Krapina Layer 1-9 human remains 313","Complex II Unit c4","-","-","-"
"4533","Krapina","Krapina Layer 1-9 human remains 313","Complex II Unit c5","-","-","-"
"4534","Krapina","Krapina Layer 1-9 human remains 313","Complex II Unit c6","-","-","-"
"4535","Krapina","Krapina Layer 1-9 human remains 313","Complex II Unit c7","-","-","-"
"4536","Krapina","Krapina Layer 1-9 human remains 313","Complex II Unit c8","-","-","-"
"4537","Krapina","Krapina Layer 1-9 human remains 313","Complex II Unit c9","-","-","-"
"4538","Krapina","Krapina Layer 1-9 human remains 314","Complex II Unit c1","-","-","-"
"4539","Krapina","Krapina Layer 1-9 human remains 314","Complex II Unit c2","-","-","-"
"4540","Krapina","Krapina Layer 1-9 human remains 314","Complex II Unit c3","-","-","-"
"4541","Krapina","Krapina Layer 1-9 human remains 314","Complex II Unit c4","-","-","-"
"4542","Krapina","Krapina Layer 1-9 human remains 314","Complex II Unit c5","-","-","-"
"4543","Krapina","Krapina Layer 1-9 human remains 314","Complex II Unit c6","-","-","-"
"4544","Krapina","Krapina Layer 1-9 human remains 314","Complex II Unit c7","-","-","-"
"4545","Krapina","Krapina Layer 1-9 human remains 314","Complex II Unit c8","-","-","-"
"4546","Krapina","Krapina Layer 1-9 human remains 314","Complex II Unit c9","-","-","-"
"4547","Krapina","Krapina Layer 1-9 human remains 315","Complex II Unit c1","-","-","-"
"4548","Krapina","Krapina Layer 1-9 human remains 315","Complex II Unit c2","-","-","-"
"4549","Krapina","Krapina Layer 1-9 human remains 315","Complex II Unit c3","-","-","-"
"4550","Krapina","Krapina Layer 1-9 human remains 315","Complex II Unit c4","-","-","-"
"4551","Krapina","Krapina Layer 1-9 human remains 315","Complex II Unit c5","-","-","-"
"4552","Krapina","Krapina Layer 1-9 human remains 315","Complex II Unit c6","-","-","-"
"4553","Krapina","Krapina Layer 1-9 human remains 315","Complex II Unit c7","-","-","-"
"4554","Krapina","Krapina Layer 1-9 human remains 315","Complex II Unit c8","-","-","-"
"4555","Krapina","Krapina Layer 1-9 human remains 315","Complex II Unit c9","-","-","-"
"4556","Krapina","Krapina Layer 1-9 human remains 316","Complex II Unit c1","-","-","-"
"4557","Krapina","Krapina Layer 1-9 human remains 316","Complex II Unit c2","-","-","-"
"4558","Krapina","Krapina Layer 1-9 human remains 316","Complex II Unit c3","-","-","-"
"4559","Krapina","Krapina Layer 1-9 human remains 316","Complex II Unit c4","-","-","-"
"4560","Krapina","Krapina Layer 1-9 human remains 316","Complex II Unit c5","-","-","-"
"4561","Krapina","Krapina Layer 1-9 human remains 316","Complex II Unit c6","-","-","-"
"4562","Krapina","Krapina Layer 1-9 human remains 316","Complex II Unit c7","-","-","-"
"4563","Krapina","Krapina Layer 1-9 human remains 316","Complex II Unit c8","-","-","-"
"4564","Krapina","Krapina Layer 1-9 human remains 316","Complex II Unit c9","-","-","-"
"4565","Krapina","Krapina Layer 1-9 human remains 317","Complex II Unit c1","-","-","-"
"4566","Krapina","Krapina Layer 1-9 human remains 317","Complex II Unit c2","-","-","-"
"4567","Krapina","Krapina Layer 1-9 human remains 317","Complex II Unit c3","-","-","-"
"4568","Krapina","Krapina Layer 1-9 human remains 317","Complex II Unit c4","-","-","-"
"4569","Krapina","Krapina Layer 1-9 human remains 317","Complex II Unit c5","-","-","-"
"4570","Krapina","Krapina Layer 1-9 human remains 317","Complex II Unit c6","-","-","-"
"4571","Krapina","Krapina Layer 1-9 human remains 317","Complex II Unit c7","-","-","-"
"4572","Krapina","Krapina Layer 1-9 human remains 317","Complex II Unit c8","-","-","-"
"4573","Krapina","Krapina Layer 1-9 human remains 317","Complex II Unit c9","-","-","-"
"4574","Krapina","Krapina Layer 1-9 human remains 318","Complex II Unit c1","-","-","-"
"4575","Krapina","Krapina Layer 1-9 human remains 318","Complex II Unit c2","-","-","-"
"4576","Krapina","Krapina Layer 1-9 human remains 318","Complex II Unit c3","-","-","-"
"4577","Krapina","Krapina Layer 1-9 human remains 318","Complex II Unit c4","-","-","-"
"4578","Krapina","Krapina Layer 1-9 human remains 318","Complex II Unit c5","-","-","-"
"4579","Krapina","Krapina Layer 1-9 human remains 318","Complex II Unit c6","-","-","-"
"4580","Krapina","Krapina Layer 1-9 human remains 318","Complex II Unit c7","-","-","-"
"4581","Krapina","Krapina Layer 1-9 human remains 318","Complex II Unit c8","-","-","-"
"4582","Krapina","Krapina Layer 1-9 human remains 318","Complex II Unit c9","-","-","-"
"4583","Krapina","Krapina Layer 1-9 human remains 319","Complex II Unit c1","-","-","-"
"4584","Krapina","Krapina Layer 1-9 human remains 319","Complex II Unit c2","-","-","-"
"4585","Krapina","Krapina Layer 1-9 human remains 319","Complex II Unit c3","-","-","-"
"4586","Krapina","Krapina Layer 1-9 human remains 319","Complex II Unit c4","-","-","-"
"4587","Krapina","Krapina Layer 1-9 human remains 319","Complex II Unit c5","-","-","-"
"4588","Krapina","Krapina Layer 1-9 human remains 319","Complex II Unit c6","-","-","-"
"4589","Krapina","Krapina Layer 1-9 human remains 319","Complex II Unit c7","-","-","-"
"4590","Krapina","Krapina Layer 1-9 human remains 319","Complex II Unit c8","-","-","-"
"4591","Krapina","Krapina Layer 1-9 human remains 319","Complex II Unit c9","-","-","-"
"4592","Krapina","Krapina Layer 1-9 human remains 320","Complex II Unit c1","-","-","-"
"4593","Krapina","Krapina Layer 1-9 human remains 320","Complex II Unit c2","-","-","-"
"4594","Krapina","Krapina Layer 1-9 human remains 320","Complex II Unit c3","-","-","-"
"4595","Krapina","Krapina Layer 1-9 human remains 320","Complex II Unit c4","-","-","-"
"4596","Krapina","Krapina Layer 1-9 human remains 320","Complex II Unit c5","-","-","-"
"4597","Krapina","Krapina Layer 1-9 human remains 320","Complex II Unit c6","-","-","-"
"4598","Krapina","Krapina Layer 1-9 human remains 320","Complex II Unit c7","-","-","-"
"4599","Krapina","Krapina Layer 1-9 human remains 320","Complex II Unit c8","-","-","-"
"4600","Krapina","Krapina Layer 1-9 human remains 320","Complex II Unit c9","-","-","-"
"4601","Krapina","Krapina Layer 1-9 human remains 321","Complex II Unit c1","-","-","-"
"4602","Krapina","Krapina Layer 1-9 human remains 321","Complex II Unit c2","-","-","-"
"4603","Krapina","Krapina Layer 1-9 human remains 321","Complex II Unit c3","-","-","-"
"4604","Krapina","Krapina Layer 1-9 human remains 321","Complex II Unit c4","-","-","-"
"4605","Krapina","Krapina Layer 1-9 human remains 321","Complex II Unit c5","-","-","-"
"4606","Krapina","Krapina Layer 1-9 human remains 321","Complex II Unit c6","-","-","-"
"4607","Krapina","Krapina Layer 1-9 human remains 321","Complex II Unit c7","-","-","-"
"4608","Krapina","Krapina Layer 1-9 human remains 321","Complex II Unit c8","-","-","-"
"4609","Krapina","Krapina Layer 1-9 human remains 321","Complex II Unit c9","-","-","-"
"4610","Krapina","Krapina Layer 1-9 human remains 322","Complex II Unit c1","-","-","-"
"4611","Krapina","Krapina Layer 1-9 human remains 322","Complex II Unit c2","-","-","-"
"4612","Krapina","Krapina Layer 1-9 human remains 322","Complex II Unit c3","-","-","-"
"4613","Krapina","Krapina Layer 1-9 human remains 322","Complex II Unit c4","-","-","-"
"4614","Krapina","Krapina Layer 1-9 human remains 322","Complex II Unit c5","-","-","-"
"4615","Krapina","Krapina Layer 1-9 human remains 322","Complex II Unit c6","-","-","-"
"4616","Krapina","Krapina Layer 1-9 human remains 322","Complex II Unit c7","-","-","-"
"4617","Krapina","Krapina Layer 1-9 human remains 322","Complex II Unit c8","-","-","-"
"4618","Krapina","Krapina Layer 1-9 human remains 322","Complex II Unit c9","-","-","-"
"4619","Krapina","Krapina Layer 1-9 human remains 323","Complex II Unit c1","-","-","-"
"4620","Krapina","Krapina Layer 1-9 human remains 323","Complex II Unit c2","-","-","-"
"4621","Krapina","Krapina Layer 1-9 human remains 323","Complex II Unit c3","-","-","-"
"4622","Krapina","Krapina Layer 1-9 human remains 323","Complex II Unit c4","-","-","-"
"4623","Krapina","Krapina Layer 1-9 human remains 323","Complex II Unit c5","-","-","-"
"4624","Krapina","Krapina Layer 1-9 human remains 323","Complex II Unit c6","-","-","-"
"4625","Krapina","Krapina Layer 1-9 human remains 323","Complex II Unit c7","-","-","-"
"4626","Krapina","Krapina Layer 1-9 human remains 323","Complex II Unit c8","-","-","-"
"4627","Krapina","Krapina Layer 1-9 human remains 323","Complex II Unit c9","-","-","-"
"4628","Krapina","Krapina Layer 1-9 human remains 324","Complex II Unit c1","-","-","-"
"4629","Krapina","Krapina Layer 1-9 human remains 324","Complex II Unit c2","-","-","-"
"4630","Krapina","Krapina Layer 1-9 human remains 324","Complex II Unit c3","-","-","-"
"4631","Krapina","Krapina Layer 1-9 human remains 324","Complex II Unit c4","-","-","-"
"4632","Krapina","Krapina Layer 1-9 human remains 324","Complex II Unit c5","-","-","-"
"4633","Krapina","Krapina Layer 1-9 human remains 324","Complex II Unit c6","-","-","-"
"4634","Krapina","Krapina Layer 1-9 human remains 324","Complex II Unit c7","-","-","-"
"4635","Krapina","Krapina Layer 1-9 human remains 324","Complex II Unit c8","-","-","-"
"4636","Krapina","Krapina Layer 1-9 human remains 324","Complex II Unit c9","-","-","-"
"4637","Krapina","Krapina Layer 1-9 human remains 325","Complex II Unit c1","-","-","-"
"4638","Krapina","Krapina Layer 1-9 human remains 325","Complex II Unit c2","-","-","-"
"4639","Krapina","Krapina Layer 1-9 human remains 325","Complex II Unit c3","-","-","-"
"4640","Krapina","Krapina Layer 1-9 human remains 325","Complex II Unit c4","-","-","-"
"4641","Krapina","Krapina Layer 1-9 human remains 325","Complex II Unit c5","-","-","-"
"4642","Krapina","Krapina Layer 1-9 human remains 325","Complex II Unit c6","-","-","-"
"4643","Krapina","Krapina Layer 1-9 human remains 325","Complex II Unit c7","-","-","-"
"4644","Krapina","Krapina Layer 1-9 human remains 325","Complex II Unit c8","-","-","-"
"4645","Krapina","Krapina Layer 1-9 human remains 325","Complex II Unit c9","-","-","-"
"4646","Krapina","Krapina Layer 1-9 human remains 326","Complex II Unit c1","-","-","-"
"4647","Krapina","Krapina Layer 1-9 human remains 326","Complex II Unit c2","-","-","-"
"4648","Krapina","Krapina Layer 1-9 human remains 326","Complex II Unit c3","-","-","-"
"4649","Krapina","Krapina Layer 1-9 human remains 326","Complex II Unit c4","-","-","-"
"4650","Krapina","Krapina Layer 1-9 human remains 326","Complex II Unit c5","-","-","-"
"4651","Krapina","Krapina Layer 1-9 human remains 326","Complex II Unit c6","-","-","-"
"4652","Krapina","Krapina Layer 1-9 human remains 326","Complex II Unit c7","-","-","-"
"4653","Krapina","Krapina Layer 1-9 human remains 326","Complex II Unit c8","-","-","-"
"4654","Krapina","Krapina Layer 1-9 human remains 326","Complex II Unit c9","-","-","-"
"4655","Krapina","Krapina Layer 1-9 human remains 327","Complex II Unit c1","-","-","-"
"4656","Krapina","Krapina Layer 1-9 human remains 327","Complex II Unit c2","-","-","-"
"4657","Krapina","Krapina Layer 1-9 human remains 327","Complex II Unit c3","-","-","-"
"4658","Krapina","Krapina Layer 1-9 human remains 327","Complex II Unit c4","-","-","-"
"4659","Krapina","Krapina Layer 1-9 human remains 327","Complex II Unit c5","-","-","-"
"4660","Krapina","Krapina Layer 1-9 human remains 327","Complex II Unit c6","-","-","-"
"4661","Krapina","Krapina Layer 1-9 human remains 327","Complex II Unit c7","-","-","-"
"4662","Krapina","Krapina Layer 1-9 human remains 327","Complex II Unit c8","-","-","-"
"4663","Krapina","Krapina Layer 1-9 human remains 327","Complex II Unit c9","-","-","-"
"4664","Krapina","Krapina Layer 1-9 human remains 328","Complex II Unit c1","-","-","-"
"4665","Krapina","Krapina Layer 1-9 human remains 328","Complex II Unit c2","-","-","-"
"4666","Krapina","Krapina Layer 1-9 human remains 328","Complex II Unit c3","-","-","-"
"4667","Krapina","Krapina Layer 1-9 human remains 328","Complex II Unit c4","-","-","-"
"4668","Krapina","Krapina Layer 1-9 human remains 328","Complex II Unit c5","-","-","-"
"4669","Krapina","Krapina Layer 1-9 human remains 328","Complex II Unit c6","-","-","-"
"4670","Krapina","Krapina Layer 1-9 human remains 328","Complex II Unit c7","-","-","-"
"4671","Krapina","Krapina Layer 1-9 human remains 328","Complex II Unit c8","-","-","-"
"4672","Krapina","Krapina Layer 1-9 human remains 328","Complex II Unit c9","-","-","-"
"4673","Krapina","Krapina Layer 1-9 human remains 329","Complex II Unit c1","-","-","-"
"4674","Krapina","Krapina Layer 1-9 human remains 329","Complex II Unit c2","-","-","-"
"4675","Krapina","Krapina Layer 1-9 human remains 329","Complex II Unit c3","-","-","-"
"4676","Krapina","Krapina Layer 1-9 human remains 329","Complex II Unit c4","-","-","-"
"4677","Krapina","Krapina Layer 1-9 human remains 329","Complex II Unit c5","-","-","-"
"4678","Krapina","Krapina Layer 1-9 human remains 329","Complex II Unit c6","-","-","-"
"4679","Krapina","Krapina Layer 1-9 human remains 329","Complex II Unit c7","-","-","-"
"4680","Krapina","Krapina Layer 1-9 human remains 329","Complex II Unit c8","-","-","-"
"4681","Krapina","Krapina Layer 1-9 human remains 329","Complex II Unit c9","-","-","-"
"4682","Krapina","Krapina Layer 1-9 human remains 330","Complex II Unit c1","-","-","-"
"4683","Krapina","Krapina Layer 1-9 human remains 330","Complex II Unit c2","-","-","-"
"4684","Krapina","Krapina Layer 1-9 human remains 330","Complex II Unit c3","-","-","-"
"4685","Krapina","Krapina Layer 1-9 human remains 330","Complex II Unit c4","-","-","-"
"4686","Krapina","Krapina Layer 1-9 human remains 330","Complex II Unit c5","-","-","-"
"4687","Krapina","Krapina Layer 1-9 human remains 330","Complex II Unit c6","-","-","-"
"4688","Krapina","Krapina Layer 1-9 human remains 330","Complex II Unit c7","-","-","-"
"4689","Krapina","Krapina Layer 1-9 human remains 330","Complex II Unit c8","-","-","-"
"4690","Krapina","Krapina Layer 1-9 human remains 330","Complex II Unit c9","-","-","-"
"4691","Krapina","Krapina Layer 1-9 human remains 331","Complex II Unit c1","-","-","-"
"4692","Krapina","Krapina Layer 1-9 human remains 331","Complex II Unit c2","-","-","-"
"4693","Krapina","Krapina Layer 1-9 human remains 331","Complex II Unit c3","-","-","-"
"4694","Krapina","Krapina Layer 1-9 human remains 331","Complex II Unit c4","-","-","-"
"4695","Krapina","Krapina Layer 1-9 human remains 331","Complex II Unit c5","-","-","-"
"4696","Krapina","Krapina Layer 1-9 human remains 331","Complex II Unit c6","-","-","-"
"4697","Krapina","Krapina Layer 1-9 human remains 331","Complex II Unit c7","-","-","-"
"4698","Krapina","Krapina Layer 1-9 human remains 331","Complex II Unit c8","-","-","-"
"4699","Krapina","Krapina Layer 1-9 human remains 331","Complex II Unit c9","-","-","-"
"4700","Krapina","Krapina Layer 1-9 human remains 332","Complex II Unit c1","-","-","-"
"4701","Krapina","Krapina Layer 1-9 human remains 332","Complex II Unit c2","-","-","-"
"4702","Krapina","Krapina Layer 1-9 human remains 332","Complex II Unit c3","-","-","-"
"4703","Krapina","Krapina Layer 1-9 human remains 332","Complex II Unit c4","-","-","-"
"4704","Krapina","Krapina Layer 1-9 human remains 332","Complex II Unit c5","-","-","-"
"4705","Krapina","Krapina Layer 1-9 human remains 332","Complex II Unit c6","-","-","-"
"4706","Krapina","Krapina Layer 1-9 human remains 332","Complex II Unit c7","-","-","-"
"4707","Krapina","Krapina Layer 1-9 human remains 332","Complex II Unit c8","-","-","-"
"4708","Krapina","Krapina Layer 1-9 human remains 332","Complex II Unit c9","-","-","-"
"4709","Krapina","Krapina Layer 1-9 human remains 333","Complex II Unit c1","-","-","-"
"4710","Krapina","Krapina Layer 1-9 human remains 333","Complex II Unit c2","-","-","-"
"4711","Krapina","Krapina Layer 1-9 human remains 333","Complex II Unit c3","-","-","-"
"4712","Krapina","Krapina Layer 1-9 human remains 333","Complex II Unit c4","-","-","-"
"4713","Krapina","Krapina Layer 1-9 human remains 333","Complex II Unit c5","-","-","-"
"4714","Krapina","Krapina Layer 1-9 human remains 333","Complex II Unit c6","-","-","-"
"4715","Krapina","Krapina Layer 1-9 human remains 333","Complex II Unit c7","-","-","-"
"4716","Krapina","Krapina Layer 1-9 human remains 333","Complex II Unit c8","-","-","-"
"4717","Krapina","Krapina Layer 1-9 human remains 333","Complex II Unit c9","-","-","-"
"4718","Krapina","Krapina Layer 1-9 human remains 334","Complex II Unit c1","-","-","-"
"4719","Krapina","Krapina Layer 1-9 human remains 334","Complex II Unit c2","-","-","-"
"4720","Krapina","Krapina Layer 1-9 human remains 334","Complex II Unit c3","-","-","-"
"4721","Krapina","Krapina Layer 1-9 human remains 334","Complex II Unit c4","-","-","-"
"4722","Krapina","Krapina Layer 1-9 human remains 334","Complex II Unit c5","-","-","-"
"4723","Krapina","Krapina Layer 1-9 human remains 334","Complex II Unit c6","-","-","-"
"4724","Krapina","Krapina Layer 1-9 human remains 334","Complex II Unit c7","-","-","-"
"4725","Krapina","Krapina Layer 1-9 human remains 334","Complex II Unit c8","-","-","-"
"4726","Krapina","Krapina Layer 1-9 human remains 334","Complex II Unit c9","-","-","-"
"4727","Krapina","Krapina Layer 1-9 human remains 335","Complex II Unit c1","-","-","-"
"4728","Krapina","Krapina Layer 1-9 human remains 335","Complex II Unit c2","-","-","-"
"4729","Krapina","Krapina Layer 1-9 human remains 335","Complex II Unit c3","-","-","-"
"4730","Krapina","Krapina Layer 1-9 human remains 335","Complex II Unit c4","-","-","-"
"4731","Krapina","Krapina Layer 1-9 human remains 335","Complex II Unit c5","-","-","-"
"4732","Krapina","Krapina Layer 1-9 human remains 335","Complex II Unit c6","-","-","-"
"4733","Krapina","Krapina Layer 1-9 human remains 335","Complex II Unit c7","-","-","-"
"4734","Krapina","Krapina Layer 1-9 human remains 335","Complex II Unit c8","-","-","-"
"4735","Krapina","Krapina Layer 1-9 human remains 335","Complex II Unit c9","-","-","-"
"4736","Krapina","Krapina Layer 1-9 human remains 336","Complex II Unit c1","-","-","-"
"4737","Krapina","Krapina Layer 1-9 human remains 336","Complex II Unit c2","-","-","-"
"4738","Krapina","Krapina Layer 1-9 human remains 336","Complex II Unit c3","-","-","-"
"4739","Krapina","Krapina Layer 1-9 human remains 336","Complex II Unit c4","-","-","-"
"4740","Krapina","Krapina Layer 1-9 human remains 336","Complex II Unit c5","-","-","-"
