Dummy,Locality,Assemblage name,GeoLayer,Laboratory,Analysis number,Age,Pos. standard deviation,Neg. standard deviation,Dating method,Material dated,Date of analysis,Comments
,,,,-,93042A,415000,55000,55000,U series (uranium-thorium) dating,tooth,,material_dated: dentine
,Krapina,Krapina Layer 1-9 human remains 482,Complex II Unit c7,-,-,99000,5000,5000,ESR (electron spin resonance) dating,tooth,1995,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,-,132000,5000,5000,ESR (electron spin resonance) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91183A,69700,500,500,U series (uranium-thorium) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91183A,89800,1400,1400,U series (uranium-thorium) dating,tooth,,material_dated: dentine
,Krapina,Krapina Layer 1-9 human remains 482,Complex II Unit c8,-,-,99000,5000,5000,ESR (electron spin resonance) dating,tooth,1995,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,-,132000,5000,5000,ESR (electron spin resonance) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91183A,69700,500,500,U series (uranium-thorium) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91183A,89800,1400,1400,U series (uranium-thorium) dating,tooth,,material_dated: dentine
,Krapina,Krapina Layer 1-9 human remains 482,Complex II Unit c9,-,-,87000,7000,7000,ESR (electron spin resonance) dating,tooth,1995,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,-,113000,10000,10000,ESR (electron spin resonance) dating,tooth,,material_dated: tooth enamel
,Krapina,Krapina Layer 1-9 human remains 483,Complex II Unit c1,-,-,133000,15000,15000,ESR (electron spin resonance) dating,tooth,1995,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,-,180000,15000,15000,ESR (electron spin resonance) dating,tooth,,material_dated: tooth enamel
,Krapina,Krapina Layer 1-9 human remains 483,Complex II Unit c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 483,Complex II Unit c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 483,Complex II Unit c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 483,Complex II Unit c5,-,-,130000,3000,3000,ESR (electron spin resonance) dating,tooth,1995,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,-,167000,10000,10000,ESR (electron spin resonance) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91186A,131000,1000,1000,U series (uranium-thorium) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91186A,223000,4000,4000,U series (uranium-thorium) dating,tooth,,material_dated: dentine
,,,,,,,,,,,,
,,,,-,93042A,415000,55000,55000,U series (uranium-thorium) dating,tooth,,material_dated: dentine
,Krapina,Krapina Layer 1-9 human remains 483,Complex II Unit c6,-,-,130000,3000,3000,ESR (electron spin resonance) dating,tooth,1995,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,-,167000,10000,10000,ESR (electron spin resonance) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91186A,131000,1000,1000,U series (uranium-thorium) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91186A,223000,4000,4000,U series (uranium-thorium) dating,tooth,,material_dated: dentine
,,,,,,,,,,,,
,,,,-,93042A,415000,55000,55000,U series (uranium-thorium) dating,tooth,,material_dated: dentine
,Krapina,Krapina Layer 1-9 human remains 483,Complex II Unit c7,-,-,99000,5000,5000,ESR (electron spin resonance) dating,tooth,1995,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,-,132000,5000,5000,ESR (electron spin resonance) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91183A,69700,500,500,U series (uranium-thorium) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91183A,89800,1400,1400,U series (uranium-thorium) dating,tooth,,material_dated: dentine
,Krapina,Krapina Layer 1-9 human remains 483,Complex II Unit c8,-,-,99000,5000,5000,ESR (electron spin resonance) dating,tooth,1995,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,-,132000,5000,5000,ESR (electron spin resonance) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91183A,69700,500,500,U series (uranium-thorium) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91183A,89800,1400,1400,U series (uranium-thorium) dating,tooth,,material_dated: dentine
,Krapina,Krapina Layer 1-9 human remains 483,Complex II Unit c9,-,-,87000,7000,7000,ESR (electron spin resonance) dating,tooth,1995,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,-,113000,10000,10000,ESR (electron spin resonance) dating,tooth,,material_dated: tooth enamel
,Krapina,Krapina Layer 3 human remains 484,Complex II Unit c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 485,Complex II Unit c1,-,-,133000,15000,15000,ESR (electron spin resonance) dating,tooth,1995,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,-,180000,15000,15000,ESR (electron spin resonance) dating,tooth,,material_dated: tooth enamel
,Krapina,Krapina Layer 1-9 human remains 485,Complex II Unit c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 485,Complex II Unit c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 485,Complex II Unit c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 485,Complex II Unit c5,-,-,130000,3000,3000,ESR (electron spin resonance) dating,tooth,1995,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,-,167000,10000,10000,ESR (electron spin resonance) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91186A,131000,1000,1000,U series (uranium-thorium) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91186A,223000,4000,4000,U series (uranium-thorium) dating,tooth,,material_dated: dentine
,,,,,,,,,,,,
,,,,-,93042A,415000,55000,55000,U series (uranium-thorium) dating,tooth,,material_dated: dentine
,Krapina,Krapina Layer 1-9 human remains 485,Complex II Unit c6,-,-,130000,3000,3000,ESR (electron spin resonance) dating,tooth,1995,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,-,167000,10000,10000,ESR (electron spin resonance) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91186A,131000,1000,1000,U series (uranium-thorium) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91186A,223000,4000,4000,U series (uranium-thorium) dating,tooth,,material_dated: dentine
,,,,,,,,,,,,
,,,,-,93042A,415000,55000,55000,U series (uranium-thorium) dating,tooth,,material_dated: dentine
,Krapina,Krapina Layer 1-9 human remains 485,Complex II Unit c7,-,-,99000,5000,5000,ESR (electron spin resonance) dating,tooth,1995,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,-,132000,5000,5000,ESR (electron spin resonance) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91183A,69700,500,500,U series (uranium-thorium) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91183A,89800,1400,1400,U series (uranium-thorium) dating,tooth,,material_dated: dentine
,Krapina,Krapina Layer 1-9 human remains 485,Complex II Unit c8,-,-,99000,5000,5000,ESR (electron spin resonance) dating,tooth,1995,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,-,132000,5000,5000,ESR (electron spin resonance) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91183A,69700,500,500,U series (uranium-thorium) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91183A,89800,1400,1400,U series (uranium-thorium) dating,tooth,,material_dated: dentine
,Krapina,Krapina Layer 1-9 human remains 485,Complex II Unit c9,-,-,87000,7000,7000,ESR (electron spin resonance) dating,tooth,1995,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,-,113000,10000,10000,ESR (electron spin resonance) dating,tooth,,material_dated: tooth enamel
,Krapina,Krapina Layer 1-9 human remains 486,Complex II Unit c1,-,-,133000,15000,15000,ESR (electron spin resonance) dating,tooth,1995,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,-,180000,15000,15000,ESR (electron spin resonance) dating,tooth,,material_dated: tooth enamel
,Krapina,Krapina Layer 1-9 human remains 486,Complex II Unit c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 486,Complex II Unit c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 486,Complex II Unit c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 486,Complex II Unit c5,-,-,130000,3000,3000,ESR (electron spin resonance) dating,tooth,1995,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,-,167000,10000,10000,ESR (electron spin resonance) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91186A,131000,1000,1000,U series (uranium-thorium) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91186A,223000,4000,4000,U series (uranium-thorium) dating,tooth,,material_dated: dentine
,,,,,,,,,,,,
,,,,-,93042A,415000,55000,55000,U series (uranium-thorium) dating,tooth,,material_dated: dentine
,Krapina,Krapina Layer 1-9 human remains 486,Complex II Unit c6,-,-,130000,3000,3000,ESR (electron spin resonance) dating,tooth,1995,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,-,167000,10000,10000,ESR (electron spin resonance) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91186A,131000,1000,1000,U series (uranium-thorium) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91186A,223000,4000,4000,U series (uranium-thorium) dating,tooth,,material_dated: dentine
,,,,,,,,,,,,
,,,,-,93042A,415000,55000,55000,U series (uranium-thorium) dating,tooth,,material_dated: dentine
,Krapina,Krapina Layer 1-9 human remains 486,Complex II Unit c7,-,-,99000,5000,5000,ESR (electron spin resonance) dating,tooth,1995,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,-,132000,5000,5000,ESR (electron spin resonance) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91183A,69700,500,500,U series (uranium-thorium) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91183A,89800,1400,1400,U series (uranium-thorium) dating,tooth,,material_dated: dentine
,Krapina,Krapina Layer 1-9 human remains 486,Complex II Unit c8,-,-,99000,5000,5000,ESR (electron spin resonance) dating,tooth,1995,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,-,132000,5000,5000,ESR (electron spin resonance) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91183A,69700,500,500,U series (uranium-thorium) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91183A,89800,1400,1400,U series (uranium-thorium) dating,tooth,,material_dated: dentine
,Krapina,Krapina Layer 1-9 human remains 486,Complex II Unit c9,-,-,87000,7000,7000,ESR (electron spin resonance) dating,tooth,1995,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,-,113000,10000,10000,ESR (electron spin resonance) dating,tooth,,material_dated: tooth enamel
,Krapina,Krapina Layer 1-9 human remains 487,Complex II Unit c1,-,-,133000,15000,15000,ESR (electron spin resonance) dating,tooth,1995,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,-,180000,15000,15000,ESR (electron spin resonance) dating,tooth,,material_dated: tooth enamel
,Krapina,Krapina Layer 1-9 human remains 487,Complex II Unit c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 487,Complex II Unit c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 487,Complex II Unit c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 487,Complex II Unit c5,-,-,130000,3000,3000,ESR (electron spin resonance) dating,tooth,1995,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,-,167000,10000,10000,ESR (electron spin resonance) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91186A,131000,1000,1000,U series (uranium-thorium) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91186A,223000,4000,4000,U series (uranium-thorium) dating,tooth,,material_dated: dentine
,,,,,,,,,,,,
,,,,-,93042A,415000,55000,55000,U series (uranium-thorium) dating,tooth,,material_dated: dentine
,Krapina,Krapina Layer 1-9 human remains 487,Complex II Unit c6,-,-,130000,3000,3000,ESR (electron spin resonance) dating,tooth,1995,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,-,167000,10000,10000,ESR (electron spin resonance) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91186A,131000,1000,1000,U series (uranium-thorium) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91186A,223000,4000,4000,U series (uranium-thorium) dating,tooth,,material_dated: dentine
,,,,,,,,,,,,
,,,,-,93042A,415000,55000,55000,U series (uranium-thorium) dating,tooth,,material_dated: dentine
,Krapina,Krapina Layer 1-9 human remains 487,Complex II Unit c7,-,-,99000,5000,5000,ESR (electron spin resonance) dating,tooth,1995,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,-,132000,5000,5000,ESR (electron spin resonance) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91183A,69700,500,500,U series (uranium-thorium) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91183A,89800,1400,1400,U series (uranium-thorium) dating,tooth,,material_dated: dentine
,Krapina,Krapina Layer 1-9 human remains 487,Complex II Unit c8,-,-,99000,5000,5000,ESR (electron spin resonance) dating,tooth,1995,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,-,132000,5000,5000,ESR (electron spin resonance) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91183A,69700,500,500,U series (uranium-thorium) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91183A,89800,1400,1400,U series (uranium-thorium) dating,tooth,,material_dated: dentine
,Krapina,Krapina Layer 1-9 human remains 487,Complex II Unit c9,-,-,87000,7000,7000,ESR (electron spin resonance) dating,tooth,1995,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,-,113000,10000,10000,ESR (electron spin resonance) dating,tooth,,material_dated: tooth enamel
,Krapina,Krapina Layer 1-9 human remains 488,Complex II Unit c1,-,-,133000,15000,15000,ESR (electron spin resonance) dating,tooth,1995,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,-,180000,15000,15000,ESR (electron spin resonance) dating,tooth,,material_dated: tooth enamel
,Krapina,Krapina Layer 1-9 human remains 488,Complex II Unit c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 488,Complex II Unit c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 488,Complex II Unit c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 488,Complex II Unit c5,-,-,130000,3000,3000,ESR (electron spin resonance) dating,tooth,1995,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,-,167000,10000,10000,ESR (electron spin resonance) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91186A,131000,1000,1000,U series (uranium-thorium) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91186A,223000,4000,4000,U series (uranium-thorium) dating,tooth,,material_dated: dentine
,,,,,,,,,,,,
,,,,-,93042A,415000,55000,55000,U series (uranium-thorium) dating,tooth,,material_dated: dentine
,Krapina,Krapina Layer 1-9 human remains 488,Complex II Unit c6,-,-,130000,3000,3000,ESR (electron spin resonance) dating,tooth,1995,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,-,167000,10000,10000,ESR (electron spin resonance) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91186A,131000,1000,1000,U series (uranium-thorium) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91186A,223000,4000,4000,U series (uranium-thorium) dating,tooth,,material_dated: dentine
,,,,,,,,,,,,
,,,,-,93042A,415000,55000,55000,U series (uranium-thorium) dating,tooth,,material_dated: dentine
,Krapina,Krapina Layer 1-9 human remains 488,Complex II Unit c7,-,-,99000,5000,5000,ESR (electron spin resonance) dating,tooth,1995,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,-,132000,5000,5000,ESR (electron spin resonance) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91183A,69700,500,500,U series (uranium-thorium) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91183A,89800,1400,1400,U series (uranium-thorium) dating,tooth,,material_dated: dentine
,Krapina,Krapina Layer 1-9 human remains 488,Complex II Unit c8,-,-,99000,5000,5000,ESR (electron spin resonance) dating,tooth,1995,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,-,132000,5000,5000,ESR (electron spin resonance) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91183A,69700,500,500,U series (uranium-thorium) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91183A,89800,1400,1400,U series (uranium-thorium) dating,tooth,,material_dated: dentine
,Krapina,Krapina Layer 1-9 human remains 488,Complex II Unit c9,-,-,87000,7000,7000,ESR (electron spin resonance) dating,tooth,1995,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,-,113000,10000,10000,ESR (electron spin resonance) dating,tooth,,material_dated: tooth enamel
,Krapina,Krapina Layer 1-9 human remains 489,Complex II Unit c1,-,-,133000,15000,15000,ESR (electron spin resonance) dating,tooth,1995,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,-,180000,15000,15000,ESR (electron spin resonance) dating,tooth,,material_dated: tooth enamel
,Krapina,Krapina Layer 1-9 human remains 489,Complex II Unit c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 489,Complex II Unit c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 489,Complex II Unit c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 489,Complex II Unit c5,-,-,130000,3000,3000,ESR (electron spin resonance) dating,tooth,1995,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,-,167000,10000,10000,ESR (electron spin resonance) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91186A,131000,1000,1000,U series (uranium-thorium) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91186A,223000,4000,4000,U series (uranium-thorium) dating,tooth,,material_dated: dentine
,,,,,,,,,,,,
,,,,-,93042A,415000,55000,55000,U series (uranium-thorium) dating,tooth,,material_dated: dentine
,Krapina,Krapina Layer 1-9 human remains 489,Complex II Unit c6,-,-,130000,3000,3000,ESR (electron spin resonance) dating,tooth,1995,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,-,167000,10000,10000,ESR (electron spin resonance) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91186A,131000,1000,1000,U series (uranium-thorium) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91186A,223000,4000,4000,U series (uranium-thorium) dating,tooth,,material_dated: dentine
,,,,,,,,,,,,
,,,,-,93042A,415000,55000,55000,U series (uranium-thorium) dating,tooth,,material_dated: dentine
,Krapina,Krapina Layer 1-9 human remains 489,Complex II Unit c7,-,-,99000,5000,5000,ESR (electron spin resonance) dating,tooth,1995,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,-,132000,5000,5000,ESR (electron spin resonance) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91183A,69700,500,500,U series (uranium-thorium) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91183A,89800,1400,1400,U series (uranium-thorium) dating,tooth,,material_dated: dentine
,Krapina,Krapina Layer 1-9 human remains 489,Complex II Unit c8,-,-,99000,5000,5000,ESR (electron spin resonance) dating,tooth,1995,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,-,132000,5000,5000,ESR (electron spin resonance) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91183A,69700,500,500,U series (uranium-thorium) dating,tooth,,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,91183A,89800,1400,1400,U series (uranium-thorium) dating,tooth,,material_dated: dentine
,Krapina,Krapina Layer 1-9 human remains 489,Complex II Unit c9,-,-,87000,7000,7000,ESR (electron spin resonance) dating,tooth,1995,material_dated: tooth enamel
,,,,,,,,,,,,
,,,,-,-,113000,10000,10000,ESR (electron spin resonance) dating,tooth,,material_dated: tooth enamel
,Krapina,Krapina Layer 1-9 human remains 490,Complex II Unit c1,-,-,133000,15000,15000,ESR (electron spin resonance) dating,tooth,1995,material_dated: tooth enamel
