Locality;Country;Continent;Subcontinent;Locality_type;X;Y;Assemblage_name;Assemblage_id;Assemblage_category;Age_MIN;Age_MAX;Geolayer;Archaeological_category;Archaeological_culture;Technocomplex;Lithic_piece_number
Oblazowa Cave;Poland;Europe;Central Europe;cave;20.126;49.429;Oblazowa Cave AH XVb assemblage;5;function, raw material, technology, typology;43600;45800;Oblazowa Cave Layer XV;typology, function, technology;Middle Paleolithic;Mousterian - Eurasia;161
Oblazowa Cave;Poland;Europe;Central Europe;cave;20.126;49.429;Oblazowa Cave AH XIII assemblage;6;raw material, technology, typology;35700;45800;Oblazowa Cave Layer XIII;typology, technology;Middle Paleolithic;Mousterian - Eurasia;136
Olha I;France;Europe;Western Europe;collapsed shelter;-1.387;43.364;Olha I Fi-3 Archaeological Assemblage;1;raw material, technology, typology;30000;191000;Fi-3;technology, typology;Middle Paleolithic;Mousterian - Eurasia;-1
Olha II;France;Europe;Western Europe;rock shelter;-1.387;43.364;Olha II Unit Askf1 Archaeological Assemblage;1;miscellaneous finds, raw material, technology, typology;30000;191000;Unit Askf1;technology, miscellaneous finds, typology;Middle Paleolithic;Mousterian - Eurasia;2904
Olha II;France;Europe;Western Europe;rock shelter;-1.387;43.364;Olha II Complex Ac Archaeological Assemblage;2;raw material, technology, typology;30000#30000;191000#191000;Unit Acg#Unit Agc;technology, typology;Middle Paleolithic;Mousterian - Eurasia;-1
Olha II;France;Europe;Western Europe;rock shelter;-1.387;43.364;Olha II Complex As Archaeological Assemblage;3;raw material, technology, typology;30000#30000;191000#191000;Unit Ask#Unit Askf2;technology, typology;Middle Paleolithic;Mousterian - Eurasia;-1
Olha II;France;Europe;Western Europe;rock shelter;-1.387;43.364;Olha II Complex Sl Archaeological Assemblage;4;raw material, technology, typology;30000#30000#30000;191000#191000#191000;Unit Slcg#Unit Slcgf1#Unit Slcgf2;technology, typology;Middle Paleolithic;Mousterian - Eurasia;-1
Olha II;France;Europe;Western Europe;rock shelter;-1.387;43.364;Olha II Complex Sm Archaeological Assemblage;5;raw material, technology, typology;30000;191000;Unit Smcg;typology, technology;Middle Paleolithic;Mousterian - Eurasia;-1
Ortvala Cave;Georgia;Asia;Caucasus;cave;42.762;42.284;Ortvala Cave Layer 3-3d Archaeological Assemblage;2;raw material, technology, typology;27500#37500#37500#37500#37500;41100#126000#126000#126000#126000;Layer 3#Layer 3a#Layer 3b#Layer 3c#Layer 3d;technology, typology;Middle Paleolithic;Mousterian - Eurasia;433
Ortvale Klde;Georgia;Asia;Caucasus;cave;43.262;42.31;Ortvale Klde Layer 5 Archaeological Assemblage;2;raw material, technology, typology;42272;47983;Layer 5;technology, typology;Middle Paleolithic;Mousterian - Eurasia;2374
Ortvale Klde;Georgia;Asia;Caucasus;cave;43.262;42.31;Ortvale Klde Layer 6 Archaeological Assemblage;3;raw material, technology, typology;45048;59824;Layer 6;typology, technology;Middle Paleolithic;Mousterian - Eurasia;12293
Ortvale Klde;Georgia;Asia;Caucasus;cave;43.262;42.31;Ortvale Klde Layer 7 Archaeological Assemblage;4;raw material, technology, typology;45048;54016;Layer 7;typology, technology;Middle Paleolithic;Mousterian - Eurasia;7384
Ortvale Klde;Georgia;Asia;Caucasus;cave;43.262;42.31;Ortvale Klde Layer 9 Archaeological Assemblage;5;raw material, technology, typology;46190;54016;Layer 9;typology, technology;Middle Paleolithic;Mousterian - Eurasia;311
Ortvale Klde;Georgia;Asia;Caucasus;cave;43.262;42.31;Ortvale Klde Layer 10 Archaeological Assemblage;6;raw material, technology, typology;48651;54016;Layer 10;typology, technology;Middle Paleolithic;Mousterian - Eurasia;276
Ortvale Klde;Georgia;Asia;Caucasus;cave;43.262;42.31;Ortvale Klde Lower Archaeological Unit Archaeological Assemblage;8;raw material, technology, typology;43000#43000#43000#43000#43000#43000;126000#126000#126000#126000#126000#126000;Unit 10#Unit 5#Unit 6#Unit 7#Unit 8#Unit 9;technology, typology;Middle Paleolithic;Mousterian - Eurasia;872
Oscurusciuto;Italy;Europe;Southern Europe;rock shelter;16.767;40.573;Oscurusciuto Unit 13 finds;1;feature, function, raw material, technology, typology;42700;55000;Unit 13;typology, technology, feature, function;Middle Paleolithic;Mousterian - Eurasia;7504
Oscurusciuto;Italy;Europe;Southern Europe;rock shelter;16.767;40.573;Oscurusciuto Unit 4 finds;2;raw material, technology, typology;42700;55000;Unit 4;technology, typology;Middle Paleolithic;Mousterian - Eurasia;458
Oscurusciuto;Italy;Europe;Southern Europe;rock shelter;16.767;40.573;Oscurusciuto Unit 1 finds;3;raw material, technology, typology;40000;42700;Unit 1;technology, typology;Middle Paleolithic;Mousterian - Eurasia;784
Pair-non-Pair;France;Europe;Western Europe;cave;-0.502;45.039;Pair-non-Pair Unit 1 Archaeological Assemblage;14;raw material, technology, typology;30000;300000;Unit 1;technology, typology;Middle Paleolithic;Mousterian - Eurasia;63
Pair-non-Pair;France;Europe;Western Europe;cave;-0.502;45.039;Pair-non-Pair Unit 0 Archaeological Assemblage;15;raw material, technology, typology;30000;300000;Unit 0;technology, typology;Middle Paleolithic;Mousterian - Eurasia;73
Pair-non-Pair;France;Europe;Western Europe;cave;-0.502;45.039;Pair-non-Pair Unit F Archaeological Assemblage;7;organic tools, raw material, technology, typology;30000;300000;Unit F;technology, organic tools, typology;Middle Paleolithic;Mousterian - Eurasia;749
Pair-non-Pair;France;Europe;Western Europe;cave;-0.502;45.039;Pair-non-Pair Unit F prime Archaeological Assemblage;8;organic tools, raw material, technology, typology;30000;300000;Unit F prime;organic tools, typology, technology;Middle Paleolithic;Mousterian - Eurasia;234
Pech de l Azé II;France;Europe;Western Europe;cave;1.253;44.859;Pech de l Azé II Layer 3 Archaeological Assemblage;1;miscellaneous finds, raw material, technology, typology;56000;72000;Layer 3;technology, miscellaneous finds, typology;Middle Paleolithic;Mousterian - Eurasia;1261
Pech de l Azé II;France;Europe;Western Europe;cave;1.253;44.859;Pech de l Azé II Layer 4A Archaeological Assemblage;20;raw material, technology, typology;53700;87000;Layer 4A;technology, typology;Middle Paleolithic;Mousterian - Eurasia;516
Pech de l Azé II;France;Europe;Western Europe;cave;1.253;44.859;Pech de l Azé II Layer 4C Archaeological Assemblage;3;raw material, technology, typology;74800;95800;Layer 4C;typology, technology;Middle Paleolithic;Mousterian - Eurasia;2638
Pech de l Azé IV;France;Europe;Western Europe;collapsed cave;1.255;44.858;Pech de l Azé IV Layer X Archaeological Assemblage;1;raw material, technology, typology;73000;101000;Layer 7;technology, typology;Middle Paleolithic;Mousterian - Eurasia;10418
Pech de l Azé IV;France;Europe;Western Europe;collapsed cave;1.255;44.858;Pech de l Azé IV Unit III-A Archaeologial Assemblage;12;raw material, technology, typology;69000;80300;Layer 5A;technology, typology;Middle Paleolithic;Mousterian - Eurasia;1890
Pech de l Azé IV;France;Europe;Western Europe;collapsed cave;1.255;44.858;Pech de l Azé IV Layer 7 Archaeological Assemblage;2;raw material, technology, typology;73000;101000;Layer 7;technology, typology;Middle Paleolithic;Mousterian - Eurasia;3923
Pech de l Azé IV;France;Europe;Western Europe;collapsed cave;1.255;44.858;Pech de l Azé IV Unit V Archaeologial Assemblage;3;feature, raw material, technology, typology;90500;101000;Layer 8;feature, typology, technology;Middle Paleolithic;Mousterian - Eurasia;6596
Pech de l Azé IV;France;Europe;Western Europe;collapsed cave;1.255;44.858;Pech de l Azé IV Unit IV-B Archaeologial Assemblage;4;raw material, technology, typology;73000;81000;Layer 6B;technology, typology;Middle Paleolithic;Mousterian - Eurasia;5560
Pech de l Azé IV;France;Europe;Western Europe;collapsed cave;1.255;44.858;Pech de l Azé IV Unit IV-A Archaeologial Assemblage;5;miscellaneous finds, raw material, technology, typology;73000;80400;Layer 6A;typology, miscellaneous finds, technology;Middle Paleolithic;Mousterian - Eurasia;15189
Pech de l Azé IV;France;Europe;Western Europe;collapsed cave;1.255;44.858;Pech de l Azé IV Unit III-B Archaeologial Assemblage;6;miscellaneous finds, raw material, technology, typology;72000;80000;Layer 5B;typology, miscellaneous finds, technology;Middle Paleolithic;Mousterian - Eurasia;4410
Pech de l Azé IV;France;Europe;Western Europe;collapsed cave;1.255;44.858;Pech de l Azé IV Unit II-C Archaeologial Assemblage;7;miscellaneous finds, raw material, technology, typology;61900;78500;Layer 4C;technology, typology, miscellaneous finds;Middle Paleolithic;Mousterian - Eurasia;8735
Pech de l Azé IV;France;Europe;Western Europe;collapsed cave;1.255;44.858;Pech de l Azé IV Unit II-B Archaeologial Assemblage;8;miscellaneous finds, raw material, technology, typology;58100;64900;Layer 4B;typology, technology, miscellaneous finds;Middle Paleolithic;Mousterian - Eurasia;714
Pech de l Azé IV;France;Europe;Western Europe;collapsed cave;1.255;44.858;Pech de l Azé IV Unit II-A Archaeologial Assemblage;9;miscellaneous finds, raw material, technology, typology;54500;60100;Layer 4A;technology, miscellaneous finds, typology;Middle Paleolithic;Mousterian - Eurasia;1188
Pesturina;Serbia;Europe;Southern Europe;cave;21.54;43.1;Pesturina Layer 3 finds;2;raw material, technology, typology;39000;45000;Layer 3;typology, technology;Middle Paleolithic;Mousterian - Eurasia;49
Pesturina;Serbia;Europe;Southern Europe;cave;21.54;43.1;Pesturina Layer 4 finds;3;raw material, symbolic artifacts, technology, typology;89000#89000#93000;99000#99000#115000;Layer 4a#Layer 4b#Layer 4c;symbolic artifacts, technology, typology;Middle Paleolithic;Mousterian - Eurasia;47
Piekary I;Poland;Europe;Central Europe;cave;19.79;50.014;Piekary I Levalloisian assemblage Exc. Ossowski;2;technology, typology;40000;350000;Piekary I loess layer;technology, typology;Middle Paleolithic;Mousterian - Eurasia;-1
Piekary I;Poland;Europe;Central Europe;cave;19.79;50.014;Piekary I layer 2 upper part/layer 1 assemblage;5;technology, typology;32000#32000;130000#130000;Piekary I layer 1#Piekary I layer 2 upper part;typology, technology;Middle Paleolithic;Mousterian - Eurasia;-1
Piekary II;Poland;Europe;Central Europe;open air;19.79;50.014;Piekary II Mousterian collection assemblage;1;technology, typology;40000#40000;43000#350000;Piekary II layer 4#Piekary II layer 2;technology, typology;Middle Paleolithic;Mousterian - Eurasia;-1
Piekary II;Poland;Europe;Central Europe;open air;19.79;50.014;Piekary II Mousterian Assemblage Secteur 1;12;technology, typology;32000#32000#32000#40000;43000#43000#43000#350000;Piekary II Secteur 1 layer 5#Piekary II Secteur 1 layer 6#Piekary II Secteur 1 layer 6/5#Piekary II Secteur 1 layer 4.1;typology, technology;Middle Paleolithic;Mousterian - Eurasia;103
Piekary II;Poland;Europe;Central Europe;open air;19.79;50.014;Piekary II Mousterian Assemblage Sondage I/54;5;technology, typology;32000#32000#32000;43000#43000#350000;Piekary II Sondage I/54 layer 1#Piekary II Sondage I/54 layer 4#Piekary II Sondage I/54 layer 5;typology, technology;Middle Paleolithic;Mousterian - Eurasia;35
Piekary III;Poland;Europe;Central Europe;open air;19.79;50.014;Piekary III Mousterian assemblage layer 6/ layer 6-5;4;technology, typology;40000#40000;130000#130000;Piekary III layer 6#Piekary III layer 6-5;typology, technology;Middle Paleolithic;Mousterian - Eurasia;-1
Piekary IIa;Poland;Europe;Central Europe;open air;19.79;50.014;Piekary IIa layer 7b Morawski excavation assemblage;10;raw material, technology, typology;32100;45600;Piekary IIa PKC-2;technology, typology;Middle Paleolithic;Mousterian - Eurasia;32
Piekary IIa;Poland;Europe;Central Europe;open air;19.79;50.014;Piekary IIa layer 7a Morawski excavation assemblage;11;raw material, technology, typology;30200;49900;Piekary IIa PKC-3;technology, typology;Middle Paleolithic;Mousterian - Eurasia;406
Piekary IIa;Poland;Europe;Central Europe;open air;19.79;50.014;Piekary IIa layer 7b/7a Morawski excavation assemblage;12;raw material, technology, typology;30200#32100;49900#45600;Piekary IIa PKC-3#Piekary IIa PKC-2;technology, typology;Middle Paleolithic;Mousterian - Eurasia;581
Piekary IIa;Poland;Europe;Central Europe;open air;19.79;50.014;Piekary IIa layer 7a assemblage;4;raw material, technology, typology;30200;49900;Piekary IIa PKC-3;typology, technology;Middle Paleolithic;Mousterian - Eurasia;1495
Piekary IIa;Poland;Europe;Central Europe;open air;19.79;50.014;Piekary IIa layer 7b assemblage;5;raw material, technology, typology;32100;45600;Piekary IIa PKC-2;typology, technology;Middle Paleolithic;Mousterian - Eurasia;567
Piekary IIa;Poland;Europe;Central Europe;open air;19.79;50.014;Piekary IIa layer 7c assemblage;6;raw material, technology, typology;38900#38900#38900;70600#70600#70600;Piekary IIa PKB-2#Piekary IIa PKB-3#Piekary IIa PKC-1;technology, typology;Middle Paleolithic;Mousterian - Eurasia;161
Piekary IIa;Poland;Europe;Central Europe;open air;19.79;50.014;Piekary IIa layer 7c Morawski excavation assemblage;9;raw material, technology, typology;38900#38900#38900;70600#70600#70600;Piekary IIa PKB-2#Piekary IIa PKB-3#Piekary IIa PKC-1;typology, technology;Middle Paleolithic;Mousterian - Eurasia;223
Piekary IV;Poland;Europe;Central Europe;cave;19.79;50.014;Piekary IV Mousterian assemblage;3;technology, typology;32000;780000;Piekary IV loess layer;technology, typology;Middle Paleolithic;Mousterian - Eurasia;-1
Pradayrol;France;Europe;Western Europe;cave;1.658;44.624;Pradayrol Unit I Archaeological Assemblage;1;miscellaneous finds, raw material, technology, typology;0;57000;Unit I;technology, miscellaneous finds, typology;Middle Paleolithic;Mousterian - Eurasia;117
Pradayrol;France;Europe;Western Europe;cave;1.658;44.624;Pradayrol Unit I/II Archaeological Assemblage;2;miscellaneous finds, raw material, technology, typology;30000;57000;Unit I/II;miscellaneous finds, technology, typology;Middle Paleolithic;Mousterian - Eurasia;547
Pradayrol;France;Europe;Western Europe;cave;1.658;44.624;Pradayrol Unit II Archaeological Assemblage;3;miscellaneous finds, raw material, technology, typology;30000;57000;Unit II;technology, miscellaneous finds, typology;Middle Paleolithic;Mousterian - Eurasia;1237
Regourdou;France;Europe;Western Europe;collapsed cave;1.178;45.055;Regourdou Layer 3 Archaeological Assemblage;1;raw material, technology, typology;71000;116000;Layer 3;technology, typology;Middle Paleolithic;Mousterian - Eurasia;-1
Regourdou;France;Europe;Western Europe;collapsed cave;1.178;45.055;Regourdou Layer 4 Archaeological Assemblage;2;raw material, technology, typology;71000;116000;Layer 4;technology, typology;Middle Paleolithic;Mousterian - Eurasia;-1
Regourdou;France;Europe;Western Europe;collapsed cave;1.178;45.055;Regourdou Layer 5 Archaeological Assemblage;3;raw material, technology, typology;71000;116000;Layer 5;typology, technology;Middle Paleolithic;Mousterian - Eurasia;-1
Regourdou;France;Europe;Western Europe;collapsed cave;1.178;45.055;Regourdou Layer 7 Archaeological Assemblage;4;organic tools, raw material, technology, typology;71000;116000;Layer 7;technology, typology, organic tools;Middle Paleolithic;Mousterian - Eurasia;-1
Regourdou;France;Europe;Western Europe;collapsed cave;1.178;45.055;Regourdou Layer 2 Archaeological Assemblage;5;raw material, technology, typology;57000;71000;Layer 2;typology, technology;Middle Paleolithic;Mousterian - Eurasia;-1
Regourdou;France;Europe;Western Europe;collapsed cave;1.178;45.055;Regourdou Neanderthal Burial;6;feature;71000;116000;Layer 4;feature;Middle Paleolithic;Mousterian - Eurasia;0
Resnik;Croatia;Europe;Southern Europe;open air;16.313;43.539;Resnik Mousterian assemblage;1;raw material, technology, typology;40000;350000;Resnik unit 01;typology, technology;Middle Paleolithic;Mousterian - Eurasia;109
Rio Secco;Italy;Europe;Southern Europe;cave;12.88;46.24;Rio Secco Unit BIO1 layer 5top;2;organic tools, raw material, technology, typology;45840;47940;Unit BIO1 layer 5top;organic tools, technology, typology;Middle Paleolithic;Mousterian - Eurasia;30
Rio Secco;Italy;Europe;Southern Europe;cave;12.88;46.24;Rio Secco Unit BIO1 layer 7;3;organic tools, raw material, symbolic artifacts, technology, typology;47940;50070;Unit BIO1 layer 7;typology, technology, organic tools, symbolic artifacts;Middle Paleolithic;Mousterian - Eurasia;7
Rio Secco;Italy;Europe;Southern Europe;cave;12.88;46.24;Rio Secco Unit BIO1 layer 5;4;organic tools, raw material, technology, typology;50070;60000;Unit BIO1 layer 5;organic tools, typology, technology;Middle Paleolithic;Mousterian - Eurasia;42
Rio Secco;Italy;Europe;Southern Europe;cave;12.88;46.24;Rio Secco Unit BIO1 layer 8;5;organic tools, raw material, technology, typology;50070;60000;Unit BIO1 layer 8;organic tools, technology, typology;Middle Paleolithic;Mousterian - Eurasia;29
Riparo Bombrini;Italy;Europe;Southern Europe;cave;7.535;43.784;Unit MS lithics;17;miscellaneous finds;40000#40000;44000#44000;Unit MS1#Unit MS2;miscellaneous finds;Middle Paleolithic;Mousterian - Eurasia;67
Riparo Bombrini;Italy;Europe;Southern Europe;cave;7.535;43.784;Unit M1-3 lithics;18;feature, miscellaneous finds;40000#40000#40000;44000#44000#44000;Unit M1#Unit M2#Unit M3;miscellaneous finds, feature;Middle Paleolithic;Mousterian - Eurasia;262
Riparo Bombrini;Italy;Europe;Southern Europe;cave;7.535;43.784;Unit M4 lithics;19;feature, miscellaneous finds;40000;44000;Unit M4;miscellaneous finds, feature;Middle Paleolithic;Mousterian - Eurasia;159
Riparo Bombrini;Italy;Europe;Southern Europe;cave;7.535;43.784;Unit M5 lithics;20;feature, miscellaneous finds;40000;44000;Unit M5;feature, miscellaneous finds;Middle Paleolithic;Mousterian - Eurasia;122
Riparo Bombrini;Italy;Europe;Southern Europe;cave;7.535;43.784;Unit M7 lithics;22;miscellaneous finds;44000;50000;Unit M7;miscellaneous finds;Middle Paleolithic;Mousterian - Eurasia;34
Riparo Mezzena;Italy;Europe;Southern Europe;rock shelter;10.999;45.493;Riparo Mezzena Layer II finds;2;raw material, technology, typology;41000;50000;Layer II;typology, technology;Middle Paleolithic;Mousterian - Eurasia;-1
Riparo Mezzena;Italy;Europe;Southern Europe;rock shelter;10.999;45.493;Riparo Mezzena Layer III finds;3;feature, raw material, technology, typology;41000;50000;Layer III;feature, typology, technology;Middle Paleolithic;Mousterian - Eurasia;2030
Riparo Tagliente;Italy;Europe;Southern Europe;cave;11.001;45.541;Riparo Tagliente Unit 36-37 finds;2;technology, typology;42000;70000;Unit 36-37;technology, typology;Middle Paleolithic;Mousterian - Eurasia;870
Riparo Tagliente;Italy;Europe;Southern Europe;cave;11.001;45.541;Riparo Tagliente Unit 39-46 finds;3;technology, typology;42000;70000;Unit 39-46;typology, technology;Middle Paleolithic;Mousterian - Eurasia;1052
Riparo Tagliente;Italy;Europe;Southern Europe;cave;11.001;45.541;Riparo Tagliente Unit 48-52 finds;4;technology, typology;42000;70000;Unit 48-52;typology, technology;Middle Paleolithic;Mousterian - Eurasia;468
Riparo del Poggio;Italy;Europe;Southern Europe;hill slope;15.387;39.998;Riparo del Poggio Layer 10-9 Archaeological Assemblage;1;raw material, technology, typology;40300#40300;47300#120800;Unit 9#Unit 10;typology, technology;Middle Paleolithic;Mousterian - Eurasia;28021
Riparo del Poggio;Italy;Europe;Southern Europe;hill slope;15.387;39.998;Riparo del Poggio Layer 11 Archaeological Assemblage;2;raw material, technology, typology;40300;120800;Unit 11;technology, typology;Middle Paleolithic;Mousterian - Eurasia;2982
Riparo del Poggio;Italy;Europe;Southern Europe;hill slope;15.387;39.998;Riparo del Poggio Layer 12 Archaeological Assemblage;3;raw material, technology, typology;40300;120800;Unit 12;typology, technology;Middle Paleolithic;Mousterian - Eurasia;230
Riparo del Poggio;Italy;Europe;Southern Europe;hill slope;15.387;39.998;Riparo del Poggio Layer 16 Archaeological Assemblage;5;raw material, technology, typology;40300;120800;Unit 16;typology, technology;Middle Paleolithic;Mousterian - Eurasia;271
Riparo del Poggio;Italy;Europe;Southern Europe;hill slope;15.387;39.998;Riparo del Poggio Layer 17 Archaeological Assemblage;6;raw material, technology, typology;102800;120800;Unit 17;typology, technology;Middle Paleolithic;Mousterian - Eurasia;203
Roc de Marsal;France;Europe;Western Europe;cave;0.976;44.902;Roc de Marsal Layer XII Archaeological Assemblage;1;raw material, technology, typology;36400;67800;Layer 2;technology, typology;Middle Paleolithic;Mousterian - Eurasia;-1
Roc de Marsal;France;Europe;Western Europe;cave;0.976;44.902;Roc de Marsal Layer XI Archaeological Assemblage;2;raw material, technology, typology;36400;67800;Layer 2;technology, typology;Middle Paleolithic;Mousterian - Eurasia;-1
Roc de Marsal;France;Europe;Western Europe;cave;0.976;44.902;Roc de Marsal Layer X Archaeological Assemblage;3;raw material, technology, typology;36400;67800;Layer 3;technology, typology;Middle Paleolithic;Mousterian - Eurasia;-1
Roc de Marsal;France;Europe;Western Europe;cave;0.976;44.902;Roc de Marsal Layer IX Archaeological Assemblage;4;raw material, technology, typology;36400;67800;Layer 4;typology, technology;Middle Paleolithic;Mousterian - Eurasia;-1
Roc de Marsal;France;Europe;Western Europe;cave;0.976;44.902;Roc de Marsal Layer VIII Archaeological Assemblage;5;raw material, technology, typology;36400;67800;Layer 4;typology, technology;Middle Paleolithic;Mousterian - Eurasia;-1
Roc de Marsal;France;Europe;Western Europe;cave;0.976;44.902;Roc de Marsal Layer III Archaeological Assemblage;6;raw material, technology, typology;46900;81200;Layer 8;technology, typology;Middle Paleolithic;Mousterian - Eurasia;4021
Roc de Marsal;France;Europe;Western Europe;cave;0.976;44.902;Roc de Marsal Layer 7 Archaeological Assemblage;7;feature;46900;81200;Layer 7;feature;Middle Paleolithic;Mousterian - Eurasia;0
Roc de Marsal;France;Europe;Western Europe;cave;0.976;44.902;Roc de Marsal Layer 9 Archaeological Assemblage;8;feature;46900;81200;Layer 9;feature;Middle Paleolithic;Mousterian - Eurasia;0
Roc de Marsal;France;Europe;Western Europe;cave;0.976;44.902;Roc de Marsal Neanderthal Burial;9;feature;46900;81200;Layer 5;feature;Middle Paleolithic;Mousterian - Eurasia;0
Romanelli;Italy;Europe;Southern Europe;cave;18.25;40;Romanelli Unit G lithics;1;raw material, technology, typology;80000;90000;Unit G;technology, typology;Middle Paleolithic;Mousterian - Eurasia;871
Romanesti-Dumbravita;Romania;Europe;Southern Europe;open air;22.314;45.812;Romanesti-Dumbravita Layer I finds;7;raw material, technology, typology;45000;60000;Layer I;technology, typology;Middle Paleolithic;Mousterian - Eurasia;48
Rozhok I;Russia;Asia;Central Asia;open air;38.917;47.217;Horizon I archaeological assemblage;1;feature, paleofauna, raw material, technology, typology;32230;56800;Layer 6;feature, technology, typology;Middle Paleolithic;Mousterian - Eurasia;11
Rozhok I;Russia;Asia;Central Asia;open air;38.917;47.217;Horizon II archaeological assemblage;2;feature, paleofauna, raw material, technology, typology;32230;56800;Layer 6;typology, feature, technology;Middle Paleolithic;Mousterian - Eurasia;127
Rozhok I;Russia;Asia;Central Asia;open air;38.917;47.217;Horizon III archaeological assemblage;3;paleofauna, raw material, technology, typology;32230;56800;Layer 6;technology, typology;Middle Paleolithic;Mousterian - Eurasia;56
Rozhok I;Russia;Asia;Central Asia;open air;38.917;47.217;Horizon IV archaeological assemblage;4;feature, paleofauna, raw material, technology, typology;32230;56800;Layer 6;technology, feature, typology;Middle Paleolithic;Mousterian - Eurasia;976
Rozhok I;Russia;Asia;Central Asia;open air;38.917;47.217;Horizon V archaeological assemblage;5;feature, paleofauna, raw material, technology, typology;32230;56800;Layer 6;feature, technology, typology;Middle Paleolithic;Mousterian - Eurasia;311
Rozhok I;Russia;Asia;Central Asia;open air;38.917;47.217;Horizon VI archaeological assemblage;6;paleofauna, raw material, technology, typology;32230;56800;Layer 6;typology, technology;Middle Paleolithic;Mousterian - Eurasia;126
Saint-Césaire;France;Europe;Western Europe;collapsed shelter;-0.504;45.75;Saint-Césaire EJOP inf Archaeological Assemblage;2;raw material, technology, typology;33600;43400;EJOP inf;technology, typology;Middle Paleolithic;Mousterian - Eurasia;-1
Sakajia Cave;Georgia;Asia;Caucasus;cave;42.757;42.28;Sakajia Cave Layer 3a Archaeological Assemblage;1;raw material, technology, typology;33800;41700;Layer 3a;technology, typology;Middle Paleolithic;Mousterian - Eurasia;641
Sakajia Cave;Georgia;Asia;Caucasus;cave;42.757;42.28;Sakajia Cave Layer 3b Archaeological Assemblage;2;raw material, technology, typology;39000;47900;Layer 3b;typology, technology;Middle Paleolithic;Mousterian - Eurasia;591
Sakajia Cave;Georgia;Asia;Caucasus;cave;42.757;42.28;Sakajia Cave Layer 3c Archaeological Assemblage;3;raw material, technology, typology;45700;126000;Layer 3c;technology, typology;Middle Paleolithic;Mousterian - Eurasia;192
Sants Croce;Italy;Europe;Southern Europe;cave;16.469;41.177;Santa Croce Layer 535 finds;1;technology, typology;55000;70000;Layer 535;technology, typology;Middle Paleolithic;Mousterian - Eurasia;830
Sants Croce;Italy;Europe;Southern Europe;cave;16.469;41.177;Santa Croce Layer 546 finds;2;technology, typology;55000;70000;Layer 546;typology, technology;Middle Paleolithic;Mousterian - Eurasia;786
Sants Croce;Italy;Europe;Southern Europe;cave;16.469;41.177;Santa Croce Layer 535-546 function;3;function;55000#55000;70000#70000;Layer 535#Layer 546;function;Middle Paleolithic;Mousterian - Eurasia;60
Sants Croce;Italy;Europe;Southern Europe;cave;16.469;41.177;Santa Croce Unit 4 finds;4;technology, typology;55000;70000;Unit 4;technology, typology;Middle Paleolithic;Mousterian - Eurasia;103
Schafstall I;Germany;Europe;Central Europe;rock shelter;9.212;48.177;Exc. Peters 1935 Mousterian assemblage;1;organic tools, raw material, technology, typology;34691;45621;GH C;technology, organic tools, typology;Middle Paleolithic;Mousterian - Eurasia;967
Schafstall I;Germany;Europe;Central Europe;rock shelter;9.212;48.177;Exc. Peters 1946-47 Mousterian assemblage;2;raw material, technology, typology;34691;45621;GH C;technology, typology;Middle Paleolithic;Mousterian - Eurasia;1600
Serra Cicora;Italy;Europe;Southern Europe;cave;17.56;40.3;Serra Cicora Unit B-C finds;1;miscellaneous finds, organic tools;70000#70000;100000#100000;Unit B#Unit C;miscellaneous finds, organic tools;Middle Paleolithic;Mousterian - Eurasia;-1
Serra Cicora;Italy;Europe;Southern Europe;cave;17.56;40.3;Serra Cicora Unit D-E finds;2;miscellaneous finds;70000#70000;100000#100000;Unit D#Unit E;miscellaneous finds;Middle Paleolithic;Mousterian - Eurasia;-1
Serra Cicora;Italy;Europe;Southern Europe;cave;17.56;40.3;Serra Cicora Unit F finds;3;miscellaneous finds;70000;100000;Unit F;miscellaneous finds;Middle Paleolithic;Mousterian - Eurasia;-1
Serra Cicora;Italy;Europe;Southern Europe;cave;17.56;40.3;Serra Cicora Unit B-F lithics;4;raw material, typology;70000#70000#70000#70000#70000;100000#100000#100000#100000#100000;Unit B#Unit C#Unit D#Unit E#Unit F;typology;Middle Paleolithic;Mousterian - Eurasia;1084
Spy;Belgium;Europe;Western Europe;cave;4.674;50.48;Spy 3rd Ossiferous Horizon Mousterian Collection;5;raw material, technology, typology;37000;43500;3rd Ossiferous Horizon;typology, technology;Middle Paleolithic;Mousterian - Eurasia;-1
Stuttgart-Untertürkheim;Germany;Europe;Central Europe;open air;9.245;48.791;Lower Travertine Calcified Tree Stump 1 Archaeological Assemblage;1;raw material, technology, typology;116000;130000;Lower Travertine;technology, typology;Middle Paleolithic;Mousterian - Eurasia;18
Stuttgart-Untertürkheim;Germany;Europe;Central Europe;open air;9.245;48.791;Lower Travertine Calcified Tree Stump S3 Archaeological Assemblage;2;raw material, technology, typology;116000;130000;Lower Travertine;technology, typology;Middle Paleolithic;Mousterian - Eurasia;22
Stuttgart-Untertürkheim;Germany;Europe;Central Europe;open air;9.245;48.791;Lower Travertine Calcified Tree Stump S4 Archaeological Assemblage;3;raw material, technology, typology;116000;130000;Lower Travertine;technology, typology;Middle Paleolithic;Mousterian - Eurasia;5
Stuttgart-Untertürkheim;Germany;Europe;Central Europe;open air;9.245;48.791;Lower Travertine Lower Cultural Layer Archaeological Assemblage;4;raw material, technology, typology;116000;130000;Lower Travertine;typology, technology;Middle Paleolithic;Mousterian - Eurasia;12
