"","Locality","Assemblage","GeoLayer.Name","Country","Locality.Type","X","Y","Technocomplex","Geostrat..Info..age.min","Geostrat..Info..age.max","Geostrat..Info..correlation","Geostrat..Info..mis","NISP.Sum.class.Mammalia","NISP.Sum.order.Rodentia","NISP.Sum.family.Anatidae","meanage","sdage"
"5987","Krapina","Krapina Layer 1-9 human remains 528","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",130966,0.599912598047713
"5988","Krapina","Krapina Layer 1-9 human remains 528","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",69700,1
"5989","Krapina","Krapina Layer 1-9 human remains 528","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",69700,1
"5990","Krapina","Krapina Layer 1-9 human remains 528","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",87327,1
"5991","Krapina","Krapina Layer 1-9 human remains 529","Complex II Unit c1","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",133372,0.954395137712821
"5992","Krapina","Krapina Layer 1-9 human remains 529","Complex II Unit c2","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"5993","Krapina","Krapina Layer 1-9 human remains 529","Complex II Unit c3","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"5994","Krapina","Krapina Layer 1-9 human remains 529","Complex II Unit c4","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"5995","Krapina","Krapina Layer 1-9 human remains 529","Complex II Unit c5","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",130966,0.599912598047713
"5996","Krapina","Krapina Layer 1-9 human remains 529","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",130966,0.599912598047713
"5997","Krapina","Krapina Layer 1-9 human remains 529","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",69700,1
"5998","Krapina","Krapina Layer 1-9 human remains 529","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",69700,1
"5999","Krapina","Krapina Layer 1-9 human remains 529","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",87327,1
"6000","Krapina","Krapina Layer 1-9 human remains 530","Complex II Unit c1","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",133372,0.954395137712821
"6001","Krapina","Krapina Layer 1-9 human remains 530","Complex II Unit c2","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"6002","Krapina","Krapina Layer 1-9 human remains 530","Complex II Unit c3","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"6003","Krapina","Krapina Layer 1-9 human remains 530","Complex II Unit c4","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"6004","Krapina","Krapina Layer 1-9 human remains 530","Complex II Unit c5","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",130966,0.599912598047713
"6005","Krapina","Krapina Layer 1-9 human remains 530","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",130966,0.599912598047713
"6006","Krapina","Krapina Layer 1-9 human remains 530","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",69700,1
"6007","Krapina","Krapina Layer 1-9 human remains 530","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",69700,1
"6008","Krapina","Krapina Layer 1-9 human remains 530","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",87327,1
"6009","Krapina","Krapina Layer 1-9 human remains 531","Complex II Unit c1","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",133372,0.954395137712821
"6010","Krapina","Krapina Layer 1-9 human remains 531","Complex II Unit c2","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"6011","Krapina","Krapina Layer 1-9 human remains 531","Complex II Unit c3","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"6012","Krapina","Krapina Layer 1-9 human remains 531","Complex II Unit c4","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"6013","Krapina","Krapina Layer 1-9 human remains 531","Complex II Unit c5","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",130966,0.599912598047713
"6014","Krapina","Krapina Layer 1-9 human remains 531","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",130966,0.599912598047713
"6015","Krapina","Krapina Layer 1-9 human remains 531","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",69700,1
"6016","Krapina","Krapina Layer 1-9 human remains 531","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",69700,1
"6017","Krapina","Krapina Layer 1-9 human remains 531","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",87327,1
"6018","Krapina","Krapina Layer 1-9 human remains 532","Complex II Unit c1","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",133372,0.954395137712821
"6019","Krapina","Krapina Layer 1-9 human remains 532","Complex II Unit c2","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"6020","Krapina","Krapina Layer 1-9 human remains 532","Complex II Unit c3","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"6021","Krapina","Krapina Layer 1-9 human remains 532","Complex II Unit c4","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"6022","Krapina","Krapina Layer 1-9 human remains 532","Complex II Unit c5","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",130966,0.599912598047713
"6023","Krapina","Krapina Layer 1-9 human remains 532","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",130966,0.599912598047713
"6024","Krapina","Krapina Layer 1-9 human remains 532","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",69700,1
"6025","Krapina","Krapina Layer 1-9 human remains 532","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",69700,1
"6026","Krapina","Krapina Layer 1-9 human remains 532","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",87327,1
"6027","Krapina","Krapina Layer 1-9 human remains 533","Complex II Unit c1","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",133372,0.954395137712821
"6028","Krapina","Krapina Layer 1-9 human remains 533","Complex II Unit c2","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"6029","Krapina","Krapina Layer 1-9 human remains 533","Complex II Unit c3","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"6030","Krapina","Krapina Layer 1-9 human remains 533","Complex II Unit c4","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"6031","Krapina","Krapina Layer 1-9 human remains 533","Complex II Unit c5","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",130966,0.599912598047713
"6032","Krapina","Krapina Layer 1-9 human remains 533","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",130966,0.599912598047713
"6033","Krapina","Krapina Layer 1-9 human remains 533","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",69700,1
"6034","Krapina","Krapina Layer 1-9 human remains 533","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",69700,1
"6035","Krapina","Krapina Layer 1-9 human remains 533","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",87327,1
"6036","Krapina","Krapina Layer 1-9 human remains 534","Complex II Unit c1","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",133372,0.954395137712821
"6037","Krapina","Krapina Layer 1-9 human remains 534","Complex II Unit c2","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"6038","Krapina","Krapina Layer 1-9 human remains 534","Complex II Unit c3","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"6039","Krapina","Krapina Layer 1-9 human remains 534","Complex II Unit c4","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"6040","Krapina","Krapina Layer 1-9 human remains 534","Complex II Unit c5","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",130966,0.599912598047713
"6041","Krapina","Krapina Layer 1-9 human remains 534","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",130966,0.599912598047713
"6042","Krapina","Krapina Layer 1-9 human remains 534","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",69700,1
"6043","Krapina","Krapina Layer 1-9 human remains 534","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",69700,1
"6044","Krapina","Krapina Layer 1-9 human remains 534","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",87327,1
"6045","Krapina","Krapina Layer 1-9 human remains 535","Complex II Unit c1","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",133372,0.954395137712821
"6046","Krapina","Krapina Layer 1-9 human remains 535","Complex II Unit c2","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"6047","Krapina","Krapina Layer 1-9 human remains 535","Complex II Unit c3","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"6048","Krapina","Krapina Layer 1-9 human remains 535","Complex II Unit c4","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"6049","Krapina","Krapina Layer 1-9 human remains 535","Complex II Unit c5","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",130966,0.599912598047713
"6050","Krapina","Krapina Layer 1-9 human remains 535","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",130966,0.599912598047713
"6051","Krapina","Krapina Layer 1-9 human remains 535","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",69700,1
"6052","Krapina","Krapina Layer 1-9 human remains 535","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",69700,1
"6053","Krapina","Krapina Layer 1-9 human remains 535","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",87327,1
"6054","Krapina","Krapina Layer 1-9 human remains 536","Complex II Unit c1","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",133372,0.954395137712821
"6055","Krapina","Krapina Layer 1-9 human remains 536","Complex II Unit c2","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"6056","Krapina","Krapina Layer 1-9 human remains 536","Complex II Unit c3","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"6057","Krapina","Krapina Layer 1-9 human remains 536","Complex II Unit c4","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"6058","Krapina","Krapina Layer 1-9 human remains 536","Complex II Unit c5","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",130966,0.599912598047713
"6059","Krapina","Krapina Layer 1-9 human remains 536","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",130966,0.599912598047713
"6060","Krapina","Krapina Layer 1-9 human remains 536","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",69700,1
"6061","Krapina","Krapina Layer 1-9 human remains 536","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",69700,1
"6062","Krapina","Krapina Layer 1-9 human remains 536","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",87327,1
"6063","Krapina","Krapina Layer 1-9 human remains 537","Complex II Unit c1","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",133372,0.954395137712821
"6064","Krapina","Krapina Layer 1-9 human remains 537","Complex II Unit c2","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"6065","Krapina","Krapina Layer 1-9 human remains 537","Complex II Unit c3","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"6066","Krapina","Krapina Layer 1-9 human remains 537","Complex II Unit c4","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"6067","Krapina","Krapina Layer 1-9 human remains 537","Complex II Unit c5","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",130966,0.599912598047713
"6068","Krapina","Krapina Layer 1-9 human remains 537","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",130966,0.599912598047713
"6069","Krapina","Krapina Layer 1-9 human remains 537","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",69700,1
"6070","Krapina","Krapina Layer 1-9 human remains 537","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",69700,1
"6071","Krapina","Krapina Layer 1-9 human remains 537","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",87327,1
"6072","Krapina","Krapina Layer 1-9 human remains 538","Complex II Unit c1","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",133372,0.954395137712821
"6073","Krapina","Krapina Layer 1-9 human remains 538","Complex II Unit c2","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"6074","Krapina","Krapina Layer 1-9 human remains 538","Complex II Unit c3","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"6075","Krapina","Krapina Layer 1-9 human remains 538","Complex II Unit c4","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"6076","Krapina","Krapina Layer 1-9 human remains 538","Complex II Unit c5","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",130966,0.599912598047713
"6077","Krapina","Krapina Layer 1-9 human remains 538","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",130966,0.599912598047713
"6078","Krapina","Krapina Layer 1-9 human remains 538","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",69700,1
"6079","Krapina","Krapina Layer 1-9 human remains 538","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",69700,1
"6080","Krapina","Krapina Layer 1-9 human remains 538","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",87327,1
"6081","Krapina","Krapina Layer 1-9 human remains 539","Complex II Unit c1","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",133372,0.954395137712821
"6082","Krapina","Krapina Layer 1-9 human remains 539","Complex II Unit c2","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"6083","Krapina","Krapina Layer 1-9 human remains 539","Complex II Unit c3","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"6084","Krapina","Krapina Layer 1-9 human remains 539","Complex II Unit c4","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"6085","Krapina","Krapina Layer 1-9 human remains 539","Complex II Unit c5","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",130966,0.599912598047713
"6086","Krapina","Krapina Layer 1-9 human remains 539","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",130966,0.599912598047713
"6087","Krapina","Krapina Layer 1-9 human remains 539","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",69700,1
"6088","Krapina","Krapina Layer 1-9 human remains 539","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",69700,1
"6089","Krapina","Krapina Layer 1-9 human remains 539","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",87327,1
"6090","Krapina","Krapina Layer 1-9 human remains 540","Complex II Unit c1","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",133372,0.954395137712821
"6091","Krapina","Krapina Layer 1-9 human remains 540","Complex II Unit c2","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"6092","Krapina","Krapina Layer 1-9 human remains 540","Complex II Unit c3","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"6093","Krapina","Krapina Layer 1-9 human remains 540","Complex II Unit c4","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"6094","Krapina","Krapina Layer 1-9 human remains 540","Complex II Unit c5","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",130966,0.599912598047713
"6095","Krapina","Krapina Layer 1-9 human remains 540","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",130966,0.599912598047713
"6096","Krapina","Krapina Layer 1-9 human remains 540","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",69700,1
"6097","Krapina","Krapina Layer 1-9 human remains 540","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",69700,1
"6098","Krapina","Krapina Layer 1-9 human remains 540","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",87327,1
"6099","Krapina","Krapina Layer 1-9 human remains 541","Complex II Unit c1","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",133372,0.954395137712821
"6100","Krapina","Krapina Layer 1-9 human remains 541","Complex II Unit c2","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"6101","Krapina","Krapina Layer 1-9 human remains 541","Complex II Unit c3","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"6102","Krapina","Krapina Layer 1-9 human remains 541","Complex II Unit c4","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
"6103","Krapina","Krapina Layer 1-9 human remains 541","Complex II Unit c5","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",130966,0.599912598047713
"6104","Krapina","Krapina Layer 1-9 human remains 541","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",130966,0.599912598047713
"6105","Krapina","Krapina Layer 1-9 human remains 541","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",69700,1
"6106","Krapina","Krapina Layer 1-9 human remains 541","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",69700,1
"6107","Krapina","Krapina Layer 1-9 human remains 541","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",87327,1
"6108","Krapina","Krapina Layer 1-9 human remains 542","Complex II Unit c1","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",133372,0.954395137712821
"6109","Krapina","Krapina Layer 1-9 human remains 542","Complex II Unit c2","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-",NA,NA
