"","Locality","Assemblage","GeoLayer.Name","Country","Locality.Type","X","Y","Technocomplex","Geostrat..Info..age.min","Geostrat..Info..age.max","Geostrat..Info..correlation","Geostrat..Info..mis","NISP.Sum.class.Mammalia","NISP.Sum.order.Rodentia","NISP.Sum.family.Anatidae","meanage","sdage"
"1103","Einhornhöhle","Jacob-Friesen Gallery - Layers D-H Micro-Mammal Fauna","Einhornhöhle layer H","Germany","cave",10.4042,51.634994,"",80000,130000,"ESR (electron spin resonance) dating, geology (based on position of layers)","-","","","-",NA,NA
"1104","Einhornhöhle","Jacob-Friesen Gallery - Layers D-H Macro-Mammal Fauna","Einhornhöhle layer D","Germany","cave",10.4042,51.634994,"MP/ Middle Paleolithic - Eurasia",54000,65000,"ESR (electron spin resonance) dating, geology (based on position of layers)","-","","-","-",NA,NA
"1105","Einhornhöhle","Jacob-Friesen Gallery - Layers D-H Macro-Mammal Fauna","Einhornhöhle layer E","Germany","cave",10.4042,51.634994,"MP/ Middle Paleolithic - Eurasia",80000,130000,"ESR (electron spin resonance) dating, geology (based on position of layers)","-","","-","-",NA,NA
"1106","Einhornhöhle","Jacob-Friesen Gallery - Layers D-H Macro-Mammal Fauna","Einhornhöhle layer F","Germany","cave",10.4042,51.634994,"MP/ Middle Paleolithic - Eurasia",80000,130000,"ESR (electron spin resonance) dating, geology (based on position of layers)","-","","-","-",NA,NA
"1107","Einhornhöhle","Jacob-Friesen Gallery - Layers D-H Macro-Mammal Fauna","Einhornhöhle layer G","Germany","cave",10.4042,51.634994,"",80000,130000,"ESR (electron spin resonance) dating, geology (based on position of layers)","-","","-","-",NA,NA
"1108","Einhornhöhle","Jacob-Friesen Gallery - Layers D-H Macro-Mammal Fauna","Einhornhöhle layer H","Germany","cave",10.4042,51.634994,"",80000,130000,"ESR (electron spin resonance) dating, geology (based on position of layers)","-","","-","-",NA,NA
"1109","El Castillo","El Castillo Unit 18 human remains 1","Unit 18","Spain","cave",-3.966,43.292,"",32100,41100,"14C (radiocarbon) dating, ESR (electron spin resonance) dating","-","-","-","-",42777,0.999996761902352
"1110","El Castillo","El Castillo Unit 18 human remains 2","Unit 18","Spain","cave",-3.966,43.292,"",32100,41100,"14C (radiocarbon) dating, ESR (electron spin resonance) dating","-","-","-","-",42777,0.999996761902352
"1111","El Castillo","El Castillo Unit 18 human remains 3","Unit 18","Spain","cave",-3.966,43.292,"",32100,41100,"14C (radiocarbon) dating, ESR (electron spin resonance) dating","-","-","-","-",42777,0.999996761902352
"1112","El Castillo","El Castillo Unit 20 human remains","Unit 20","Spain","cave",-3.966,43.292,"",36300,46200,"14C (radiocarbon) dating, ESR (electron spin resonance) dating","-","-","-","-",42884,0.999999999985295
"1113","El Castillo","El Castillo Unit 21 human remains","Unit 21","Spain","cave",-3.966,43.292,"",59800,78400,"ESR (electron spin resonance) dating","-","-","-","-",69152,0.999999959821789
"1114","El Castillo","El Castillo Unit 22 human remains","Unit 22","Spain","cave",-3.966,43.292,"",60700,80000,"ESR (electron spin resonance) dating","-","-","-","-",70245,0.999999937411173
"1115","El Castillo","El Castillo Unit 18b human remains 1","Unit 18","Spain","cave",-3.966,43.292,"",32100,41100,"14C (radiocarbon) dating, ESR (electron spin resonance) dating","-","-","-","-",42777,0.999996761902352
"1116","El Castillo","El Castillo Unit 18b human remains 2","Unit 18","Spain","cave",-3.966,43.292,"",32100,41100,"14C (radiocarbon) dating, ESR (electron spin resonance) dating","-","-","-","-",42777,0.999996761902352
"1117","El Castillo","El Castillo Unit 18b human remains 3","Unit 18","Spain","cave",-3.966,43.292,"",32100,41100,"14C (radiocarbon) dating, ESR (electron spin resonance) dating","-","-","-","-",42777,0.999996761902352
"1118","El Castillo","El Castillo Exc. 1910-14 Unit 1-5 fauna","Unit 1","Spain","cave",-3.966,43.292,"",0,11780,"geology (based on position of layers), archaeological (cultural) stratigraphy","-","15","-","-",NA,NA
"1119","El Castillo","El Castillo Exc. 1910-14 Unit 1-5 fauna","Unit 2","Spain","cave",-3.966,43.292,"",0,11780,"geology (based on position of layers), archaeological (cultural) stratigraphy","-","15","-","-",NA,NA
"1120","El Castillo","El Castillo Exc. 1910-14 Unit 1-5 fauna","Unit 3","Spain","cave",-3.966,43.292,"",11780,41100,"geology (based on position of layers)","-","15","-","-",NA,NA
"1121","El Castillo","El Castillo Exc. 1910-14 Unit 1-5 fauna","Unit 4","Spain","cave",-3.966,43.292,"",11780,41100,"geology (based on position of layers)","-","15","-","-",NA,NA
"1122","El Castillo","El Castillo Exc. 1910-14 Unit 1-5 fauna","Unit 5","Spain","cave",-3.966,43.292,"",11780,41100,"geology (based on position of layers)","-","15","-","-",NA,NA
"1123","El Castillo","El Castillo Exc. 1910-14 Unit 6 fauna","Unit 6","Spain","cave",-3.966,43.292,"",11780,41100,"geology (based on position of layers)","-","146","-","-",NA,NA
"1124","El Castillo","El Castillo Exc. 1910-14 Unit 7 fauna","Unit 7","Spain","cave",-3.966,43.292,"",11780,41100,"geology (based on position of layers)","-","222","-","-",NA,NA
"1125","El Castillo","El Castillo Exc. 1910-14 Unit 8 fauna","Unit 8","Spain","cave",-3.966,43.292,"",11780,41100,"geology (based on position of layers)","-","2000","-","-",NA,NA
"1126","El Castillo","El Castillo Exc. 1910-14 Unit 9 fauna","Unit 9","Spain","cave",-3.966,43.292,"",11780,41100,"geology (based on position of layers)","-","73","-","-",NA,NA
"1127","El Castillo","El Castillo Exc. 1910-14 Unit 10 fauna","Unit 10","Spain","cave",-3.966,43.292,"",11780,41100,"geology (based on position of layers)","-","174","-","-",NA,NA
"1128","El Castillo","El Castillo Exc. 1910-14 Unit 11 fauna","Unit 11","Spain","cave",-3.966,43.292,"",11780,41100,"geology (based on position of layers)","-","144","-","-",NA,NA
"1129","El Castillo","El Castillo Exc. 1910-14 Unit 12 fauna","Unit 12","Spain","cave",-3.966,43.292,"",11780,41100,"geology (based on position of layers)","-","605","-","-",30108,1
"1130","El Castillo","El Castillo Exc. 1910-14 Unit 13 fauna","Unit 13","Spain","cave",-3.966,43.292,"",11780,41100,"geology (based on position of layers)","-","8","-","-",NA,NA
"1131","El Castillo","El Castillo Exc. 1910-14 Unit 14 fauna","Unit 14","Spain","cave",-3.966,43.292,"",11780,41100,"geology (based on position of layers)","-","497","-","-",34260,1
"1132","El Castillo","El Castillo Exc. 1910-14 Unit 16 fauna","Unit 16","Spain","cave",-3.966,43.292,"",11780,41100,"geology (based on position of layers)","-","22","-","-",42545,1
"1133","El Castillo","El Castillo Exc. 1910-14 Unit 18 fauna","Unit 18","Spain","cave",-3.966,43.292,"",32100,41100,"14C (radiocarbon) dating, ESR (electron spin resonance) dating","-","160","-","-",42952,0.999803717580585
"1134","El Castillo","El Castillo Exc. 1910-14 Unit 19 fauna","Unit 19","Spain","cave",-3.966,43.292,"",32100,41100,"geology (based on position of layers)","-","55","-","-",47000,1
"1135","El Castillo","El Castillo Exc. 1910-14 Unit 20 fauna","Unit 20","Spain","cave",-3.966,43.292,"",36300,46200,"14C (radiocarbon) dating, ESR (electron spin resonance) dating","-","157","-","-",178998,0.996670372097046
"1136","El Castillo","El Castillo Exc. 1910-14 Unit 21 fauna","Unit 21","Spain","cave",-3.966,43.292,"",59800,78400,"ESR (electron spin resonance) dating","-","40","-","-",63448,0.999999986607263
"1137","El Castillo","El Castillo Exc. 1910-14 Unit 22 fauna","Unit 22","Spain","cave",-3.966,43.292,"",60700,80000,"ESR (electron spin resonance) dating","-","1213","-","-",77679,0.999999987482234
"1138","El Castillo","El Castillo Exc. 1910-14 Unit 24 fauna","Unit 24","Spain","cave",-3.966,43.292,"",78000,260000,"geology (based on position of layers), archaeological (cultural) stratigraphy","-","411","-","-",NA,NA
"1139","El Castillo","El Castillo Exc. 1910-14 Unit 25 fauna","Unit 25","Spain","cave",-3.966,43.292,"",78000,260000,"geology (based on position of layers), archaeological (cultural) stratigraphy","-","259","1","-",NA,NA
"1140","El Castillo","El Castillo Exc. 1910-14 Unit 26 fauna","Unit 26","Spain","cave",-3.966,43.292,"",78000,260000,"geology (based on position of layers), archaeological (cultural) stratigraphy","-","50","-","-",NA,NA
"1141","El Mirón","Level 11, micromammals","Layer 11","Spain","cave",-3.4515218,43.2442463,"NP/ Azilian",12600,14900,"14C (radiocarbon) dating","-","","","-",2e+05,0
"1142","El Mirón","Level 11.1, micromammals","Layer 11.1","Spain","cave",-3.4515218,43.2442463,"NP/ Azilian",12600,14900,"14C (radiocarbon) dating","-","","","-",2e+05,0
"1143","El Mirón","Level 306, micromammals","Layer 306","Spain","cave",-3.4515218,43.2442463,"NP/ Azilian",12400,14000,"14C (radiocarbon) dating","-","","","-",NA,NA
"1144","El Mirón","Level 307, micromammals","Layer 307","Spain","cave",-3.4515218,43.2442463,"UP/ Magdalenian",13550,14650,"14C (radiocarbon) dating","-","","","-",NA,NA
"1145","El Mirón","Level 12, micromammals","Layer 12","Spain","cave",-3.4515218,43.2442463,"UP/ Magdalenian",14000,17850,"14C (radiocarbon) dating","-","","","-",NA,NA
"1146","El Mirón","Level 13, micromammals","Layer 13","Spain","cave",-3.4515218,43.2442463,"UP/ Magdalenian",16400,18400,"14C (radiocarbon) dating","-","","","-",2e+05,0
"1147","El Mirón","Level 104, micromammals","Layer 104","Spain","cave",-3.4515218,43.2442463,"NP/ Azilian, UP/ Magdalenian",15850,18500,"14C (radiocarbon) dating","-","","","-",NA,NA
"1148","El Mirón","Level 104.2, micromammals","Layer 104","Spain","cave",-3.4515218,43.2442463,"NP/ Azilian, UP/ Magdalenian",15850,18500,"14C (radiocarbon) dating","-","","","-",NA,NA
"1149","El Mirón","Level 105, micromammals","Layer 105","Spain","cave",-3.4515218,43.2442463,"NP/ Azilian, UP/ Magdalenian",15850,18500,"14C (radiocarbon) dating","-","","","-",NA,NA
"1150","El Mirón","Level 106, micromammals","Layer 106","Spain","cave",-3.4515218,43.2442463,"UP/ Magdalenian",15850,18500,"14C (radiocarbon) dating","-","","","-",NA,NA
"1151","El Mirón","Level 107, micromammals","Layer 107","Spain","cave",-3.4515218,43.2442463,"UP/ Magdalenian",15850,18500,"14C (radiocarbon) dating","-","","","-",NA,NA
"1152","El Mirón","Level 108, micromammals","Layer 108","Spain","cave",-3.4515218,43.2442463,"UP/ Magdalenian",15850,18500,"14C (radiocarbon) dating","-","","","-",NA,NA
"1153","El Mirón","Level 14, micromammals","Layer 14","Spain","cave",-3.4515218,43.2442463,"UP/ Magdalenian",18200,18550,"14C (radiocarbon) dating","-","","","-",NA,NA
"1154","El Mirón","Level 15, micromammals","Layer 15","Spain","cave",-3.4515218,43.2442463,"UP/ Magdalenian",18350,18650,"14C (radiocarbon) dating","-","","","-",NA,NA
"1155","El Mirón","Level 16, micromammals","Layer 16","Spain","cave",-3.4515218,43.2442463,"UP/ Magdalenian",18450,18800,"14C (radiocarbon) dating","-","","","-",NA,NA
"1156","El Mirón","Level 311-309, micromammals","Layer 309","Spain","cave",-3.4515218,43.2442463,"UP/ Magdalenian",14900,18800,"14C (radiocarbon) dating","-","","","-",NA,NA
"1157","El Mirón","Level 311-309, micromammals","Layer 310","Spain","cave",-3.4515218,43.2442463,"UP/ Magdalenian",14900,18800,"14C (radiocarbon) dating","-","","","-",NA,NA
"1158","El Mirón","Level 311-309, micromammals","Layer 311","Spain","cave",-3.4515218,43.2442463,"UP/ Magdalenian",14900,18800,"14C (radiocarbon) dating","-","","","-",NA,NA
"1159","El Mirón","Level 109, micromammals","Layer 109","Spain","cave",-3.4515218,43.2442463,"UP/ Magdalenian",18200,18950,"14C (radiocarbon) dating","-","","","-",NA,NA
"1160","El Mirón","Level 17, micromammals","Layer 17","Spain","cave",-3.4515218,43.2442463,"UP/ Magdalenian",18650,19200,"14C (radiocarbon) dating","-","","","-",2e+05,0
"1161","El Mirón","Level 110, micromammals","Layer 110","Spain","cave",-3.4515218,43.2442463,"UP/ Magdalenian",18650,19450,"14C (radiocarbon) dating","-","","","-",NA,NA
"1162","El Mirón","Level 111, micromammals","Layer 111","Spain","cave",-3.4515218,43.2442463,"UP/ Magdalenian",19000,19900,"14C (radiocarbon) dating","-","","","-",NA,NA
"1163","El Mirón","Level 112, micromammals","Layer 112","Spain","cave",-3.4515218,43.2442463,"UP/ Magdalenian",19500,20200,"14C (radiocarbon) dating","-","","","-",NA,NA
"1164","El Mirón","Level 113, micromammals","Layer 113","Spain","cave",-3.4515218,43.2442463,"UP/ Magdalenian",19500,20200,"14C (radiocarbon) dating","-","","","-",NA,NA
"1165","El Mirón","Level 114, micromammals","Layer 114","Spain","cave",-3.4515218,43.2442463,"UP/ Magdalenian",19900,20350,"14C (radiocarbon) dating","-","","","-",NA,NA
"1166","El Mirón","Level 115, micromammals","Layer 115","Spain","cave",-3.4515218,43.2442463,"UP/ Magdalenian",20200,20500,"14C (radiocarbon) dating","-","","","-",NA,NA
"1167","El Mirón","Level 116, micromammals","Layer 116","Spain","cave",-3.4515218,43.2442463,"UP/ Magdalenian",20300,20700,"14C (radiocarbon) dating","-","","","-",NA,NA
"1168","El Mirón","Level 117, micromammals","Layer 117","Spain","cave",-3.4515218,43.2442463,"UP/ Magdalenian",20500,20800,"14C (radiocarbon) dating","-","","","-",NA,NA
"1169","El Mirón","Level 119, micromammals","Layer 119","Spain","cave",-3.4515218,43.2442463,"UP/ Magdalenian",20700,21100,"14C (radiocarbon) dating","-","","","-",NA,NA
"1170","El Mirón","Level 121, micromammals","Layer 121","Spain","cave",-3.4515218,43.2442463,"UP/ Solutrean",18090,18690,"14C (radiocarbon) dating","-","","","-",22336,1
"1171","El Mirón","Level 122, micromammals","Layer 122","Spain","cave",-3.4515218,43.2442463,"UP/ Solutrean",18620,19340,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","","","-",NA,NA
"1172","El Mirón","Level 123, micromammals","Layer 123","Spain","cave",-3.4515218,43.2442463,"UP/ Solutrean",18620,19340,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","","","-",NA,NA
"1173","El Mirón","Level 124, micromammals","Layer 124","Spain","cave",-3.4515218,43.2442463,"UP/ Solutrean",18620,19340,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","","","-",NA,NA
"1174","El Mirón","Level 125, micromammals","Layer 125","Spain","cave",-3.4515218,43.2442463,"UP/ Solutrean",18620,19340,"14C (radiocarbon) dating","-","","","-",22948,1
"1175","El Mirón","Level 126, micromammals","Layer 126","Spain","cave",-3.4515218,43.2442463,"UP/ Solutrean",18600,19300,"14C (radiocarbon) dating","-","","","-",22933,1
"1176","El Mirón","Level 127, micromammals","Layer 127","Spain","cave",-3.4515218,43.2442463,"UP/ Solutrean",19180,20490,"14C (radiocarbon) dating","-","","","-",23076,1
"1177","El Mirón","Level 128, micromammals","Layer 128","Spain","cave",-3.4515218,43.2442463,"UP/ Gravettian",27370,27790,"14C (radiocarbon) dating","-","","","-",31480,1
"1178","El Mirón","Level 129, micromammals","Layer 129","Spain","cave",-3.4515218,43.2442463,"UP/ Upper Paleolithic - Eurasia",27790,40160,"geology (based on position of layers)","-","","","-",NA,NA
"1179","El Mirón","Level 130, micromammals","Layer 130","Spain","cave",-3.4515218,43.2442463,"",40160,51500,"14C (radiocarbon) dating","-","","","-",48232,1
"1180","El Salt","El Salt Fauna Unidad D Layer Xb","Unidad D","Spain","cave",-0.383,39.655,"MP/ Middle Paleolithic - Eurasia",44400,56900,"TL (thermoluminescence) dating, archaeological (cultural) stratigraphy","-","724","157","-",52300,0.999999999998905
"1181","El Salt","El Salt Fauna Unidad B Layer V-Sup","Unidad B","Spain","cave",-0.383,39.655,"MP/ Middle Paleolithic - Eurasia",41500,48600,"OSL (optically stimulated thermoluminescence) dating, TL (thermoluminescence) dating, archaeological (cultural) stratigraphy","-","458","-","-",NA,NA
"1182","El Salt","El Salt Fauna Unidad C Layer VI","Unidad C","Spain","cave",-0.383,39.655,"MP/ Middle Paleolithic - Eurasia",42800,51600,"TL (thermoluminescence) dating, archaeological (cultural) stratigraphy","-","63","-","-",NA,NA
"1183","El Salt","El Salt Fauna Unidad C Layer VII","Unidad C","Spain","cave",-0.383,39.655,"MP/ Middle Paleolithic - Eurasia",42800,51600,"TL (thermoluminescence) dating, archaeological (cultural) stratigraphy","-","14","-","-",NA,NA
"1184","El Salt","El Salt Fauna Unidad C Layer VII-VIII","Unidad C","Spain","cave",-0.383,39.655,"MP/ Middle Paleolithic - Eurasia",42800,51600,"TL (thermoluminescence) dating, archaeological (cultural) stratigraphy","-","35","-","-",NA,NA
"1185","El Salt","El Salt Fauna Unidad C Layer VIII","Unidad C","Spain","cave",-0.383,39.655,"MP/ Middle Paleolithic - Eurasia",42800,51600,"TL (thermoluminescence) dating, archaeological (cultural) stratigraphy","-","67","-","-",NA,NA
"1186","El Salt","El Salt Fauna Unidad D Layer Xa","Unidad D","Spain","cave",-0.383,39.655,"MP/ Middle Paleolithic - Eurasia",44400,56900,"TL (thermoluminescence) dating, archaeological (cultural) stratigraphy","-","1648","-","-",NA,NA
"1187","El Sidrón","El Sidrón Unit I Micromammal Fauna","Unit I","Spain","cave",-5.328889,43.383611,"MP/ Mousterian - Eurasia",41700,350000,"OSL (optically stimulated thermoluminescence) dating, archaeological (cultural) stratigraphy, stratigraphy","-","29","22","-",NA,NA
"1188","El Sidrón","El Sidrón Unit II Micromammal Fauna","Unit II","Spain","cave",-5.328889,43.383611,"MP/ Mousterian - Eurasia",41700,52100,"OSL (optically stimulated thermoluminescence) dating, archaeological (cultural) stratigraphy, stratigraphy","-","19","3","-",46900,0.999999884924185
"1189","El Sidrón","El Sidrón Unit III Micromammal Fauna","Unit III","Spain","cave",-5.328889,43.383611,"MP/ Mousterian - Eurasia",27700,33100,"OSL (optically stimulated thermoluminescence) dating, archaeological (cultural) stratigraphy, stratigraphy","-","74","45","-",190962,0.333209128188873
"1190","El Sidrón","El Sidrón Unit IV Micromammal Fauna","Unit IV","Spain","cave",-5.328889,43.383611,"",0,30500,"OSL (optically stimulated thermoluminescence) dating, stratigraphy","-","3","1","-",NA,NA
"1191","El Sidrón","El Sidrón Stratum III","Unit III","Spain","cave",-5.328889,43.383611,"MP/ Mousterian - Eurasia",27700,33100,"OSL (optically stimulated thermoluminescence) dating, archaeological (cultural) stratigraphy, stratigraphy","-","-","-","-",190962,0.333209128188873
"1192","Erd","Erd Macromammal Fauna","Layer A","Hungary","open air",18.8732102,47.3992231,"MP/ Mousterian - Eurasia",34400,42900,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","-","14869","-","-",40529,1
"1193","Erd","Erd Macromammal Fauna","Layer B","Hungary","open air",18.8732102,47.3992231,"",11700,42900,"geology (based on position of layers)","-","14869","-","-",NA,NA
"1194","Erd","Erd Macromammal Fauna","Layer C","Hungary","open air",18.8732102,47.3992231,"",11700,42900,"geology (based on position of layers)","-","14869","-","-",NA,NA
"1195","Erd","Erd Macromammal Fauna","Layer D","Hungary","open air",18.8732102,47.3992231,"",11700,42900,"geology (based on position of layers)","-","14869","-","-",NA,NA
"1196","Erd","Erd Micromammal Fauna","Layer C","Hungary","open air",18.8732102,47.3992231,"",11700,42900,"geology (based on position of layers)","-","36","34","-",NA,NA
"1197","Erd","Erd Micromammal Fauna","Layer D","Hungary","open air",18.8732102,47.3992231,"",11700,42900,"geology (based on position of layers)","-","36","34","-",NA,NA
"1198","Eshkaft-e Gelimgoush","GH II Macro-Mammal Fauna","GHII","Iran","cave",46.877745,34.687622,"UP/ Early Upper Paleolithic - Eurasia",5775,30970,"14C (radiocarbon) dating","-","32","1","-",35202,1
"1199","Eshkaft-e Gelimgoush","GH III Macro-Mammal Fauna","GHIII","Iran","cave",46.877745,34.687622,"UP/ Early Upper Paleolithic - Eurasia",30740,36000,"14C (radiocarbon) dating","-","20","2","-",34674,1
"1200","Eshkaft-e Gelimgoush","GH IV Macro-Mammal Fauna","GHIV","Iran","cave",46.877745,34.687622,"",35100,43000,"geology (based on position of layers)","-","10","-","-",NA,NA
"1201","Ezhantsy","Ezhantsy Cultural Horizon Macromammal Fauna","Layer 3","Russia","open air",135.13,60.52,"UP/ Upper Paleolithic - Eurasia",16805,35000,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy, geology (based on position of layers)","-","55","-","-",20752,0.952412980735328
"1202","Farah II","Farah II 2017 excavation Macromammal Fauna","Archaeologic","Israel","open air",34.488975,31.283934,"MP/ Middle Paleolithic - Levant",38291,57000,"14C (radiocarbon) dating, OSL (optically stimulated thermoluminescence) dating","-","64","-","-",42519,0.999999999999912
"1203","Farah II","Farah II 2017 excavation Macromammal Fauna","PS 0","Israel","open air",34.488975,31.283934,"",38291,57000,"geology (based on position of layers)","-","64","-","-",NA,NA
"1204","Farah II","Farah II 2017 excavation Macromammal Fauna","PS 1","Israel","open air",34.488975,31.283934,"",38291,57000,"14C (radiocarbon) dating, OSL (optically stimulated thermoluminescence) dating","-","64","-","-",NA,NA
"1205","Farah II","Farah II 2017 excavation Macromammal Fauna","PS 2","Israel","open air",34.488975,31.283934,"",11600,38760,"geology (based on position of layers)","-","64","-","-",NA,NA
"1206","Farah II","Farah II 2017 excavation Macromammal Fauna","PS 3","Israel","open air",34.488975,31.283934,"",11600,38760,"geology (based on position of layers)","-","64","-","-",NA,NA
"1207","Farah II","Farah II 2017 excavation Macromammal Fauna","PS 4","Israel","open air",34.488975,31.283934,"",11600,38760,"geology (based on position of layers)","-","64","-","-",NA,NA
"1208","Farah II","Farah II 2017 excavation Macromammal Fauna","PS 5","Israel","open air",34.488975,31.283934,"",11600,38760,"geology (based on position of layers)","-","64","-","-",NA,NA
"1209","Farah II","Farah II 2017 excavation Macromammal Fauna","PS 6","Israel","open air",34.488975,31.283934,"",0,11600,"geology (based on position of layers)","-","64","-","-",NA,NA
"1210","Feldhofer Grotte","Neandertal 1 (Discovery 1856)","Feldhofer Grotte Layer 1","Germany","cave",6.945561,51.227439,"MP/ Micoquian",38570,130000,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","-","-","-","-",42996,1
"1211","Feldhofer Grotte","Neandertal 1 (Discovery 1997-2000)","Feldhofer Grotte Layer 1","Germany","cave",6.945561,51.227439,"MP/ Micoquian",38570,130000,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","-","-","-","-",NA,NA
"1212","Feldhofer Grotte","Neandertal 2","Feldhofer Grotte Layer 1","Germany","cave",6.945561,51.227439,"MP/ Micoquian",38570,130000,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","-","-","-","-",42724,1
"1213","Feldhofer Grotte","Neandertal 3","Feldhofer Grotte Layer 1","Germany","cave",6.945561,51.227439,"MP/ Micoquian",38570,130000,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","-","-","-","-",NA,NA
"1214","Feldhofer Grotte","Neandertal, NN 4","Feldhofer Grotte Layer 1","Germany","cave",6.945561,51.227439,"MP/ Micoquian",38570,130000,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","-","-","-","-",43255,1
"1215","Feldhofer Grotte","Neandertal, NN 5","Feldhofer Grotte Layer 1","Germany","cave",6.945561,51.227439,"MP/ Micoquian",38570,130000,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","-","-","-","-",NA,NA
"1216","Feldhofer Grotte","Neandertal, NN 6","Feldhofer Grotte Layer 1","Germany","cave",6.945561,51.227439,"MP/ Micoquian",38570,130000,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","-","-","-","-",NA,NA
"1217","Feldhofer Grotte","Neandertal, NN 7","Feldhofer Grotte Layer 1","Germany","cave",6.945561,51.227439,"MP/ Micoquian",38570,130000,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","-","-","-","-",NA,NA
"1218","Feldhofer Grotte","Neandertal, NN 8","Feldhofer Grotte Layer 1","Germany","cave",6.945561,51.227439,"MP/ Micoquian",38570,130000,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","-","-","-","-",NA,NA
"1219","Feldhofer Grotte","Neandertal, NN 9","Feldhofer Grotte Layer 1","Germany","cave",6.945561,51.227439,"MP/ Micoquian",38570,130000,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","-","-","-","-",NA,NA
"1220","Feldhofer Grotte","Neandertal, NN 10","Feldhofer Grotte Layer 1","Germany","cave",6.945561,51.227439,"MP/ Micoquian",38570,130000,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","-","-","-","-",NA,NA
"1221","Feldhofer Grotte","Neandertal, NN 11","Feldhofer Grotte Layer 1","Germany","cave",6.945561,51.227439,"MP/ Micoquian",38570,130000,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","-","-","-","-",NA,NA
"1222","Feldhofer Grotte","Neandertal, NN 12","Feldhofer Grotte Layer 1","Germany","cave",6.945561,51.227439,"MP/ Micoquian",38570,130000,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","-","-","-","-",NA,NA
"1223","Feldhofer Grotte","Neandertal, NN 14","Feldhofer Grotte Layer 1","Germany","cave",6.945561,51.227439,"MP/ Micoquian",38570,130000,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","-","-","-","-",NA,NA
"1224","Feldhofer Grotte","Neandertal, NN 15","Feldhofer Grotte Layer 1","Germany","cave",6.945561,51.227439,"MP/ Micoquian",38570,130000,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","-","-","-","-",NA,NA
"1225","Feldhofer Grotte","Neandertal, NN 16","Feldhofer Grotte Layer 1","Germany","cave",6.945561,51.227439,"MP/ Micoquian",38570,130000,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","-","-","-","-",NA,NA
"1226","Feldhofer Grotte","Neandertal, NN 17","Feldhofer Grotte Layer 1","Germany","cave",6.945561,51.227439,"MP/ Micoquian",38570,130000,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","-","-","-","-",NA,NA
"1227","Feldhofer Grotte","Neandertal, NN 18","Feldhofer Grotte Layer 1","Germany","cave",6.945561,51.227439,"MP/ Micoquian",38570,130000,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","-","-","-","-",NA,NA
"1228","Feldhofer Grotte","Neandertal, NN 19","Feldhofer Grotte Layer 1","Germany","cave",6.945561,51.227439,"MP/ Micoquian",38570,130000,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","-","-","-","-",NA,NA
"1229","Feldhofer Grotte","Neandertal, NN 20","Feldhofer Grotte Layer 1","Germany","cave",6.945561,51.227439,"MP/ Micoquian",38570,130000,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","-","-","-","-",NA,NA
"1230","Feldhofer Grotte","Neandertal, NN 21","Feldhofer Grotte Layer 1","Germany","cave",6.945561,51.227439,"MP/ Micoquian",38570,130000,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","-","-","-","-",NA,NA
"1231","Feldhofer Grotte","Neandertal, NN 22","Feldhofer Grotte Layer 1","Germany","cave",6.945561,51.227439,"MP/ Micoquian",38570,130000,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","-","-","-","-",NA,NA
"1232","Feldhofer Grotte","Neandertal, NN 23","Feldhofer Grotte Layer 1","Germany","cave",6.945561,51.227439,"MP/ Micoquian",38570,130000,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","-","-","-","-",NA,NA
"1233","Feldhofer Grotte","Neandertal, NN 24","Feldhofer Grotte Layer 1","Germany","cave",6.945561,51.227439,"MP/ Micoquian",38570,130000,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","-","-","-","-",NA,NA
"1234","Feldhofer Grotte","Neandertal, NN 25","Feldhofer Grotte Layer 1","Germany","cave",6.945561,51.227439,"MP/ Micoquian",38570,130000,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","-","-","-","-",NA,NA
